"arc_length","6","cb","2","3","1","4","5"
7.56e-09,5492.43,1.21961e+09,1.61154e+16,3.96551e+12,1.14319e+21,3.2273e+09,192379
7.59e-09,5498.47,1.21933e+09,1.60726e+16,3.95579e+12,1.14166e+21,3.22807e+09,192212
7.62e-09,5504.51,1.21904e+09,1.60297e+16,3.94608e+12,1.14014e+21,3.22884e+09,192045
7.65e-09,5510.55,1.21876e+09,1.59868e+16,3.93636e+12,1.13861e+21,3.22961e+09,191878
7.68e-09,5516.59,1.21847e+09,1.5944e+16,3.92664e+12,1.13708e+21,3.23038e+09,191711
7.71e-09,5522.63,1.21819e+09,1.59011e+16,3.91692e+12,1.13555e+21,3.23114e+09,191545
7.74e-09,5528.67,1.2179e+09,1.58583e+16,3.90721e+12,1.13402e+21,3.23191e+09,191378
7.77e-09,5534.71,1.21762e+09,1.58154e+16,3.89749e+12,1.1325e+21,3.23268e+09,191211
7.8e-09,5540.75,1.21733e+09,1.57725e+16,3.88777e+12,1.13097e+21,3.23345e+09,191044
7.83e-09,5544.35,1.21646e+09,1.57307e+16,3.87717e+12,1.12944e+21,3.23277e+09,190785
7.86e-09,5547.94,1.21558e+09,1.56888e+16,3.86656e+12,1.12791e+21,3.23209e+09,190527
7.89e-09,5551.54,1.2147e+09,1.56469e+16,3.85596e+12,1.12638e+21,3.23142e+09,190268
7.92e-09,5555.14,1.21382e+09,1.56051e+16,3.84536e+12,1.12485e+21,3.23074e+09,190010
7.95e-09,5558.74,1.21294e+09,1.55632e+16,3.83476e+12,1.12333e+21,3.23006e+09,189751
7.98e-09,5562.34,1.21206e+09,1.55213e+16,3.82415e+12,1.1218e+21,3.22938e+09,189493
8.01e-09,5565.93,1.21119e+09,1.54795e+16,3.81355e+12,1.12027e+21,3.22871e+09,189235
8.04e-09,5569.53,1.21031e+09,1.54376e+16,3.80295e+12,1.11874e+21,3.22803e+09,188976
8.07e-09,5573.13,1.20943e+09,1.53957e+16,3.79234e+12,1.11721e+21,3.22735e+09,188718
8.1e-09,5576.73,1.20855e+09,1.53539e+16,3.78174e+12,1.11568e+21,3.22667e+09,188459
8.13e-09,5580.33,1.20767e+09,1.5312e+16,3.77114e+12,1.11416e+21,3.22599e+09,188201
8.16e-09,5583.92,1.2068e+09,1.52701e+16,3.76054e+12,1.11263e+21,3.22532e+09,187942
8.19e-09,5587.52,1.20592e+09,1.52283e+16,3.74993e+12,1.1111e+21,3.22464e+09,187684
8.22e-09,5591.12,1.20504e+09,1.51864e+16,3.73933e+12,1.10957e+21,3.22396e+09,187426
8.25e-09,5594.72,1.20416e+09,1.51445e+16,3.72873e+12,1.10804e+21,3.22328e+09,187167
8.28e-09,5598.32,1.20328e+09,1.51027e+16,3.71812e+12,1.10651e+21,3.22261e+09,186909
8.31e-09,5601.91,1.2024e+09,1.50608e+16,3.70752e+12,1.10499e+21,3.22193e+09,186650
8.34e-09,5605.51,1.20153e+09,1.50189e+16,3.69692e+12,1.10346e+21,3.22125e+09,186392
8.37e-09,5609.11,1.20065e+09,1.49771e+16,3.68632e+12,1.10193e+21,3.22057e+09,186133
8.4e-09,5612.71,1.19977e+09,1.49352e+16,3.67571e+12,1.1004e+21,3.21989e+09,185875
8.43e-09,5614.06,1.19838e+09,1.48944e+16,3.66461e+12,1.09887e+21,3.21797e+09,185543
8.46e-09,5615.42,1.197e+09,1.48537e+16,3.6535e+12,1.09734e+21,3.21604e+09,185211
8.49e-09,5616.78,1.19561e+09,1.48129e+16,3.64239e+12,1.09582e+21,3.21411e+09,184879
8.52e-09,5618.13,1.19422e+09,1.47721e+16,3.63128e+12,1.09429e+21,3.21218e+09,184547
8.55e-09,5619.49,1.19284e+09,1.47313e+16,3.62017e+12,1.09276e+21,3.21025e+09,184215
8.58e-09,5620.84,1.19145e+09,1.46905e+16,3.60907e+12,1.09123e+21,3.20832e+09,183883
8.61e-09,5622.2,1.19006e+09,1.46498e+16,3.59796e+12,1.0897e+21,3.20639e+09,183551
8.64e-09,5623.56,1.18868e+09,1.4609e+16,3.58685e+12,1.08817e+21,3.20447e+09,183219
8.67e-09,5624.91,1.18729e+09,1.45682e+16,3.57574e+12,1.08665e+21,3.20254e+09,182887
8.7e-09,5626.27,1.1859e+09,1.45274e+16,3.56463e+12,1.08512e+21,3.20061e+09,182555
8.73e-09,5627.62,1.18452e+09,1.44866e+16,3.55353e+12,1.08359e+21,3.19868e+09,182223
8.76e-09,5628.98,1.18313e+09,1.44458e+16,3.54242e+12,1.08206e+21,3.19675e+09,181891
8.79e-09,5630.34,1.18175e+09,1.44051e+16,3.53131e+12,1.08053e+21,3.19482e+09,181559
8.82e-09,5631.69,1.18036e+09,1.43643e+16,3.5202e+12,1.079e+21,3.19289e+09,181227
8.85e-09,5633.05,1.17897e+09,1.43235e+16,3.5091e+12,1.07748e+21,3.19096e+09,180895
8.88e-09,5634.4,1.17759e+09,1.42827e+16,3.49799e+12,1.07595e+21,3.18904e+09,180563
8.91e-09,5635.76,1.1762e+09,1.42419e+16,3.48688e+12,1.07442e+21,3.18711e+09,180231
8.94e-09,5637.12,1.17481e+09,1.42012e+16,3.47577e+12,1.07289e+21,3.18518e+09,179899
8.97e-09,5638.47,1.17343e+09,1.41604e+16,3.46466e+12,1.07136e+21,3.18325e+09,179567
9e-09,5639.83,1.17204e+09,1.41196e+16,3.45356e+12,1.06983e+21,3.18132e+09,179235
9.03e-09,5639.15,1.17023e+09,1.40799e+16,3.44223e+12,1.06831e+21,3.17833e+09,178846
9.06e-09,5638.48,1.16841e+09,1.40403e+16,3.43091e+12,1.06678e+21,3.17533e+09,178456
9.09e-09,5637.81,1.1666e+09,1.40006e+16,3.41959e+12,1.06525e+21,3.17234e+09,178067
9.12e-09,5637.13,1.16479e+09,1.3961e+16,3.40826e+12,1.06372e+21,3.16935e+09,177678
9.15e-09,5636.46,1.16298e+09,1.39213e+16,3.39694e+12,1.06219e+21,3.16635e+09,177289
9.18e-09,5635.78,1.16117e+09,1.38817e+16,3.38561e+12,1.06066e+21,3.16336e+09,176899
9.21e-09,5635.11,1.15935e+09,1.3842e+16,3.37429e+12,1.05914e+21,3.16037e+09,176510
9.24e-09,5634.43,1.15754e+09,1.38023e+16,3.36297e+12,1.05761e+21,3.15737e+09,176121
9.27e-09,5633.76,1.15573e+09,1.37627e+16,3.35164e+12,1.05608e+21,3.15438e+09,175732
9.3e-09,5633.08,1.15392e+09,1.3723e+16,3.34032e+12,1.05455e+21,3.15139e+09,175342
9.33e-09,5632.41,1.1521e+09,1.36834e+16,3.329e+12,1.05302e+21,3.14839e+09,174953
9.36e-09,5631.74,1.15029e+09,1.36437e+16,3.31767e+12,1.05149e+21,3.1454e+09,174564
9.39e-09,5631.06,1.14848e+09,1.36041e+16,3.30635e+12,1.04997e+21,3.14241e+09,174174
9.42e-09,5630.39,1.14667e+09,1.35644e+16,3.29503e+12,1.04844e+21,3.13941e+09,173785
9.45e-09,5629.71,1.14485e+09,1.35247e+16,3.2837e+12,1.04691e+21,3.13642e+09,173396
9.48e-09,5629.04,1.14304e+09,1.34851e+16,3.27238e+12,1.04538e+21,3.13343e+09,173007
9.51e-09,5628.36,1.14123e+09,1.34454e+16,3.26106e+12,1.04385e+21,3.13043e+09,172617
9.54e-09,5627.69,1.13942e+09,1.34058e+16,3.24973e+12,1.04232e+21,3.12744e+09,172228
9.57e-09,5627.02,1.1376e+09,1.33661e+16,3.23841e+12,1.0408e+21,3.12445e+09,171839
9.6e-09,5626.34,1.13579e+09,1.33264e+16,3.22709e+12,1.03927e+21,3.12145e+09,171449
9.63e-09,5623.85,1.13363e+09,1.32879e+16,3.21577e+12,1.03774e+21,3.11757e+09,171017
9.66e-09,5621.37,1.13147e+09,1.32494e+16,3.20444e+12,1.03621e+21,3.11369e+09,170585
9.69e-09,5618.88,1.12931e+09,1.32109e+16,3.19312e+12,1.03468e+21,3.1098e+09,170153
9.72e-09,5616.39,1.12715e+09,1.31724e+16,3.1818e+12,1.03315e+21,3.10592e+09,169721
9.75e-09,5613.9,1.12499e+09,1.31338e+16,3.17048e+12,1.03163e+21,3.10203e+09,169290
9.78e-09,5611.41,1.12284e+09,1.30953e+16,3.15916e+12,1.0301e+21,3.09815e+09,168858
9.81e-09,5608.92,1.12068e+09,1.30568e+16,3.14784e+12,1.02857e+21,3.09427e+09,168426
9.84e-09,5606.44,1.11852e+09,1.30183e+16,3.13652e+12,1.02704e+21,3.09038e+09,167994
9.87e-09,5603.95,1.11636e+09,1.29798e+16,3.1252e+12,1.02551e+21,3.0865e+09,167562
9.9e-09,5601.46,1.1142e+09,1.29413e+16,3.11388e+12,1.02399e+21,3.08262e+09,167130
9.93e-09,5598.97,1.11204e+09,1.29027e+16,3.10256e+12,1.02246e+21,3.07873e+09,166698
9.96e-09,5596.48,1.10988e+09,1.28642e+16,3.09124e+12,1.02093e+21,3.07485e+09,166266
9.99e-09,5594,1.10772e+09,1.28257e+16,3.07992e+12,1.0194e+21,3.07097e+09,165834
1.002e-08,5591.51,1.10556e+09,1.27872e+16,3.0686e+12,1.01787e+21,3.06708e+09,165402
1.005e-08,5589.02,1.1034e+09,1.27487e+16,3.05728e+12,1.01634e+21,3.0632e+09,164970
1.008e-08,5586.53,1.10124e+09,1.27101e+16,3.04596e+12,1.01482e+21,3.05931e+09,164538
1.011e-08,5584.04,1.09908e+09,1.26716e+16,3.03464e+12,1.01329e+21,3.05543e+09,164106
1.014e-08,5581.56,1.09692e+09,1.26331e+16,3.02332e+12,1.01176e+21,3.05155e+09,163674
1.017e-08,5579.07,1.09476e+09,1.25946e+16,3.012e+12,1.01023e+21,3.04766e+09,163242
1.02e-08,5576.58,1.0926e+09,1.25561e+16,3.00068e+12,1.0087e+21,3.04378e+09,162810
1.023e-08,5572.49,1.09017e+09,1.25187e+16,2.98952e+12,1.00717e+21,3.03917e+09,162348
1.026e-08,5568.41,1.08774e+09,1.24813e+16,2.97837e+12,1.00565e+21,3.03455e+09,161886
1.029e-08,5564.32,1.0853e+09,1.24439e+16,2.96721e+12,1.00412e+21,3.02994e+09,161424
1.032e-08,5560.24,1.08287e+09,1.24066e+16,2.95606e+12,1.00259e+21,3.02533e+09,160963
1.035e-08,5556.15,1.08044e+09,1.23692e+16,2.94491e+12,1.00106e+21,3.02071e+09,160501
1.038e-08,5552.06,1.078e+09,1.23318e+16,2.93375e+12,9.99532e+20,3.0161e+09,160039
1.041e-08,5547.98,1.07557e+09,1.22944e+16,2.9226e+12,9.98004e+20,3.01149e+09,159577
1.044e-08,5543.89,1.07314e+09,1.22571e+16,2.91145e+12,9.96475e+20,3.00687e+09,159115
1.047e-08,5539.81,1.0707e+09,1.22197e+16,2.90029e+12,9.94947e+20,3.00226e+09,158654
1.05e-08,5535.72,1.06827e+09,1.21823e+16,2.88914e+12,9.93419e+20,2.99765e+09,158192
1.053e-08,5531.63,1.06584e+09,1.21449e+16,2.87798e+12,9.91891e+20,2.99303e+09,157730
1.056e-08,5527.55,1.0634e+09,1.21076e+16,2.86683e+12,9.90362e+20,2.98842e+09,157268
1.059e-08,5523.46,1.06097e+09,1.20702e+16,2.85568e+12,9.88834e+20,2.98381e+09,156806
1.062e-08,5519.38,1.05854e+09,1.20328e+16,2.84452e+12,9.87306e+20,2.97919e+09,156345
1.065e-08,5515.29,1.0561e+09,1.19954e+16,2.83337e+12,9.85777e+20,2.97458e+09,155883
1.068e-08,5511.21,1.05367e+09,1.19581e+16,2.82222e+12,9.84249e+20,2.96997e+09,155421
1.071e-08,5507.12,1.05124e+09,1.19207e+16,2.81106e+12,9.82721e+20,2.96535e+09,154959
1.074e-08,5503.03,1.0488e+09,1.18833e+16,2.79991e+12,9.81192e+20,2.96074e+09,154497
1.077e-08,5498.95,1.04637e+09,1.18459e+16,2.78875e+12,9.79664e+20,2.95613e+09,154036
1.08e-08,5494.86,1.04394e+09,1.18086e+16,2.7776e+12,9.78136e+20,2.95151e+09,153574
1.083e-08,5489.39,1.0413e+09,1.17723e+16,2.76673e+12,9.76607e+20,2.94632e+09,153093
1.086e-08,5483.92,1.03866e+09,1.17361e+16,2.75587e+12,9.75079e+20,2.94112e+09,152613
1.089e-08,5478.44,1.03602e+09,1.16999e+16,2.745e+12,9.73551e+20,2.93592e+09,152133
1.092e-08,5472.97,1.03338e+09,1.16637e+16,2.73414e+12,9.72022e+20,2.93073e+09,151652
1.095e-08,5467.5,1.03074e+09,1.16274e+16,2.72327e+12,9.70494e+20,2.92553e+09,151172
1.098e-08,5462.02,1.0281e+09,1.15912e+16,2.71241e+12,9.68966e+20,2.92033e+09,150691
1.101e-08,5456.55,1.02546e+09,1.1555e+16,2.70154e+12,9.67437e+20,2.91514e+09,150211
1.104e-08,5451.08,1.02282e+09,1.15188e+16,2.69067e+12,9.65909e+20,2.90994e+09,149730
1.107e-08,5445.6,1.02018e+09,1.14825e+16,2.67981e+12,9.64381e+20,2.90474e+09,149250
1.11e-08,5440.13,1.01754e+09,1.14463e+16,2.66894e+12,9.62853e+20,2.89955e+09,148770
1.113e-08,5434.66,1.0149e+09,1.14101e+16,2.65808e+12,9.61324e+20,2.89435e+09,148289
1.116e-08,5429.19,1.01226e+09,1.13738e+16,2.64721e+12,9.59796e+20,2.88915e+09,147809
1.119e-08,5423.71,1.00962e+09,1.13376e+16,2.63634e+12,9.58268e+20,2.88396e+09,147328
1.122e-08,5418.24,1.00698e+09,1.13014e+16,2.62548e+12,9.56739e+20,2.87876e+09,146848
1.125e-08,5412.77,1.00434e+09,1.12652e+16,2.61461e+12,9.55211e+20,2.87356e+09,146368
1.128e-08,5407.29,1.0017e+09,1.12289e+16,2.60375e+12,9.53683e+20,2.86837e+09,145887
1.131e-08,5401.82,9.99057e+08,1.11927e+16,2.59288e+12,9.52154e+20,2.86317e+09,145407
1.134e-08,5396.35,9.96417e+08,1.11565e+16,2.58201e+12,9.50626e+20,2.85798e+09,144926
1.137e-08,5390.88,9.93777e+08,1.11203e+16,2.57115e+12,9.49098e+20,2.85278e+09,144446
1.14e-08,5385.4,9.91137e+08,1.1084e+16,2.56028e+12,9.47569e+20,2.84758e+09,143965
1.143e-08,5378.75,9.88351e+08,1.1049e+16,2.54979e+12,9.46041e+20,2.84193e+09,143476
1.146e-08,5372.09,9.85566e+08,1.10139e+16,2.5393e+12,9.44513e+20,2.83629e+09,142987
1.149e-08,5365.43,9.8278e+08,1.09788e+16,2.52881e+12,9.42985e+20,2.83064e+09,142497
1.152e-08,5358.77,9.79994e+08,1.09437e+16,2.51832e+12,9.41456e+20,2.82499e+09,142008
1.155e-08,5352.11,9.77208e+08,1.09086e+16,2.50783e+12,9.39928e+20,2.81934e+09,141518
1.158e-08,5345.46,9.74423e+08,1.08736e+16,2.49734e+12,9.384e+20,2.81369e+09,141029
1.161e-08,5338.8,9.71637e+08,1.08385e+16,2.48685e+12,9.36871e+20,2.80804e+09,140539
1.164e-08,5332.14,9.68851e+08,1.08034e+16,2.47636e+12,9.35343e+20,2.8024e+09,140050
1.167e-08,5325.48,9.66065e+08,1.07683e+16,2.46587e+12,9.33815e+20,2.79675e+09,139560
1.17e-08,5318.83,9.63279e+08,1.07333e+16,2.45538e+12,9.32286e+20,2.7911e+09,139071
1.173e-08,5312.17,9.60494e+08,1.06982e+16,2.44489e+12,9.30758e+20,2.78545e+09,138581
1.176e-08,5305.51,9.57708e+08,1.06631e+16,2.4344e+12,9.2923e+20,2.7798e+09,138092
1.179e-08,5298.85,9.54922e+08,1.0628e+16,2.42392e+12,9.27701e+20,2.77415e+09,137603
1.182e-08,5292.19,9.52136e+08,1.0593e+16,2.41343e+12,9.26173e+20,2.76851e+09,137113
1.185e-08,5285.54,9.49351e+08,1.05579e+16,2.40294e+12,9.24645e+20,2.76286e+09,136624
1.188e-08,5278.88,9.46565e+08,1.05228e+16,2.39245e+12,9.23116e+20,2.75721e+09,136134
1.191e-08,5272.22,9.43779e+08,1.04877e+16,2.38196e+12,9.21588e+20,2.75156e+09,135645
1.194e-08,5265.56,9.40993e+08,1.04526e+16,2.37147e+12,9.2006e+20,2.74591e+09,135155
1.197e-08,5258.91,9.38207e+08,1.04176e+16,2.36098e+12,9.18531e+20,2.74027e+09,134666
1.2e-08,5252.25,9.35422e+08,1.03825e+16,2.35049e+12,9.17003e+20,2.73462e+09,134176
1.203e-08,5244.6,9.32544e+08,1.03486e+16,2.34044e+12,9.15475e+20,2.72863e+09,133686
1.206e-08,5236.94,9.29666e+08,1.03146e+16,2.33038e+12,9.13947e+20,2.72265e+09,133196
1.209e-08,5229.29,9.26788e+08,1.02807e+16,2.32033e+12,9.12418e+20,2.71667e+09,132705
1.212e-08,5221.64,9.23911e+08,1.02468e+16,2.31028e+12,9.1089e+20,2.71069e+09,132215
1.215e-08,5213.99,9.21033e+08,1.02128e+16,2.30023e+12,9.09362e+20,2.7047e+09,131724
1.218e-08,5206.34,9.18155e+08,1.01789e+16,2.29018e+12,9.07833e+20,2.69872e+09,131234
1.221e-08,5198.68,9.15278e+08,1.0145e+16,2.28013e+12,9.06305e+20,2.69274e+09,130744
1.224e-08,5191.03,9.124e+08,1.01111e+16,2.27008e+12,9.04777e+20,2.68676e+09,130253
1.227e-08,5183.38,9.09522e+08,1.00771e+16,2.26003e+12,9.03248e+20,2.68077e+09,129763
1.23e-08,5175.73,9.06644e+08,1.00432e+16,2.24997e+12,9.0172e+20,2.67479e+09,129273
1.233e-08,5168.08,9.03767e+08,1.00093e+16,2.23992e+12,9.00192e+20,2.66881e+09,128782
1.236e-08,5160.42,9.00889e+08,9.97536e+15,2.22987e+12,8.98663e+20,2.66282e+09,128292
1.239e-08,5152.77,8.98011e+08,9.94143e+15,2.21982e+12,8.97135e+20,2.65684e+09,127801
1.242e-08,5145.12,8.95134e+08,9.9075e+15,2.20977e+12,8.95607e+20,2.65086e+09,127311
1.245e-08,5137.47,8.92256e+08,9.87357e+15,2.19972e+12,8.94078e+20,2.64488e+09,126821
1.248e-08,5129.82,8.89378e+08,9.83964e+15,2.18967e+12,8.9255e+20,2.63889e+09,126330
1.251e-08,5122.16,8.865e+08,9.80572e+15,2.17962e+12,8.91022e+20,2.63291e+09,125840
1.254e-08,5114.51,8.83623e+08,9.77179e+15,2.16957e+12,8.89493e+20,2.62693e+09,125349
1.257e-08,5106.86,8.80745e+08,9.73786e+15,2.15951e+12,8.87965e+20,2.62095e+09,124859
1.26e-08,5099.21,8.77867e+08,9.70393e+15,2.14946e+12,8.86437e+20,2.61496e+09,124369
1.263e-08,5090.74,8.74945e+08,9.67116e+15,2.13989e+12,8.84908e+20,2.60875e+09,123884
1.266e-08,5082.27,8.72022e+08,9.63838e+15,2.13032e+12,8.8338e+20,2.60254e+09,123399
1.269e-08,5073.8,8.691e+08,9.6056e+15,2.12075e+12,8.81852e+20,2.59632e+09,122915
1.272e-08,5065.33,8.66177e+08,9.57282e+15,2.11119e+12,8.80324e+20,2.59011e+09,122430
1.275e-08,5056.87,8.63255e+08,9.54004e+15,2.10162e+12,8.78795e+20,2.58389e+09,121946
1.278e-08,5048.4,8.60333e+08,9.50727e+15,2.09205e+12,8.77267e+20,2.57768e+09,121461
1.281e-08,5039.93,8.5741e+08,9.47449e+15,2.08248e+12,8.75739e+20,2.57147e+09,120976
1.284e-08,5031.46,8.54488e+08,9.44171e+15,2.07291e+12,8.7421e+20,2.56525e+09,120492
1.287e-08,5022.99,8.51565e+08,9.40893e+15,2.06334e+12,8.72682e+20,2.55904e+09,120007
1.29e-08,5014.52,8.48643e+08,9.37615e+15,2.05377e+12,8.71154e+20,2.55283e+09,119522
1.293e-08,5006.06,8.4572e+08,9.34338e+15,2.0442e+12,8.69625e+20,2.54661e+09,119038
1.296e-08,4997.59,8.42798e+08,9.3106e+15,2.03463e+12,8.68097e+20,2.5404e+09,118553
1.299e-08,4989.12,8.39875e+08,9.27782e+15,2.02506e+12,8.66569e+20,2.53418e+09,118069
1.302e-08,4980.65,8.36953e+08,9.24504e+15,2.01549e+12,8.6504e+20,2.52797e+09,117584
1.305e-08,4972.18,8.34031e+08,9.21227e+15,2.00592e+12,8.63512e+20,2.52176e+09,117099
1.308e-08,4963.71,8.31108e+08,9.17949e+15,1.99635e+12,8.61984e+20,2.51554e+09,116615
1.311e-08,4955.25,8.28186e+08,9.14671e+15,1.98678e+12,8.60455e+20,2.50933e+09,116130
1.314e-08,4946.78,8.25263e+08,9.11393e+15,1.97721e+12,8.58927e+20,2.50312e+09,115646
1.317e-08,4938.31,8.22341e+08,9.08115e+15,1.96764e+12,8.57399e+20,2.4969e+09,115161
1.32e-08,4929.84,8.19418e+08,9.04838e+15,1.95807e+12,8.5587e+20,2.49069e+09,114676
1.323e-08,4920.72,8.16492e+08,9.01675e+15,1.94901e+12,8.54342e+20,2.48433e+09,114203
1.326e-08,4911.6,8.13565e+08,8.98512e+15,1.93995e+12,8.52814e+20,2.47798e+09,113730
1.329e-08,4902.47,8.10639e+08,8.95349e+15,1.93089e+12,8.51285e+20,2.47162e+09,113256
1.332e-08,4893.35,8.07713e+08,8.92186e+15,1.92183e+12,8.49757e+20,2.46527e+09,112783
1.335e-08,4884.23,8.04786e+08,8.89024e+15,1.91277e+12,8.48229e+20,2.45891e+09,112309
1.338e-08,4875.11,8.0186e+08,8.85861e+15,1.90371e+12,8.46701e+20,2.45256e+09,111836
1.341e-08,4865.99,7.98933e+08,8.82698e+15,1.89465e+12,8.45172e+20,2.44621e+09,111363
1.344e-08,4856.86,7.96007e+08,8.79535e+15,1.88559e+12,8.43644e+20,2.43985e+09,110889
1.347e-08,4847.74,7.9308e+08,8.76373e+15,1.87653e+12,8.42116e+20,2.4335e+09,110416
1.35e-08,4838.62,7.90154e+08,8.7321e+15,1.86747e+12,8.40587e+20,2.42714e+09,109942
1.353e-08,4829.5,7.87227e+08,8.70047e+15,1.85841e+12,8.39059e+20,2.42079e+09,109469
1.356e-08,4820.38,7.84301e+08,8.66884e+15,1.84935e+12,8.37531e+20,2.41443e+09,108996
1.359e-08,4811.26,7.81374e+08,8.63721e+15,1.84029e+12,8.36002e+20,2.40808e+09,108522
1.362e-08,4802.13,7.78448e+08,8.60559e+15,1.83123e+12,8.34474e+20,2.40172e+09,108049
1.365e-08,4793.01,7.75521e+08,8.57396e+15,1.82217e+12,8.32946e+20,2.39537e+09,107576
1.368e-08,4783.89,7.72595e+08,8.54233e+15,1.81311e+12,8.31417e+20,2.38901e+09,107102
1.371e-08,4774.77,7.69668e+08,8.5107e+15,1.80405e+12,8.29889e+20,2.38266e+09,106629
1.374e-08,4765.65,7.66742e+08,8.47907e+15,1.79499e+12,8.28361e+20,2.3763e+09,106155
1.377e-08,4756.52,7.63815e+08,8.44745e+15,1.78593e+12,8.26832e+20,2.36995e+09,105682
1.38e-08,4747.4,7.60889e+08,8.41582e+15,1.77687e+12,8.25304e+20,2.3636e+09,105209
1.383e-08,4737.78,7.57993e+08,8.38534e+15,1.76833e+12,8.23776e+20,2.35718e+09,104751
1.386e-08,4728.15,7.55097e+08,8.35486e+15,1.75979e+12,8.22247e+20,2.35076e+09,104293
1.389e-08,4718.52,7.52201e+08,8.32438e+15,1.75126e+12,8.20719e+20,2.34434e+09,103835
1.392e-08,4708.89,7.49305e+08,8.29391e+15,1.74272e+12,8.19191e+20,2.33792e+09,103377
1.395e-08,4699.27,7.46409e+08,8.26343e+15,1.73419e+12,8.17662e+20,2.33151e+09,102919
1.398e-08,4689.64,7.43513e+08,8.23295e+15,1.72565e+12,8.16134e+20,2.32509e+09,102462
1.401e-08,4680.01,7.40617e+08,8.20247e+15,1.71712e+12,8.14606e+20,2.31867e+09,102004
1.404e-08,4670.39,7.37721e+08,8.172e+15,1.70858e+12,8.13077e+20,2.31225e+09,101546
1.407e-08,4660.76,7.34825e+08,8.14152e+15,1.70005e+12,8.11549e+20,2.30584e+09,101088
1.41e-08,4651.13,7.31929e+08,8.11104e+15,1.69151e+12,8.10021e+20,2.29942e+09,100630
1.413e-08,4641.5,7.29033e+08,8.08056e+15,1.68298e+12,8.08492e+20,2.293e+09,100172
1.416e-08,4631.88,7.26137e+08,8.05008e+15,1.67444e+12,8.06964e+20,2.28658e+09,99714.7
1.419e-08,4622.25,7.23241e+08,8.01961e+15,1.66591e+12,8.05436e+20,2.28016e+09,99256.9
1.422e-08,4612.62,7.20345e+08,7.98913e+15,1.65737e+12,8.03908e+20,2.27375e+09,98799
1.425e-08,4602.99,7.17449e+08,7.95865e+15,1.64884e+12,8.02379e+20,2.26733e+09,98341.2
1.428e-08,4593.37,7.14553e+08,7.92817e+15,1.6403e+12,8.00851e+20,2.26091e+09,97883.4
1.431e-08,4583.74,7.11657e+08,7.89769e+15,1.63176e+12,7.99323e+20,2.25449e+09,97425.6
1.434e-08,4574.11,7.08761e+08,7.86722e+15,1.62323e+12,7.97794e+20,2.24808e+09,96967.7
1.437e-08,4564.49,7.05865e+08,7.83674e+15,1.61469e+12,7.96266e+20,2.24166e+09,96509.9
1.44e-08,4554.86,7.02969e+08,7.80626e+15,1.60616e+12,7.94738e+20,2.23524e+09,96052.1
1.443e-08,4544.86,7.00132e+08,7.77693e+15,1.59815e+12,7.93209e+20,2.22882e+09,95613.2
1.446e-08,4534.86,6.97295e+08,7.74761e+15,1.59015e+12,7.91681e+20,2.22241e+09,95174.2
1.449e-08,4524.86,6.94458e+08,7.71828e+15,1.58215e+12,7.90153e+20,2.216e+09,94735.3
1.452e-08,4514.86,6.91621e+08,7.68895e+15,1.57414e+12,7.88624e+20,2.20958e+09,94296.4
1.455e-08,4504.86,6.88784e+08,7.65962e+15,1.56614e+12,7.87096e+20,2.20317e+09,93857.5
1.458e-08,4494.86,6.85947e+08,7.63029e+15,1.55814e+12,7.85568e+20,2.19675e+09,93418.6
1.461e-08,4484.86,6.8311e+08,7.60097e+15,1.55013e+12,7.84039e+20,2.19034e+09,92979.7
1.464e-08,4474.86,6.80273e+08,7.57164e+15,1.54213e+12,7.82511e+20,2.18392e+09,92540.8
1.467e-08,4464.86,6.77437e+08,7.54231e+15,1.53413e+12,7.80983e+20,2.17751e+09,92101.8
1.47e-08,4454.86,6.746e+08,7.51298e+15,1.52612e+12,7.79454e+20,2.17109e+09,91662.9
1.473e-08,4444.86,6.71763e+08,7.48365e+15,1.51812e+12,7.77926e+20,2.16468e+09,91224
1.476e-08,4434.86,6.68926e+08,7.45433e+15,1.51011e+12,7.76398e+20,2.15826e+09,90785.1
1.479e-08,4424.86,6.66089e+08,7.425e+15,1.50211e+12,7.74869e+20,2.15185e+09,90346.2
1.482e-08,4414.86,6.63252e+08,7.39567e+15,1.49411e+12,7.73341e+20,2.14544e+09,89907.3
1.485e-08,4404.86,6.60415e+08,7.36634e+15,1.4861e+12,7.71813e+20,2.13902e+09,89468.3
1.488e-08,4394.86,6.57578e+08,7.33702e+15,1.4781e+12,7.70284e+20,2.13261e+09,89029.4
1.491e-08,4384.86,6.54741e+08,7.30769e+15,1.4701e+12,7.68756e+20,2.12619e+09,88590.5
1.494e-08,4374.86,6.51905e+08,7.27836e+15,1.46209e+12,7.67228e+20,2.11978e+09,88151.6
1.497e-08,4364.86,6.49068e+08,7.24903e+15,1.45409e+12,7.65699e+20,2.11336e+09,87712.7
1.5e-08,4354.86,6.46231e+08,7.2197e+15,1.44609e+12,7.64171e+20,2.10695e+09,87273.8
1.503e-08,4344.61,6.43477e+08,7.19153e+15,1.43861e+12,7.62643e+20,2.10059e+09,86856.2
1.506e-08,4334.35,6.40722e+08,7.16335e+15,1.43114e+12,7.61114e+20,2.09424e+09,86438.7
1.509e-08,4324.1,6.37968e+08,7.13517e+15,1.42367e+12,7.59586e+20,2.08788e+09,86021.2
1.512e-08,4313.85,6.35214e+08,7.10699e+15,1.4162e+12,7.58058e+20,2.08153e+09,85603.6
