1.4685136023087093e-9; 9526305.187739722
7.652020947456235e-10; 3208478.6779015954
4.681768052487529e-9; 26543759.25699488
1.3536899502398827e-8; 59180788.68537214
2.7385342851602478e-8; 78916968.23086733
4.1212407129411394e-8; 77083032.0024189
5.5030879817781375e-8; 66437605.849185266
6.884835348412355e-8; 56435365.66191763
8.26640289108157e-8; 46699974.701043695
9.648050355513009e-8; 39096348.70082596
1.1029717800385001e-7; 32826102.163115114
1.2411385245256998e-7; 27561473.61660182
1.379321253365344e-7; 23686127.12554519
1.517497988072821e-7; 20178783.85589981
1.6556927051767982e-7; 17646882.279405057
1.793891418368887e-7; 15522730.404606724
1.9320861354728648e-7; 13575039.906329453
2.0702968369292868e-7; 12151296.541712416
2.2085015442535422e-7; 10782350.24547686
2.3467142437540198e-7; 9679624.334187666
2.484936933474775e-7; 8817011.062010547
2.6231556271074204e-7; 7984673.138861971
2.761382312916287e-7; 7315552.841346605
2.8996089987251537e-7; 6702505.217660271
3.037839680622131e-7; 6176668.534970004
3.1320804255694997e-7; 5778987.957712209
