"cb","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,1,0,0,0,0
2.3726e+12,1,3e-11,3e-11,0,0
4.7453e+12,1,6e-11,6e-11,0,0
7.1179e+12,1,9e-11,9e-11,0,0
9.4905e+12,1,1.2e-10,1.2e-10,0,0
1.1863e+13,1,1.5e-10,1.5e-10,0,0
1.4236e+13,1,1.8e-10,1.8e-10,0,0
1.6608e+13,1,2.1e-10,2.1e-10,0,0
1.8981e+13,1,2.4e-10,2.4e-10,0,0
2.1354e+13,1,2.7e-10,2.7e-10,0,0
2.3726e+13,1,3e-10,3e-10,0,0
2.6099e+13,1,3.3e-10,3.3e-10,0,0
2.8472e+13,1,3.6e-10,3.6e-10,0,0
3.0844e+13,1,3.9e-10,3.9e-10,0,0
3.3217e+13,1,4.2e-10,4.2e-10,0,0
3.5589e+13,1,4.5e-10,4.5e-10,0,0
3.7962e+13,1,4.8e-10,4.8e-10,0,0
4.0335e+13,1,5.1e-10,5.1e-10,0,0
4.2707e+13,1,5.4e-10,5.4e-10,0,0
4.508e+13,1,5.7e-10,5.7e-10,0,0
4.7453e+13,1,6e-10,6e-10,0,0
5.5511e+13,1,6.3e-10,6.3e-10,0,0
6.3568e+13,1,6.6e-10,6.6e-10,0,0
7.1626e+13,1,6.9e-10,6.9e-10,0,0
7.9684e+13,1,7.2e-10,7.2e-10,0,0
8.7742e+13,1,7.5e-10,7.5e-10,0,0
9.58e+13,1,7.8e-10,7.8e-10,0,0
1.0386e+14,1,8.1e-10,8.1e-10,0,0
1.1192e+14,1,8.4e-10,8.4e-10,0,0
1.1997e+14,1,8.7e-10,8.7e-10,0,0
1.2803e+14,1,9e-10,9e-10,0,0
1.3609e+14,1,9.3e-10,9.3e-10,0,0
1.4415e+14,1,9.6e-10,9.6e-10,0,0
1.5221e+14,1,9.9e-10,9.9e-10,0,0
1.6026e+14,1,1.02e-09,1.02e-09,0,0
1.6832e+14,1,1.05e-09,1.05e-09,0,0
1.7638e+14,1,1.08e-09,1.08e-09,0,0
1.8444e+14,1,1.11e-09,1.11e-09,0,0
1.9249e+14,1,1.14e-09,1.14e-09,0,0
2.0055e+14,1,1.17e-09,1.17e-09,0,0
2.0861e+14,1,1.2e-09,1.2e-09,0,0
2.1883e+14,1,1.23e-09,1.23e-09,0,0
2.2906e+14,1,1.26e-09,1.26e-09,0,0
2.3928e+14,1,1.29e-09,1.29e-09,0,0
2.4951e+14,1,1.32e-09,1.32e-09,0,0
2.5973e+14,1,1.35e-09,1.35e-09,0,0
2.6996e+14,1,1.38e-09,1.38e-09,0,0
2.8018e+14,1,1.41e-09,1.41e-09,0,0
