"cb","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,1,0,0,0,0
1.517e+13,1,3e-11,3e-11,0,0
3.0341e+13,1,6e-11,6e-11,0,0
4.5511e+13,1,9e-11,9e-11,0,0
6.0682e+13,1,1.2e-10,1.2e-10,0,0
7.5852e+13,1,1.5e-10,1.5e-10,0,0
9.1022e+13,1,1.8e-10,1.8e-10,0,0
1.0619e+14,1,2.1e-10,2.1e-10,0,0
1.2136e+14,1,2.4e-10,2.4e-10,0,0
1.3653e+14,1,2.7e-10,2.7e-10,0,0
1.517e+14,1,3e-10,3e-10,0,0
1.6687e+14,1,3.3e-10,3.3e-10,0,0
1.8204e+14,1,3.6e-10,3.6e-10,0,0
1.9722e+14,1,3.9e-10,3.9e-10,0,0
2.1239e+14,1,4.2e-10,4.2e-10,0,0
2.2756e+14,1,4.5e-10,4.5e-10,0,0
2.4273e+14,1,4.8e-10,4.8e-10,0,0
2.579e+14,1,5.1e-10,5.1e-10,0,0
2.7307e+14,1,5.4e-10,5.4e-10,0,0
2.8824e+14,1,5.7e-10,5.7e-10,0,0
3.0341e+14,1,6e-10,6e-10,0,0
3.5489e+14,1,6.3e-10,6.3e-10,0,0
4.0637e+14,1,6.6e-10,6.6e-10,0,0
4.5785e+14,1,6.9e-10,6.9e-10,0,0
5.0933e+14,1,7.2e-10,7.2e-10,0,0
5.6081e+14,1,7.5e-10,7.5e-10,0,0
6.1229e+14,1,7.8e-10,7.8e-10,0,0
6.6377e+14,1,8.1e-10,8.1e-10,0,0
7.1525e+14,1,8.4e-10,8.4e-10,0,0
7.6673e+14,1,8.7e-10,8.7e-10,0,0
8.1821e+14,1,9e-10,9e-10,0,0
8.6969e+14,1,9.3e-10,9.3e-10,0,0
9.2117e+14,1,9.6e-10,9.6e-10,0,0
9.7265e+14,1,9.9e-10,9.9e-10,0,0
1.0241e+15,1,1.02e-09,1.02e-09,0,0
1.0756e+15,1,1.05e-09,1.05e-09,0,0
1.1271e+15,1,1.08e-09,1.08e-09,0,0
1.1786e+15,1,1.11e-09,1.11e-09,0,0
1.2301e+15,1,1.14e-09,1.14e-09,0,0
1.2815e+15,1,1.17e-09,1.17e-09,0,0
1.333e+15,1,1.2e-09,1.2e-09,0,0
1.3983e+15,1,1.23e-09,1.23e-09,0,0
1.4636e+15,1,1.26e-09,1.26e-09,0,0
1.5289e+15,1,1.29e-09,1.29e-09,0,0
1.5942e+15,1,1.32e-09,1.32e-09,0,0
1.6595e+15,1,1.35e-09,1.35e-09,0,0
1.7248e+15,1,1.38e-09,1.38e-09,0,0
1.7901e+15,1,1.41e-09,1.41e-09,0,0
1.8554e+15,1,1.44e-09,1.44e-09,0,0
1.9207e+15,1,1.47e-09,1.47e-09,0,0
1.986e+15,1,1.5e-09,1.5e-09,0,0
2.0513e+15,1,1.53e-09,1.53e-09,0,0
2.1166e+15,1,1.56e-09,1.56e-09,0,0
2.1818e+15,1,1.59e-09,1.59e-09,0,0
2.2471e+15,1,1.62e-09,1.62e-09,0,0
2.3124e+15,1,1.65e-09,1.65e-09,0,0
2.3777e+15,1,1.68e-09,1.68e-09,0,0
2.443e+15,1,1.71e-09,1.71e-09,0,0
2.5083e+15,1,1.74e-09,1.74e-09,0,0
2.5736e+15,1,1.77e-09,1.77e-09,0,0
2.6389e+15,1,1.8e-09,1.8e-09,0,0
2.7039e+15,1,1.83e-09,1.83e-09,0,0
2.7688e+15,1,1.86e-09,1.86e-09,0,0
2.8338e+15,1,1.89e-09,1.89e-09,0,0
2.8988e+15,1,1.92e-09,1.92e-09,0,0
2.9638e+15,1,1.95e-09,1.95e-09,0,0
3.0287e+15,1,1.98e-09,1.98e-09,0,0
3.0937e+15,1,2.01e-09,2.01e-09,0,0
3.1587e+15,1,2.04e-09,2.04e-09,0,0
3.2236e+15,1,2.07e-09,2.07e-09,0,0
3.2886e+15,1,2.1e-09,2.1e-09,0,0
3.3536e+15,1,2.13e-09,2.13e-09,0,0
3.4185e+15,1,2.16e-09,2.16e-09,0,0
3.4835e+15,1,2.19e-09,2.19e-09,0,0
3.5485e+15,1,2.22e-09,2.22e-09,0,0
3.6134e+15,1,2.25e-09,2.25e-09,0,0
3.6784e+15,1,2.28e-09,2.28e-09,0,0
3.7434e+15,1,2.31e-09,2.31e-09,0,0
3.8083e+15,1,2.34e-09,2.34e-09,0,0
3.8733e+15,1,2.37e-09,2.37e-09,0,0
3.9383e+15,1,2.4e-09,2.4e-09,0,0
3.9936e+15,1,2.43e-09,2.43e-09,0,0
4.0489e+15,1,2.46e-09,2.46e-09,0,0
4.1043e+15,1,2.49e-09,2.49e-09,0,0
4.1596e+15,1,2.52e-09,2.52e-09,0,0
4.2149e+15,1,2.55e-09,2.55e-09,0,0
4.2703e+15,1,2.58e-09,2.58e-09,0,0
4.3256e+15,1,2.61e-09,2.61e-09,0,0
4.3809e+15,1,2.64e-09,2.64e-09,0,0
4.4363e+15,1,2.67e-09,2.67e-09,0,0
4.4916e+15,1,2.7e-09,2.7e-09,0,0
4.5469e+15,1,2.73e-09,2.73e-09,0,0
4.6023e+15,1,2.76e-09,2.76e-09,0,0
4.6576e+15,1,2.79e-09,2.79e-09,0,0
4.7129e+15,1,2.82e-09,2.82e-09,0,0
4.7683e+15,1,2.85e-09,2.85e-09,0,0
4.8236e+15,1,2.88e-09,2.88e-09,0,0
4.8789e+15,1,2.91e-09,2.91e-09,0,0
4.9343e+15,1,2.94e-09,2.94e-09,0,0
4.9896e+15,1,2.97e-09,2.97e-09,0,0
5.0449e+15,1,3e-09,3e-09,0,0
5.0899e+15,1,3.03e-09,3.03e-09,0,0
5.135e+15,1,3.06e-09,3.06e-09,0,0
5.18e+15,1,3.09e-09,3.09e-09,0,0
5.225e+15,1,3.12e-09,3.12e-09,0,0
5.2701e+15,1,3.15e-09,3.15e-09,0,0
5.3151e+15,1,3.18e-09,3.18e-09,0,0
5.3601e+15,1,3.21e-09,3.21e-09,0,0
5.4052e+15,1,3.24e-09,3.24e-09,0,0
5.4502e+15,1,3.27e-09,3.27e-09,0,0
