"cb","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,1,0,0,0,0
8.9576e+12,1,3e-11,3e-11,0,0
1.7915e+13,1,6e-11,6e-11,0,0
2.6873e+13,1,9e-11,9e-11,0,0
3.583e+13,1,1.2e-10,1.2e-10,0,0
4.4788e+13,1,1.5e-10,1.5e-10,0,0
5.3746e+13,1,1.8e-10,1.8e-10,0,0
6.2703e+13,1,2.1e-10,2.1e-10,0,0
7.1661e+13,1,2.4e-10,2.4e-10,0,0
8.0619e+13,1,2.7e-10,2.7e-10,0,0
8.9576e+13,1,3e-10,3e-10,0,0
9.8534e+13,1,3.3e-10,3.3e-10,0,0
1.0749e+14,1,3.6e-10,3.6e-10,0,0
1.1645e+14,1,3.9e-10,3.9e-10,0,0
1.2541e+14,1,4.2e-10,4.2e-10,0,0
1.3436e+14,1,4.5e-10,4.5e-10,0,0
1.4332e+14,1,4.8e-10,4.8e-10,0,0
1.5228e+14,1,5.1e-10,5.1e-10,0,0
1.6124e+14,1,5.4e-10,5.4e-10,0,0
1.7019e+14,1,5.7e-10,5.7e-10,0,0
1.7915e+14,1,6e-10,6e-10,0,0
2.0955e+14,1,6.3e-10,6.3e-10,0,0
2.3995e+14,1,6.6e-10,6.6e-10,0,0
2.7035e+14,1,6.9e-10,6.9e-10,0,0
3.0075e+14,1,7.2e-10,7.2e-10,0,0
3.3114e+14,1,7.5e-10,7.5e-10,0,0
3.6154e+14,1,7.8e-10,7.8e-10,0,0
3.9194e+14,1,8.1e-10,8.1e-10,0,0
4.2234e+14,1,8.4e-10,8.4e-10,0,0
4.5274e+14,1,8.7e-10,8.7e-10,0,0
4.8314e+14,1,9e-10,9e-10,0,0
5.1353e+14,1,9.3e-10,9.3e-10,0,0
5.4393e+14,1,9.6e-10,9.6e-10,0,0
5.7433e+14,1,9.9e-10,9.9e-10,0,0
6.0473e+14,1,1.02e-09,1.02e-09,0,0
6.3513e+14,1,1.05e-09,1.05e-09,0,0
6.6553e+14,1,1.08e-09,1.08e-09,0,0
6.9592e+14,1,1.11e-09,1.11e-09,0,0
7.2632e+14,1,1.14e-09,1.14e-09,0,0
7.5672e+14,1,1.17e-09,1.17e-09,0,0
7.8712e+14,1,1.2e-09,1.2e-09,0,0
8.2572e+14,1,1.23e-09,1.23e-09,0,0
8.6433e+14,1,1.26e-09,1.26e-09,0,0
9.0293e+14,1,1.29e-09,1.29e-09,0,0
9.4153e+14,1,1.32e-09,1.32e-09,0,0
9.8014e+14,1,1.35e-09,1.35e-09,0,0
1.0187e+15,1,1.38e-09,1.38e-09,0,0
1.0573e+15,1,1.41e-09,1.41e-09,0,0
1.0959e+15,1,1.44e-09,1.44e-09,0,0
1.1345e+15,1,1.47e-09,1.47e-09,0,0
1.1732e+15,1,1.5e-09,1.5e-09,0,0
1.2118e+15,1,1.53e-09,1.53e-09,0,0
1.2504e+15,1,1.56e-09,1.56e-09,0,0
1.289e+15,1,1.59e-09,1.59e-09,0,0
1.3276e+15,1,1.62e-09,1.62e-09,0,0
1.3662e+15,1,1.65e-09,1.65e-09,0,0
1.4048e+15,1,1.68e-09,1.68e-09,0,0
1.4434e+15,1,1.71e-09,1.71e-09,0,0
1.482e+15,1,1.74e-09,1.74e-09,0,0
1.5206e+15,1,1.77e-09,1.77e-09,0,0
1.5592e+15,1,1.8e-09,1.8e-09,0,0
1.5977e+15,1,1.83e-09,1.83e-09,0,0
1.6363e+15,1,1.86e-09,1.86e-09,0,0
1.6748e+15,1,1.89e-09,1.89e-09,0,0
1.7134e+15,1,1.92e-09,1.92e-09,0,0
1.752e+15,1,1.95e-09,1.95e-09,0,0
1.7905e+15,1,1.98e-09,1.98e-09,0,0
1.8291e+15,1,2.01e-09,2.01e-09,0,0
1.8676e+15,1,2.04e-09,2.04e-09,0,0
1.9062e+15,1,2.07e-09,2.07e-09,0,0
1.9447e+15,1,2.1e-09,2.1e-09,0,0
1.9833e+15,1,2.13e-09,2.13e-09,0,0
2.0218e+15,1,2.16e-09,2.16e-09,0,0
2.0604e+15,1,2.19e-09,2.19e-09,0,0
2.0989e+15,1,2.22e-09,2.22e-09,0,0
2.1375e+15,1,2.25e-09,2.25e-09,0,0
2.1761e+15,1,2.28e-09,2.28e-09,0,0
2.2146e+15,1,2.31e-09,2.31e-09,0,0
2.2532e+15,1,2.34e-09,2.34e-09,0,0
2.2917e+15,1,2.37e-09,2.37e-09,0,0
2.3303e+15,1,2.4e-09,2.4e-09,0,0
2.3634e+15,1,2.43e-09,2.43e-09,0,0
2.3964e+15,1,2.46e-09,2.46e-09,0,0
2.4295e+15,1,2.49e-09,2.49e-09,0,0
2.4626e+15,1,2.52e-09,2.52e-09,0,0
2.4957e+15,1,2.55e-09,2.55e-09,0,0
2.5288e+15,1,2.58e-09,2.58e-09,0,0
2.5619e+15,1,2.61e-09,2.61e-09,0,0
2.595e+15,1,2.64e-09,2.64e-09,0,0
2.628e+15,1,2.67e-09,2.67e-09,0,0
2.6611e+15,1,2.7e-09,2.7e-09,0,0
2.6942e+15,1,2.73e-09,2.73e-09,0,0
2.7273e+15,1,2.76e-09,2.76e-09,0,0
2.7604e+15,1,2.79e-09,2.79e-09,0,0
2.7935e+15,1,2.82e-09,2.82e-09,0,0
2.8266e+15,1,2.85e-09,2.85e-09,0,0
2.8597e+15,1,2.88e-09,2.88e-09,0,0
2.8927e+15,1,2.91e-09,2.91e-09,0,0
2.9258e+15,1,2.94e-09,2.94e-09,0,0
2.9589e+15,1,2.97e-09,2.97e-09,0,0
2.992e+15,1,3e-09,3e-09,0,0
3.0193e+15,1,3.03e-09,3.03e-09,0,0
3.0465e+15,1,3.06e-09,3.06e-09,0,0
3.0738e+15,1,3.09e-09,3.09e-09,0,0
3.1011e+15,1,3.12e-09,3.12e-09,0,0
3.1283e+15,1,3.15e-09,3.15e-09,0,0
3.1556e+15,1,3.18e-09,3.18e-09,0,0
3.1829e+15,1,3.21e-09,3.21e-09,0,0
3.2101e+15,1,3.24e-09,3.24e-09,0,0
