"cb","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,1,0,0,0,0
5.9826e+19,1,3e-11,3e-11,0,0
1.1965e+20,1,6e-11,6e-11,0,0
1.7948e+20,1,9e-11,9e-11,0,0
2.3931e+20,1,1.2e-10,1.2e-10,0,0
2.9913e+20,1,1.5e-10,1.5e-10,0,0
3.5896e+20,1,1.8e-10,1.8e-10,0,0
4.1878e+20,1,2.1e-10,2.1e-10,0,0
4.7861e+20,1,2.4e-10,2.4e-10,0,0
5.3844e+20,1,2.7e-10,2.7e-10,0,0
5.9826e+20,1,3e-10,3e-10,0,0
6.5809e+20,1,3.3e-10,3.3e-10,0,0
7.1792e+20,1,3.6e-10,3.6e-10,0,0
7.7774e+20,1,3.9e-10,3.9e-10,0,0
8.3757e+20,1,4.2e-10,4.2e-10,0,0
8.974e+20,1,4.5e-10,4.5e-10,0,0
9.5722e+20,1,4.8e-10,4.8e-10,0,0
1.017e+21,1,5.1e-10,5.1e-10,0,0
1.0769e+21,1,5.4e-10,5.4e-10,0,0
1.1367e+21,1,5.7e-10,5.7e-10,0,0
1.1965e+21,1,6e-10,6e-10,0,0
1.3966e+21,1,6.3e-10,6.3e-10,0,0
1.5966e+21,1,6.6e-10,6.6e-10,0,0
1.7966e+21,1,6.9e-10,6.9e-10,0,0
1.9966e+21,1,7.2e-10,7.2e-10,0,0
2.1967e+21,1,7.5e-10,7.5e-10,0,0
2.3967e+21,1,7.8e-10,7.8e-10,0,0
2.5967e+21,1,8.1e-10,8.1e-10,0,0
2.7967e+21,1,8.4e-10,8.4e-10,0,0
2.9968e+21,1,8.7e-10,8.7e-10,0,0
3.1968e+21,1,9e-10,9e-10,0,0
3.3968e+21,1,9.3e-10,9.3e-10,0,0
3.5969e+21,1,9.6e-10,9.6e-10,0,0
3.7969e+21,1,9.9e-10,9.9e-10,0,0
3.9969e+21,1,1.02e-09,1.02e-09,0,0
4.1969e+21,1,1.05e-09,1.05e-09,0,0
4.397e+21,1,1.08e-09,1.08e-09,0,0
4.597e+21,1,1.11e-09,1.11e-09,0,0
4.797e+21,1,1.14e-09,1.14e-09,0,0
4.997e+21,1,1.17e-09,1.17e-09,0,0
5.1971e+21,1,1.2e-09,1.2e-09,0,0
5.4425e+21,1,1.23e-09,1.23e-09,0,0
5.6879e+21,1,1.26e-09,1.26e-09,0,0
5.9333e+21,1,1.29e-09,1.29e-09,0,0
6.1787e+21,1,1.32e-09,1.32e-09,0,0
6.4241e+21,1,1.35e-09,1.35e-09,0,0
6.6695e+21,1,1.38e-09,1.38e-09,0,0
6.9149e+21,1,1.41e-09,1.41e-09,0,0
7.1604e+21,1,1.44e-09,1.44e-09,0,0
7.4058e+21,1,1.47e-09,1.47e-09,0,0
7.6512e+21,1,1.5e-09,1.5e-09,0,0
7.8966e+21,1,1.53e-09,1.53e-09,0,0
8.142e+21,1,1.56e-09,1.56e-09,0,0
8.3874e+21,1,1.59e-09,1.59e-09,0,0
8.6328e+21,1,1.62e-09,1.62e-09,0,0
8.8782e+21,1,1.65e-09,1.65e-09,0,0
9.1237e+21,1,1.68e-09,1.68e-09,0,0
9.3691e+21,1,1.71e-09,1.71e-09,0,0
9.6145e+21,1,1.74e-09,1.74e-09,0,0
9.8599e+21,1,1.77e-09,1.77e-09,0,0
1.0105e+22,1,1.8e-09,1.8e-09,0,0
1.0336e+22,1,1.83e-09,1.83e-09,0,0
1.0566e+22,1,1.86e-09,1.86e-09,0,0
1.0797e+22,1,1.89e-09,1.89e-09,0,0
1.1027e+22,1,1.92e-09,1.92e-09,0,0
1.1257e+22,1,1.95e-09,1.95e-09,0,0
1.1488e+22,1,1.98e-09,1.98e-09,0,0
1.1718e+22,1,2.01e-09,2.01e-09,0,0
1.1949e+22,1,2.04e-09,2.04e-09,0,0
1.2179e+22,1,2.07e-09,2.07e-09,0,0
1.241e+22,1,2.1e-09,2.1e-09,0,0
1.264e+22,1,2.13e-09,2.13e-09,0,0
1.287e+22,1,2.16e-09,2.16e-09,0,0
1.3101e+22,1,2.19e-09,2.19e-09,0,0
1.3331e+22,1,2.22e-09,2.22e-09,0,0
1.3562e+22,1,2.25e-09,2.25e-09,0,0
1.3792e+22,1,2.28e-09,2.28e-09,0,0
1.4023e+22,1,2.31e-09,2.31e-09,0,0
1.4253e+22,1,2.34e-09,2.34e-09,0,0
1.4483e+22,1,2.37e-09,2.37e-09,0,0
1.4714e+22,1,2.4e-09,2.4e-09,0,0
1.4893e+22,1,2.43e-09,2.43e-09,0,0
1.5071e+22,1,2.46e-09,2.46e-09,0,0
1.525e+22,1,2.49e-09,2.49e-09,0,0
1.5428e+22,1,2.52e-09,2.52e-09,0,0
1.5607e+22,1,2.55e-09,2.55e-09,0,0
1.5786e+22,1,2.58e-09,2.58e-09,0,0
1.5964e+22,1,2.61e-09,2.61e-09,0,0
1.6143e+22,1,2.64e-09,2.64e-09,0,0
1.6322e+22,1,2.67e-09,2.67e-09,0,0
1.65e+22,1,2.7e-09,2.7e-09,0,0
1.6679e+22,1,2.73e-09,2.73e-09,0,0
1.6858e+22,1,2.76e-09,2.76e-09,0,0
1.7036e+22,1,2.79e-09,2.79e-09,0,0
1.7215e+22,1,2.82e-09,2.82e-09,0,0
1.7393e+22,1,2.85e-09,2.85e-09,0,0
1.7572e+22,1,2.88e-09,2.88e-09,0,0
1.7751e+22,1,2.91e-09,2.91e-09,0,0
1.7929e+22,1,2.94e-09,2.94e-09,0,0
1.8108e+22,1,2.97e-09,2.97e-09,0,0
1.8287e+22,1,3e-09,3e-09,0,0
1.8415e+22,1,3.03e-09,3.03e-09,0,0
1.8543e+22,1,3.06e-09,3.06e-09,0,0
1.8671e+22,1,3.09e-09,3.09e-09,0,0
1.8799e+22,1,3.12e-09,3.12e-09,0,0
1.8927e+22,1,3.15e-09,3.15e-09,0,0
1.9055e+22,1,3.18e-09,3.18e-09,0,0
1.9183e+22,1,3.21e-09,3.21e-09,0,0
1.9311e+22,1,3.24e-09,3.24e-09,0,0
1.9439e+22,1,3.27e-09,3.27e-09,0,0
1.9567e+22,1,3.3e-09,3.3e-09,0,0
1.9695e+22,1,3.33e-09,3.33e-09,0,0
1.9823e+22,1,3.36e-09,3.36e-09,0,0
1.9951e+22,1,3.39e-09,3.39e-09,0,0
2.0079e+22,1,3.42e-09,3.42e-09,0,0
2.0207e+22,1,3.45e-09,3.45e-09,0,0
2.0335e+22,1,3.48e-09,3.48e-09,0,0
2.0463e+22,1,3.51e-09,3.51e-09,0,0
2.0591e+22,1,3.54e-09,3.54e-09,0,0
2.0719e+22,1,3.57e-09,3.57e-09,0,0
2.0847e+22,1,3.6e-09,3.6e-09,0,0
2.0939e+22,1,3.63e-09,3.63e-09,0,0
2.1031e+22,1,3.66e-09,3.66e-09,0,0
2.1122e+22,1,3.69e-09,3.69e-09,0,0
2.1214e+22,1,3.72e-09,3.72e-09,0,0
2.1306e+22,1,3.75e-09,3.75e-09,0,0
2.1398e+22,1,3.78e-09,3.78e-09,0,0
2.149e+22,1,3.81e-09,3.81e-09,0,0
2.1582e+22,1,3.84e-09,3.84e-09,0,0
2.1673e+22,1,3.87e-09,3.87e-09,0,0
2.1765e+22,1,3.9e-09,3.9e-09,0,0
2.1857e+22,1,3.93e-09,3.93e-09,0,0
