t(s),inventory(He/m2),flux_surface_left(He/m2/s),max_ib(He),x_max_ib(m),mean_ib(He),total_bubbles
1.0,9.77717067798094e+17,-9.383172928732058e+21,42467.3129883,3e-09,29084.923081113862,33615941327105.29
1.9090909090909092,1.7365250643129817e+19,-9.359575171502567e+21,445549.174496,3e-09,278025.98574621684,62459092075590.67
2.909090909090909,7.65638662290592e+19,-9.311067376954072e+21,1402065.15228,3e-09,844928.0728654627,90615839013849.89
4.00909090909091,2.028387595777913e+20,-9.250859800439555e+21,2927855.56734,3e-09,1729733.4907195831,117265902907047.69
5.21909090909091,4.187844051244391e+20,-9.184579519082995e+21,5066908.41361,3e-09,2948393.7726243543,142038152777564.94
6.55009090909091,7.4728340451071e+20,-9.114970127642328e+21,7899183.62833,3e-09,4534633.17449599,164794675942838.1
8.01419090909091,1.2123366365978855e+21,-9.043796550225729e+21,11531579.1592,3e-09,6534083.705107586,185540420250542.8
9.624700909090912,1.839625327743726e+21,-8.972249694427617e+21,16094329.176,3e-09,9001674.779384786,204364784646158.25
11.396261909090914,2.65701527723007e+21,-8.901121670160844e+21,21740753.4221,3e-09,12000871.1543079,221401866836666.53
13.344979009090915,3.6950565982600555e+21,-8.830920887714808e+21,28648799.8059,3e-09,15603823.573841646,236804561444444.5
15.488567819090918,4.987497422744141e+21,-8.761955762727298e+21,37023687.9149,3e-09,19892011.32404845,250728663959410.94
17.84651551009092,6.571822073940386e+21,-8.694395964339243e+21,47101365.6722,3e-09,24957190.16302011,263323796910361.78
20.440257970190924,8.489822759642747e+21,-8.62831663568557e+21,59152675.7912,3e-09,30902563.927137535,274728750004697.38
23.293374676300928,1.0788213907702396e+22,-8.563729845757995e+21,73488219.4761,3e-09,37844147.73575345,285069543196772.2
26.43180305302193,1.351929863651188e+22,-8.500606666170309e+21,90463954.7011,3e-09,45912315.8285083,294459087775253.3
29.884074267415034,1.6741697275460592e+22,-8.438892489384073e+21,110487597.761,3e-09,55253540.73649181,302997727427152.1
33.681572603247446,2.0521148328710783e+22,-8.378517542189383e+21,134025919.786,3e-09,66032338.64871676,310774216825494.5
37.8588207726631,2.493139285411773e+22,-8.31940401852901e+21,161613049.436,3e-09,78433441.3242947,317866874552082.8
42.45379375902032,3.0055153946213694e+22,-8.261470852213289e+21,193859911.633,3e-09,92664219.14492899,324344760292068.44
47.508264044013266,3.5985223892981724e+22,-8.204636852450029e+21,231464951.291,3e-09,108957383.64863254,330268795816788.6
53.06818135750551,4.282567263632665e+22,-8.148822710287707e+21,275226311.561,3e-09,127574001.5420087,335692790997267.8
59.184090402346975,5.069319241677152e+22,-8.093952231190075e+21,326055658.63,3e-09,148806855.99034837,340664360384440.1
65.91159035167259,5.971859493397647e+22,-8.039953041157583e+21,384993870.211,3e-09,172984195.07875976,345225729476537.25
73.31184029593076,7.0048479017346275e+22,-7.986756938232414e+21,453228832.813,3e-09,200473911.82509157,349414436919162.9
81.45211523461475,8.184708868877455e+22,-7.934300008421616e+21,532115624.331,3e-09,231688205.08637694,353263942194470.75
90.40641766716715,9.529838362898448e+22,-7.882522588257546e+21,623199393.675,3e-09,267088776.20583177,356804149477037.0
100.25615034297478,1.1060834644984223e+23,-7.831369130573931e+21,728241288.732,3e-09,307192622.3663621,360061858249737.56
111.09085628636316,1.280075538508519e+23,-7.780788012230256e+21,849247828.31,3e-09,352578494.42083806,363061150570522.2
123.0090328240904,1.477540417259414e+23,-7.730731310104325e+21,988980849.674,2.4e-09,403894094.5361685,365823723903717.75
136.11902701559035,1.7013649761765413e+23,-7.6811545630466e+21,1151885498.13,2.4e-09,461864097.4016005,368369177372357.9
150.5400206262403,1.9547781762515016e+23,-7.632016531504432e+21,1339536228.26,2.4e-09,527299088.104384,370715258256720.94
166.40311359795527,2.2413906899957552e+23,-7.583278962381279e+21,1555520811.61,2.4e-09,601105520.17058,372878074611542.4
183.8525158668417,2.565239042497199e+23,-7.534906363839543e+21,1803933033.24,2.4e-09,684296808.8189633,374872279022399.4
203.0468583626168,2.930834776819309e+23,-7.486865792797612e+21,2089442486.77,2.4e-09,778005687.3076946,376711227775406.9
224.1606351079694,3.343219209661188e+23,-7.439126656541092e+21,2417373792.91,2.4e-09,883497968.5063981,378407119069338.0
247.38578952785727,3.8080244061564984e+23,-7.391660528975054e+21,2793796486.15,2.4e-09,1002187869.6553993,379971113346830.0
272.9334593897339,4.33154107261038e+23,-7.344440981455794e+21,3225626974.58,2.4e-09,1135655075.8507683,381413438351027.1
301.0358962377982,4.920794143611665e+23,-7.297443427763414e+21,3720744158.42,2.4e-09,1285663737.3088944,382743481115186.1
331.948576770669,5.58362692615006e+23,-7.250644982545453e+21,4288120496.26,2.4e-09,1454183617.1282046,383969868755425.06
365.9525253568268,6.32879475904387e+23,-7.204024332430576e+21,4937970536.23,2.4e-09,1643413630.3122468,385100539651810.3
403.3568688016004,7.166069252171055e+23,-7.157561618947872e+21,5681919186.52,2.4e-09,1855808041.506034,386142806362430.3
444.50164659085135,8.106354287836124e+23,-7.111238332369145e+21,6533192288.43,2.4e-09,2094105618.5132766,387103411412041.44
489.7609021590274,9.16181509735924e+23,-7.065037215602951e+21,7506832379.24,2.4e-09,2361362071.5229964,387988576925443.25
539.546083284021,1.0346021871040724e+24,-7.01894217729895e+21,8619942897.0,2.4e-09,2660986144.431587,388804048930917.5
594.3097825215141,1.167410952058194e+24,-6.972938213362401e+21,9891964487.78,2.4e-09,2996779765.089661,389555137036660.44
654.5498516827564,1.3162955391546446e+24,-6.92701133612551e+21,11344987535.1,2.4e-09,3372982706.162929,390246750079560.6
720.8139277601231,1.4831376921420876e+24,-6.881148510472015e+21,13004105545.8,2.4e-09,3794322258.04936,390883428258031.1
793.7044114452264,1.6700351458382928e+24,-6.835337596261452e+21,14897814603.8,2.4e-09,4266068470.469108,391469372186295.75
873.8839434988399,1.8793260699329193e+24,-6.789567296448112e+21,17058464749.8,2.4e-09,4794095580.522843,392008469244570.25
962.0814287578149,2.1136162475629627e+24,-6.743827110336676e+21,19522769869.5,2.4e-09,5384950312.84489,392504317546122.56
1059.0986625426874,2.3758092914304356e+24,-6.698107291460789e+21,22332383484.1,2.4e-09,6045927812.67451,392960247796848.8
1165.8176197060473,2.669140233401164e+24,-6.652398809612372e+21,25534548745.4,2.4e-09,6785156056.023869,393379343284447.94
1283.208472585743,2.997212860287554e+24,-6.606693316588342e+21,29182831953.8,2.4e-09,7611689673.508902,393764458201548.5
1412.3384107534084,3.364041209262121e+24,-6.560983115257578e+21,33337950053.0,2.4e-09,8535614226.798739,394118234479277.4
1554.3813427378402,3.7740956814989086e+24,-6.515261131584375e+21,38068703827.0,2.4e-09,9568162090.100784,394443117284100.56
1710.6285679207153,4.232354282667506e+24,-6.469520889275839e+21,43453029943.5,2.4e-09,10721841214.816654,394741369310595.6
1882.5005156218779,4.744359554331036e+24,-6.423756486749377e+21,49579186573.5,2.4e-09,12010578194.788818,395015083985676.2
2071.5596580931565,5.316281821701158e+24,-6.377962576143208e+21,56547089088.4,2.4e-09,13449877203.857464,395266197685167.94
2279.524714811563,5.954989451217258e+24,-6.332134344117525e+21,64469814308.4,2.4e-09,15056996548.362597,395496501051190.4
2508.2862772018107,6.668126886748209e+24,-6.286267494216914e+21,73475293983.1,2.4e-09,16851144766.529215,395707649488173.3
2759.9239958310827,7.464201316642138e+24,-6.240358230586055e+21,83708220639.5,2.4e-09,18853698416.319874,395901172906270.8
3036.725486323282,8.352678916233491e+24,-6.194403242850315e+21,95332191671.9,2.4e-09,21088443925.49319,396078484773178.9
3341.2071258647015,9.344091712709143e+24,-6.148399691991521e+21,108532120597.0,2.4e-09,23581846134.659637,396240890528735.0
3676.136929360263,1.045015623248782e+25,-6.102345197066002e+21,123516947795.0,2.4e-09,26363346448.721386,396389595410966.9
4044.5597132053804,1.1683905216642052e+25,-6.056237822628068e+21,140522686837.0,2.4e-09,29465693827.139435,396525711737375.4
4449.8247754350095,1.3059833828673925e+25,-6.010076066736752e+21,159815846701.0,2.4e-09,32925312192.21962,396650265681004.4
4895.616343887602,1.459406193256347e+25,-5.963858849437202e+21,181697274852.0,2.4e-09,36782708220.61177,396764203577197.6
5385.987069185453,1.6304514189010118e+25,-5.917585501620991e+21,206506471370.0,2.4e-09,41082923910.41597,396868397793769.25
