t(s),inventory(He/m2),flux_surface_left(He/m2/s),max_ib(He),x_max_ib(m),mean_ib(He),total_bubbles
10.0,-7730738819.963145,-8.750365207456661e+21,153088.0,1.92e-08,-343927.6069440354,22477.808305807528
21.0,295205981486.15216,-8.750365209391928e+21,10586623.9511,4.2e-09,6253913.715499863,47203.39853018853
33.1,1835184276829.8499,-8.750365209265652e+21,40069902.9019,3.6e-09,24665942.20003659,74401.5477676392
46.410000000000004,5859525762785.61,-8.750365209061155e+21,90494651.2277,3.6e-09,56169029.69907689,104319.51191212956
61.05100000000001,13832392429903.178,-8.750365208789465e+21,161720375.018,3.6e-09,100797681.01430638,137229.27244665404
77.15610000000001,27644279359146.168,-8.750365208445037e+21,255146267.035,3.6e-09,159397324.1335233,173430.00900058539
94.87171000000001,49783773826564.57,-8.750365208018217e+21,373163686.11,3.6e-09,233451735.48146802,213250.81916350342
114.35888100000001,83531526099481.2,-8.750365207496946e+21,519424237.427,3e-09,324957480.7084966,257053.71028037125
135.79476910000002,133201397142405.05,-8.750365206866865e+21,697950383.916,3e-09,436386954.92045176,305236.8904260351
159.37424601000004,204446841942918.06,-8.750365206111109e+21,913166954.329,3e-09,570700540.5315475,358238.3884769013
185.31167061100007,304652223993011.9,-8.75036520521004e+21,1170666705.04,3e-09,731387615.8940701,416540.0361894231
213.84283767210007,443433158005000.75,-8.750365204140823e+21,1476989297.78,3e-09,922527831.4128945,480671.8484859824
245.2271214393101,633276199393981.8,-8.750365202876984e+21,1839746779.87,3e-09,1148869467.3440797,551216.8417687779
279.7498335832411,890356313052593.2,-8.750365201387861e+21,2267775561.91,3e-09,1415924276.8039513,628816.3340643618
317.7248169415653,1235580945305149.8,-8.750365199637956e+21,2771316139.98,3e-09,1730079608.1900291,714175.7751816907
359.49729863572185,1695922762159238.8,-8.75036519758623e+21,3362223224.49,3e-09,2098729476.2518709,808071.159884786
405.44702849929405,2306119955280455.5,-8.75036519518522e+21,4054210000.47,3e-09,2530426909.8146157,911356.0823811373
455.99173134922347,3110844418226791.5,-8.750365192380087e+21,4863131181.61,3e-09,3035060486.7627654,1024969.4962570114
511.5909044841459,4167465287005065.0,-8.750365189107464e+21,5807310449.68,3e-09,3624058545.048169,1149944.2504038448
572.7499949325605,5549569881250184.0,-8.750365185294147e+21,6907918858.06,3e-09,4310625173.579404,1287416.4785341334
640.0249944258167,7351447956900376.0,-8.75036518085559e+21,8189411869.37,3e-09,5110012766.70087,1438635.927644976
714.0274938683983,9693800904118060.0,-8.750365175694164e+21,9680033926.69,3e-09,6039836692.650367,1604977.3193228974
795.4302432552382,1.2731008289376818e+16,-8.750365169697127e+21,11412400859.5,3e-09,7120438500.102434,1787952.8471727788
884.9732675807621,1.666037400255937e+16,-8.75036516273432e+21,13424172031.1,3e-09,8375305088.128329,1989225.9239815401
983.4705943388384,2.1733888375122876e+16,-8.750365154655478e+21,15758825979.1,3e-09,9831552415.642822,2210626.303587869
1091.8176537727222,2.827318751645623e+16,-8.750365145287126e+21,18466555426.8,3e-09,11520483651.132492,2454166.7149258014
1210.9994191499945,3.668857506418647e+16,-8.750365134429027e+21,21605299987.7,3e-09,13478233189.851751,2722061.15945602
1342.0993610649941,4.7503205084756264e+16,-8.750365121850068e+21,25241937712.2,3e-09,15746509725.337646,3016745.0383191295
1486.3092971714937,6.138382135102765e+16,-8.750365107283488e+21,29453659872.8,3e-09,18373453591.27191,3340897.2921774103
1644.940226888643,7.917982461828184e+16,-8.750365090421412e+21,34329557144.8,3e-09,21414625930.123074,3697464.7550066626
1819.4342495775077,1.0197291733717174e+17,-8.75036507090852e+21,39972449662.4,3e-09,24934149944.612877,4089688.943223966
2011.3776745352586,1.3114018179313906e+17,-8.750365048334764e+21,46500998427.1,3e-09,29006027602.24114,4521135.523673244
2222.515441988785,1.684342176091423e+17,-8.750365022226936e+21,54052141305.8,3e-09,33715658755.64246,4995726.728339666
2454.7669861876634,2.1608494188509805e+17,-8.750364992038962e+21,62783903502.2,3e-09,39161593786.044716,5517777.010446909
2710.24368480643,2.7692889580683894e+17,-8.750364957140695e+21,72878640051.2,3e-09,45457555658.40354,6092032.266051778
2991.268053287073,3.545734762008673e+17,-8.750364916804999e+21,84546776733.9,3e-09,52734772792.82978,6723712.977655567
3300.394858615781,4.536055091712724e+17,-8.750364870192821e+21,98031126013.3,3e-09,61144670520.64843,7418561.671995448
3640.4343444773594,5.798561197674694e+17,-8.750364816336002e+21,113611866366.0,3e-09,70861976235.08017,8182895.123385115
4014.4777789250957,7.40737071448641e+17,-8.750364754117403e+21,131612286966.0,3e-09,82088301816.52579,9023661.77709767
4425.925556817606,9.456678357666397e+17,-8.750364682248034e+21,152405415349.0,3e-09,95056276684.12329,9948504.91471637
4878.518112499367,1.2066178394883185e+18,-8.750364599240607e+21,176421663756.0,3e-09,110034316098.68947,10965832.135550389
5376.369923749304,1.5387949194086413e+18,-8.750364503379068e+21,204157650733.0,3e-09,127332122348.2369,12084891.785595438
