"arc_length","4","6","5","3","2","1"
0,0,0,0,0,0,0
3e-11,6.20872e+12,7.69544e+09,1.57794e+10,1.40268e+15,1.50544e+17,1.17449e+20
6e-11,1.24174e+13,1.53909e+10,3.15589e+10,2.80537e+15,3.01089e+17,2.34898e+20
9e-11,1.86262e+13,2.30863e+10,4.73383e+10,4.20805e+15,4.51633e+17,3.52347e+20
1.2e-10,2.48349e+13,3.07818e+10,6.31177e+10,5.61074e+15,6.02178e+17,4.69796e+20
1.5e-10,3.10436e+13,3.84772e+10,7.88972e+10,7.01342e+15,7.52722e+17,5.87245e+20
1.8e-10,3.72523e+13,4.61726e+10,9.46766e+10,8.4161e+15,9.03267e+17,7.04694e+20
2.1e-10,4.3461e+13,5.38681e+10,1.10456e+11,9.81879e+15,1.05381e+18,8.22143e+20
2.4e-10,4.96697e+13,6.15635e+10,1.26235e+11,1.12215e+16,1.20436e+18,9.39592e+20
2.7e-10,5.58785e+13,6.9259e+10,1.42015e+11,1.26242e+16,1.3549e+18,1.05704e+21
3e-10,6.20872e+13,7.69544e+10,1.57794e+11,1.40268e+16,1.50544e+18,1.17449e+21
3.3e-10,6.82959e+13,8.46498e+10,1.73574e+11,1.54295e+16,1.65599e+18,1.29194e+21
3.6e-10,7.45046e+13,9.23453e+10,1.89353e+11,1.68322e+16,1.80653e+18,1.40939e+21
3.9e-10,8.07133e+13,1.00041e+11,2.05133e+11,1.82349e+16,1.95708e+18,1.52684e+21
4.2e-10,8.6922e+13,1.07736e+11,2.20912e+11,1.96376e+16,2.10762e+18,1.64429e+21
4.5e-10,9.31308e+13,1.15432e+11,2.36692e+11,2.10403e+16,2.25817e+18,1.76174e+21
4.8e-10,9.93395e+13,1.23127e+11,2.52471e+11,2.24429e+16,2.40871e+18,1.87918e+21
5.1e-10,1.05548e+14,1.30822e+11,2.6825e+11,2.38456e+16,2.55926e+18,1.99663e+21
5.4e-10,1.11757e+14,1.38518e+11,2.8403e+11,2.52483e+16,2.7098e+18,2.11408e+21
5.7e-10,1.17966e+14,1.46213e+11,2.99809e+11,2.6651e+16,2.86035e+18,2.23153e+21
6e-10,1.24174e+14,1.53909e+11,3.15589e+11,2.80537e+16,3.01089e+18,2.34898e+21
6.3e-10,1.30286e+14,1.61491e+11,3.31133e+11,2.94286e+16,3.15426e+18,2.43387e+21
6.6e-10,1.36397e+14,1.69072e+11,3.46677e+11,3.08035e+16,3.29762e+18,2.51875e+21
6.9e-10,1.42509e+14,1.76654e+11,3.62222e+11,3.21783e+16,3.44099e+18,2.60364e+21
7.2e-10,1.4862e+14,1.84236e+11,3.77766e+11,3.35532e+16,3.58435e+18,2.68852e+21
7.5e-10,1.54732e+14,1.91818e+11,3.9331e+11,3.49281e+16,3.72772e+18,2.7734e+21
7.8e-10,1.60843e+14,1.994e+11,4.08854e+11,3.6303e+16,3.87109e+18,2.85829e+21
8.1e-10,1.66955e+14,2.06981e+11,4.24399e+11,3.76779e+16,4.01445e+18,2.94317e+21
8.4e-10,1.73066e+14,2.14563e+11,4.39943e+11,3.90528e+16,4.15782e+18,3.02806e+21
8.7e-10,1.79178e+14,2.22145e+11,4.55487e+11,4.04276e+16,4.30119e+18,3.11294e+21
9e-10,1.85289e+14,2.29727e+11,4.71031e+11,4.18025e+16,4.44455e+18,3.19783e+21
9.3e-10,1.91401e+14,2.37309e+11,4.86576e+11,4.31774e+16,4.58792e+18,3.28271e+21
9.6e-10,1.97512e+14,2.4489e+11,5.0212e+11,4.45523e+16,4.73128e+18,3.3676e+21
9.9e-10,2.03624e+14,2.52472e+11,5.17664e+11,4.59272e+16,4.87465e+18,3.45248e+21
