"cb","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,1,0,0,0,0
2.3312e+18,1,3e-11,3e-11,0,0
4.6625e+18,1,6e-11,6e-11,0,0
6.9937e+18,1,9e-11,9e-11,0,0
9.325e+18,1,1.2e-10,1.2e-10,0,0
1.1656e+19,1,1.5e-10,1.5e-10,0,0
1.3987e+19,1,1.8e-10,1.8e-10,0,0
1.6319e+19,1,2.1e-10,2.1e-10,0,0
1.865e+19,1,2.4e-10,2.4e-10,0,0
2.0981e+19,1,2.7e-10,2.7e-10,0,0
2.3313e+19,1,3e-10,3e-10,0,0
2.5644e+19,1,3.3e-10,3.3e-10,0,0
2.7975e+19,1,3.6e-10,3.6e-10,0,0
3.0306e+19,1,3.9e-10,3.9e-10,0,0
3.2638e+19,1,4.2e-10,4.2e-10,0,0
3.4969e+19,1,4.5e-10,4.5e-10,0,0
3.73e+19,1,4.8e-10,4.8e-10,0,0
3.9631e+19,1,5.1e-10,5.1e-10,0,0
4.1963e+19,1,5.4e-10,5.4e-10,0,0
4.4294e+19,1,5.7e-10,5.7e-10,0,0
4.6625e+19,1,6e-10,6e-10,0,0
5.4533e+19,1,6.3e-10,6.3e-10,0,0
6.244e+19,1,6.6e-10,6.6e-10,0,0
7.0348e+19,1,6.9e-10,6.9e-10,0,0
7.8256e+19,1,7.2e-10,7.2e-10,0,0
8.6164e+19,1,7.5e-10,7.5e-10,0,0
9.4071e+19,1,7.8e-10,7.8e-10,0,0
1.0198e+20,1,8.1e-10,8.1e-10,0,0
1.0989e+20,1,8.4e-10,8.4e-10,0,0
1.1779e+20,1,8.7e-10,8.7e-10,0,0
1.257e+20,1,9e-10,9e-10,0,0
1.3361e+20,1,9.3e-10,9.3e-10,0,0
1.4152e+20,1,9.6e-10,9.6e-10,0,0
1.4943e+20,1,9.9e-10,9.9e-10,0,0
1.5733e+20,1,1.02e-09,1.02e-09,0,0
1.6524e+20,1,1.05e-09,1.05e-09,0,0
1.7315e+20,1,1.08e-09,1.08e-09,0,0
1.8106e+20,1,1.11e-09,1.11e-09,0,0
1.8896e+20,1,1.14e-09,1.14e-09,0,0
1.9687e+20,1,1.17e-09,1.17e-09,0,0
2.0478e+20,1,1.2e-09,1.2e-09,0,0
2.1481e+20,1,1.23e-09,1.23e-09,0,0
2.2484e+20,1,1.26e-09,1.26e-09,0,0
