t(s),inventory(He/m2),flux_surface_left(He/m2/s),max_ib(He),x_max_ib(m),mean_ib(He),total_bubbles
1.0,5862712690400.649,-8.745878175745513e+21,39732.2100863,3e-09,27386.077726977368,214076391.25428435
1.9090909090909092,104851651075916.56,-8.745878062624082e+21,406569.967234,3e-09,256554.41618609588,408691663.291661
2.909090909090909,480237929500022.56,-8.74587773610374e+21,1257150.27933,3e-09,771134.251766823,622768251.3125325
4.00909090909091,1342332530018982.2,-8.745877269725319e+21,2580777.80516,3e-09,1564030.4589206637,858252166.6140217
5.21909090909091,2952440359110424.5,-8.745876663641656e+21,4388227.16561,3e-09,2642515.564633931,1117283999.6192899
6.55009090909091,5652037353752775.0,-8.74587590225699e+21,6719355.04158,3e-09,4030782.5871483744,1402218361.2119296
8.01419090909091,9891256582525460.0,-8.745874964026052e+21,9635183.05056,3e-09,5765327.33576367,1715645271.547322
9.624700909090912,1.6262963164001044e+16,-8.745873822735562e+21,13214518.5256,3e-09,7893057.242897964,2060413685.5379043
11.396261909090914,2.5545649802937396e+16,-8.745872447388462e+21,17553361.5507,3e-09,10470998.980599983,2439657367.006414
13.344979009090915,3.8758089640743944e+16,-8.745870801712152e+21,22765782.7474,3e-09,13566848.544396196,2856823345.0761876
15.488567819090918,5.722917414173203e+16,-8.745868843473121e+21,28985702.4225,3e-09,17260041.24167373,3315703209.5354624
17.84651551009092,8.268719695228714e+16,-8.745866523634934e+21,36369344.1307,3e-09,21643214.178105205,3820467527.2277946
20.440257970190924,1.1737396604483024e+17,-8.745863785360098e+21,45098288.4686,3e-09,26824020.633161373,4375703689.242093
23.293374676300928,1.6419057368329392e+17,-8.745860562842981e+21,55383127.3758,3e-09,32927298.13247567,4986457529.029853
26.43180305302193,2.2688350165336003e+17,-8.745856779953608e+21,67467760.9509,3e-09,40097615.94528552,5658279084.795211
29.884074267415034,3.1028209095609734e+17,-8.745852348666599e+21,81634406.6686,3e-09,48502243.852753155,6397272915.827887
33.681572603247446,4.2060139456223546e+17,-8.745847167244352e+21,98209413.2153,3e-09,58334597.05186454,7210153422.132738
37.8588207726631,5.658282297735246e+17,-8.745841118138136e+21,117569991.897,3e-09,69818224.22679688,8104305660.016408
42.45379375902032,7.562130705825283e+17,-8.745834065564759e+21,140151999.813,3e-09,83211418.3287699,9087852193.490032
47.508264044013266,1.0048965461479557e+18,-8.745825852709772e+21,166458931.988,3e-09,98812543.18524003,10169726572.709654
53.06818135750551,1.3287070893456673e+18,-8.745816298500483e+21,197072305.369,3e-09,116966184.23529553,11359754086.46971
59.184090402346975,1.7491761536466158e+18,-8.745805193883495e+21,232663646.676,3e-09,138070248.90636823,12668740496.244144
65.91159035167259,2.2938299509033902e+18,-8.745792297531215e+21,274008329.469,3e-09,162584161.83819732,14108569524.663754
73.31184029593076,2.997832571734827e+18,-8.745777330890554e+21,322001543.997,3e-09,191038322.77404183,15692309941.815353
81.45211523461475,3.9060755403483244e+18,-8.745759972473712e+21,377676727.472,3e-09,224045020.97110215,17434333168.47572
90.40641766716715,5.075834475734832e+18,-8.745739851275977e+21,442226833.22,3e-09,262311029.98877355,19350442396.38748
100.25615034297478,6.580146037418084e+18,-8.745716539187997e+21,517028875.722,3e-09,306652141.3298467,21458014311.85908
111.09085628636316,8.512099571618307e+18,-8.74568954225032e+21,603672256.311,3e-09,358009935.3658364,23776154600.067524
123.0090328240904,1.0990290180501948e+19,-8.745658290575177e+21,703991452.427,3e-09,417471134.1151387,26325868502.972523
136.11902701559035,1.4165746273775151e+19,-8.745622126734635e+21,820103743.751,3e-09,486289933.73531604,29130247802.91969
150.5400206262403,1.8230728776546804e+19,-8.745580292384526e+21,954452753.005,3e-09,565913776.1665263,32214675705.61882
166.40311359795527,2.3429905803808936e+19,-8.745531912859929e+21,1109858700.08,3e-09,658013090.5305142,35607051198.50866
183.8525158668417,3.0074541770715857e+19,-8.745475979439519e+21,1289576408.02,3e-09,764515617.1684915,39338034561.15369
203.0468583626168,3.8560511175896785e+19,-8.74541132893259e+21,1497362261.23,3e-09,887646022.3591231,43441315799.97776
224.1606351079694,4.939116425880286e+19,-8.745336620193292e+21,1737551504.02,3e-09,1029971621.8521422,47953907865.91324
247.38578952785727,6.320634649650619e+19,-8.745250307111104e+21,2015147484.62,3e-09,1194455158.7823663,52916466584.59667
272.9334593897339,8.081922174330393e+19,-8.74515060756411e+21,2335924702.32,3e-09,1384515729.093223,58373639276.91583
301.0358962377982,1.0326298898005695e+20,-8.745035467752113e+21,2706547807.58,3e-09,1604099118.5706248,64374444063.07771
331.948576770669,1.3185013937195504e+20,-8.744902521248927e+21,3134709045.11,3e-09,1857759013.8008413,70972681813.12663
365.9525253568268,1.6824760412218373e+20,-8.744749042027998e+21,3629287025.04,3e-09,2150750779.3146653,78227382614.64012
403.3568688016004,2.1457203274475818e+20,-8.744571890621926e+21,4200530167.12,3e-09,2489139760.146541,86203288453.40764
444.50164659085135,2.7351056387063497e+20,-8.74436745247564e+21,4860268699.2,3e-09,2879926379.2442074,94971373519.07365
489.7609021590274,3.484738666228996e+20,-8.744131567445238e+21,5622159716.55,3e-09,3331190659.941932,104609403122.23799
539.546083284021,4.4379001496101074e+20,-8.743859449282173e+21,6501970539.32,3e-09,3852259223.744092,115202531601.61996
594.3097825215141,5.649500036130791e+20,-8.743545593827801e+21,7517906461.17,3e-09,4453898303.210448,126843938759.41289
654.5498516827564,7.189185382693053e+20,-8.743183674530885e+21,8690989984.54,3e-09,5148536881.001477,139635503228.53345
720.8139277601231,9.145272814053504e+20,-8.742766423796714e+21,10045499846.1,3e-09,5950524755.243515,153688509672.94647
793.7044114452264,1.1629721611860549e+21,-8.742285498584994e+21,11609479357.0,3e-09,6876430993.774677,169124384762.8092
873.8839434988399,1.4784419478923397e+21,-8.741731328639565e+21,13415325597.8,3e-09,7945389428.614259,186075454346.88556
962.0814287578149,1.878912192886815e+21,-8.741092945665382e+21,15500472465.0,3e-09,9179498575.283375,204685711041.5546
1059.0986625426874,2.3871472928756597e+21,-8.740357791890195e+21,17908183186.4,3e-09,10604284861.934647,225111577438.34396
1165.8176197060473,3.031964148903134e+21,-8.739511506548672e+21,20688470508.8,3e-09,12249239446.767002,247522645147.0319
1283.208472585743,3.8498241485259156e+21,-8.738537689122315e+21,23899166007.4,3e-09,14148440663.809313,272102363787.23254
1412.3384107534084,4.886836531569255e+21,-8.737417638617195e+21,27607163806.2,3e-09,16341276197.126436,299048646667.4243
1554.3813427378402,6.201276226781924e+21,-8.73613006883963e+21,31889868580.9,3e-09,18873281513.446877,328574351119.78937
1710.6285679207153,7.866743673192947e+21,-8.734650800598922e+21,36836883187.8,3e-09,21797113950.087578,360907581214.9589
1882.5005156218779,9.97612374783475e+21,-8.732952433097698e+21,42551977797.6,3e-09,25173685236.066807,396291748875.2013
2071.5596580931565,1.2646536551596202e+22,-8.731003998542976e+21,49155390229.9,3e-09,29073479207.15711,434985316393.8826
2279.524714811563,1.6025515323662677e+22,-8.728770606304232e+21,56786516512.6,3e-09,33578086157.9264,477261129425.02277
2508.2862772018107,2.0298697000007175e+22,-8.72621308582825e+21,65607061820.0,3e-09,38781990761.14233,523405235306.93744
2759.9239958310827,2.569936963174217e+22,-8.723287641042071e+21,75804735174.1,3e-09,44794656887.08631,573715068217.2308
3036.725486323282,3.2520288544688475e+22,-8.719945533136155e+21,87597586979.9,3e-09,51742960080.06214,628496871736.168
3341.2071258647015,4.112824990004192e+22,-8.716132813348832e+21,101239106950.0,3e-09,59774026992.72877,688062223163.331
3676.136929360263,5.198199582078462e+22,-8.711790132489405e+21,117024221639.0,3e-09,69058550811.83743,752723525323.012
4044.5597132053804,6.565411836747643e+22,-8.706852659109767e+21,135296355964.0,3e-09,79794662660.21735,822788344216.024
4449.8247754350095,8.28577283569826e+22,-8.701250142944031e+21,156455752103.0,3e-09,92212451095.38351,898552498851.5435
4895.616343887602,1.0447875624119788e+23,-8.694907163744411e+21,180969272101.0,3e-09,106579235026.57695,980291857181.605
5385.987069185453,1.316148518239944e+23,-8.687743606993707e+21,209381947675.0,3e-09,123205709417.91225,1068252863002.9509
