"arc_length","1","5","4","6","3","2"
0,0,0,0,0,0,0
3e-11,3.77756e+19,3.34789e+09,6.04457e+11,5.51801e+08,1.54615e+14,2.99068e+16
6e-11,7.55513e+19,6.69577e+09,1.20891e+12,1.1036e+09,3.09231e+14,5.98136e+16
9e-11,1.13327e+20,1.00437e+10,1.81337e+12,1.6554e+09,4.63846e+14,8.97204e+16
1.2e-10,1.51103e+20,1.33915e+10,2.41783e+12,2.20721e+09,6.18461e+14,1.19627e+17
1.5e-10,1.88878e+20,1.67394e+10,3.02229e+12,2.75901e+09,7.73076e+14,1.49534e+17
1.8e-10,2.26654e+20,2.00873e+10,3.62674e+12,3.31081e+09,9.27692e+14,1.79441e+17
2.1e-10,2.64429e+20,2.34352e+10,4.2312e+12,3.86261e+09,1.08231e+15,2.09348e+17
2.4e-10,3.02205e+20,2.67831e+10,4.83566e+12,4.41441e+09,1.23692e+15,2.39254e+17
2.7e-10,3.39981e+20,3.0131e+10,5.44012e+12,4.96621e+09,1.39154e+15,2.69161e+17
3e-10,3.77756e+20,3.34789e+10,6.04457e+12,5.51801e+09,1.54615e+15,2.99068e+17
3.3e-10,4.15532e+20,3.68267e+10,6.64903e+12,6.06982e+09,1.70077e+15,3.28975e+17
3.6e-10,4.53307e+20,4.01746e+10,7.25349e+12,6.62162e+09,1.85538e+15,3.58881e+17
3.9e-10,4.91083e+20,4.35225e+10,7.85794e+12,7.17342e+09,2.01e+15,3.88788e+17
4.2e-10,5.28859e+20,4.68704e+10,8.4624e+12,7.72522e+09,2.16461e+15,4.18695e+17
4.5e-10,5.66634e+20,5.02183e+10,9.06686e+12,8.27702e+09,2.31923e+15,4.48602e+17
4.8e-10,6.0441e+20,5.35662e+10,9.67132e+12,8.82882e+09,2.47384e+15,4.78509e+17
5.1e-10,6.42186e+20,5.69141e+10,1.02758e+13,9.38063e+09,2.62846e+15,5.08415e+17
5.4e-10,6.79961e+20,6.02619e+10,1.08802e+13,9.93243e+09,2.78307e+15,5.38322e+17
5.7e-10,7.17737e+20,6.36098e+10,1.14847e+13,1.04842e+10,2.93769e+15,5.68229e+17
6e-10,7.55513e+20,6.69577e+10,1.20891e+13,1.1036e+10,3.09231e+15,5.98136e+17
6.3e-10,7.86024e+20,7.02961e+10,1.26918e+13,1.15863e+10,3.24637e+15,6.27702e+17
6.6e-10,8.16534e+20,7.36345e+10,1.32945e+13,1.21365e+10,3.40043e+15,6.57267e+17
6.9e-10,8.47045e+20,7.69729e+10,1.38972e+13,1.26868e+10,3.55449e+15,6.86833e+17
7.2e-10,8.77556e+20,8.03113e+10,1.44999e+13,1.3237e+10,3.70855e+15,7.16399e+17
7.5e-10,9.08067e+20,8.36497e+10,1.51025e+13,1.37873e+10,3.86261e+15,7.45965e+17
7.8e-10,9.38578e+20,8.6988e+10,1.57052e+13,1.43375e+10,4.01667e+15,7.7553e+17
8.1e-10,9.69089e+20,9.03264e+10,1.63079e+13,1.48878e+10,4.17073e+15,8.05096e+17
8.4e-10,9.996e+20,9.36648e+10,1.69106e+13,1.5438e+10,4.32479e+15,8.34662e+17
8.7e-10,1.03011e+21,9.70032e+10,1.75133e+13,1.59883e+10,4.47885e+15,8.64228e+17
9e-10,1.06062e+21,1.00342e+11,1.8116e+13,1.65385e+10,4.63291e+15,8.93794e+17
9.3e-10,1.09113e+21,1.0368e+11,1.87186e+13,1.70887e+10,4.78697e+15,9.23359e+17
9.6e-10,1.12164e+21,1.07018e+11,1.93213e+13,1.7639e+10,4.94103e+15,9.52925e+17
9.9e-10,1.15216e+21,1.10357e+11,1.9924e+13,1.81892e+10,5.09509e+15,9.82491e+17
