"arc_length","5","6","4","3","2","1"
0,0,0,0,0,0,0
3e-11,6.87621e+13,6.97732e+13,3.48048e+15,1.01315e+17,1.39515e+18,1.7162e+20
6e-11,1.37524e+14,1.39546e+14,6.96096e+15,2.0263e+17,2.7903e+18,3.43239e+20
9e-11,2.06286e+14,2.0932e+14,1.04414e+16,3.03946e+17,4.18545e+18,5.14859e+20
1.2e-10,2.75049e+14,2.79093e+14,1.39219e+16,4.05261e+17,5.5806e+18,6.86479e+20
1.5e-10,3.43811e+14,3.48866e+14,1.74024e+16,5.06576e+17,6.97575e+18,8.58098e+20
1.8e-10,4.12573e+14,4.18639e+14,2.08829e+16,6.07891e+17,8.3709e+18,1.02972e+21
2.1e-10,4.81335e+14,4.88413e+14,2.43634e+16,7.09206e+17,9.76605e+18,1.20134e+21
2.4e-10,5.50097e+14,5.58186e+14,2.78438e+16,8.10522e+17,1.11612e+19,1.37296e+21
2.7e-10,6.18859e+14,6.27959e+14,3.13243e+16,9.11837e+17,1.25563e+19,1.54458e+21
3e-10,6.87622e+14,6.97732e+14,3.48048e+16,1.01315e+18,1.39515e+19,1.7162e+21
3.3e-10,7.56384e+14,7.67505e+14,3.82853e+16,1.11447e+18,1.53466e+19,1.88782e+21
3.6e-10,8.25146e+14,8.37279e+14,4.17657e+16,1.21578e+18,1.67418e+19,2.05944e+21
3.9e-10,8.93908e+14,9.07052e+14,4.52462e+16,1.3171e+18,1.81369e+19,2.23106e+21
4.2e-10,9.6267e+14,9.76825e+14,4.87267e+16,1.41841e+18,1.95321e+19,2.40268e+21
4.5e-10,1.03143e+15,1.0466e+15,5.22072e+16,1.51973e+18,2.09272e+19,2.57429e+21
4.8e-10,1.10019e+15,1.11637e+15,5.56877e+16,1.62104e+18,2.23224e+19,2.74591e+21
5.1e-10,1.16896e+15,1.18614e+15,5.91681e+16,1.72236e+18,2.37175e+19,2.91753e+21
5.4e-10,1.23772e+15,1.25592e+15,6.26486e+16,1.82367e+18,2.51127e+19,3.08915e+21
5.7e-10,1.30648e+15,1.32569e+15,6.61291e+16,1.92499e+18,2.65078e+19,3.26077e+21
6e-10,1.37524e+15,1.39546e+15,6.96096e+16,2.0263e+18,2.7903e+19,3.43239e+21
6.3e-10,1.44381e+15,1.46504e+15,7.30799e+16,2.12725e+18,2.92823e+19,3.57108e+21
6.6e-10,1.51238e+15,1.53462e+15,7.65502e+16,2.2282e+18,3.06616e+19,3.70976e+21
6.9e-10,1.58095e+15,1.6042e+15,8.00205e+16,2.32916e+18,3.20409e+19,3.84845e+21
7.2e-10,1.64952e+15,1.67378e+15,8.34909e+16,2.43011e+18,3.34202e+19,3.98713e+21
7.5e-10,1.71809e+15,1.74335e+15,8.69612e+16,2.53106e+18,3.47995e+19,4.12582e+21
7.8e-10,1.78666e+15,1.81293e+15,9.04315e+16,2.63201e+18,3.61789e+19,4.2645e+21
8.1e-10,1.85523e+15,1.88251e+15,9.39018e+16,2.73296e+18,3.75582e+19,4.40319e+21
8.4e-10,1.9238e+15,1.95209e+15,9.73722e+16,2.83391e+18,3.89375e+19,4.54188e+21
8.7e-10,1.99236e+15,2.02167e+15,1.00842e+17,2.93486e+18,4.03168e+19,4.68056e+21
9e-10,2.06093e+15,2.09124e+15,1.04313e+17,3.03581e+18,4.16961e+19,4.81925e+21
9.3e-10,2.1295e+15,2.16082e+15,1.07783e+17,3.13676e+18,4.30754e+19,4.95793e+21
9.6e-10,2.19807e+15,2.2304e+15,1.11253e+17,3.23771e+18,4.44547e+19,5.09662e+21
9.9e-10,2.26664e+15,2.29998e+15,1.14724e+17,3.33866e+18,4.5834e+19,5.2353e+21
1.02e-09,2.33521e+15,2.36956e+15,1.18194e+17,3.43961e+18,4.72133e+19,5.37399e+21
1.05e-09,2.40378e+15,2.43913e+15,1.21664e+17,3.54056e+18,4.85927e+19,5.51267e+21
1.08e-09,2.47235e+15,2.50871e+15,1.25135e+17,3.64151e+18,4.9972e+19,5.65136e+21
1.11e-09,2.54092e+15,2.57829e+15,1.28605e+17,3.74246e+18,5.13513e+19,5.79004e+21
1.14e-09,2.60949e+15,2.64787e+15,1.32075e+17,3.84341e+18,5.27306e+19,5.92873e+21
1.17e-09,2.67805e+15,2.71745e+15,1.35546e+17,3.94436e+18,5.41099e+19,6.06741e+21
1.2e-09,2.74662e+15,2.78702e+15,1.39016e+17,4.04531e+18,5.54892e+19,6.2061e+21
1.23e-09,2.81457e+15,2.85597e+15,1.42453e+17,4.14508e+18,5.68215e+19,6.29936e+21
1.26e-09,2.88251e+15,2.92491e+15,1.45891e+17,4.24485e+18,5.81538e+19,6.39263e+21
1.29e-09,2.95045e+15,2.99386e+15,1.49328e+17,4.34463e+18,5.94861e+19,6.48589e+21
1.32e-09,3.01839e+15,3.0628e+15,1.52765e+17,4.4444e+18,6.08184e+19,6.57915e+21
1.35e-09,3.08633e+15,3.13174e+15,1.56203e+17,4.54417e+18,6.21507e+19,6.67242e+21
1.38e-09,3.15427e+15,3.20069e+15,1.5964e+17,4.64394e+18,6.3483e+19,6.76568e+21
1.41e-09,3.22222e+15,3.26963e+15,1.63078e+17,4.74371e+18,6.48153e+19,6.85895e+21
1.44e-09,3.29016e+15,3.33858e+15,1.66515e+17,4.84348e+18,6.61476e+19,6.95221e+21
1.47e-09,3.3581e+15,3.40752e+15,1.69952e+17,4.94325e+18,6.74799e+19,7.04547e+21
1.5e-09,3.42604e+15,3.47646e+15,1.7339e+17,5.04303e+18,6.88122e+19,7.13874e+21
1.53e-09,3.49398e+15,3.54541e+15,1.76827e+17,5.1428e+18,7.01445e+19,7.232e+21
1.56e-09,3.56193e+15,3.61435e+15,1.80264e+17,5.24257e+18,7.14768e+19,7.32526e+21
1.59e-09,3.62987e+15,3.68329e+15,1.83702e+17,5.34234e+18,7.28091e+19,7.41853e+21
