"cb","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,1,0,0,0,0
3.495e+19,1,3e-11,3e-11,0,0
6.99e+19,1,6e-11,6e-11,0,0
1.0485e+20,1,9e-11,9e-11,0,0
1.398e+20,1,1.2e-10,1.2e-10,0,0
1.7475e+20,1,1.5e-10,1.5e-10,0,0
2.097e+20,1,1.8e-10,1.8e-10,0,0
2.4465e+20,1,2.1e-10,2.1e-10,0,0
2.796e+20,1,2.4e-10,2.4e-10,0,0
3.1455e+20,1,2.7e-10,2.7e-10,0,0
3.495e+20,1,3e-10,3e-10,0,0
3.8445e+20,1,3.3e-10,3.3e-10,0,0
4.194e+20,1,3.6e-10,3.6e-10,0,0
4.5435e+20,1,3.9e-10,3.9e-10,0,0
4.893e+20,1,4.2e-10,4.2e-10,0,0
5.2425e+20,1,4.5e-10,4.5e-10,0,0
5.592e+20,1,4.8e-10,4.8e-10,0,0
5.9415e+20,1,5.1e-10,5.1e-10,0,0
6.291e+20,1,5.4e-10,5.4e-10,0,0
6.6405e+20,1,5.7e-10,5.7e-10,0,0
6.99e+20,1,6e-10,6e-10,0,0
8.1592e+20,1,6.3e-10,6.3e-10,0,0
9.3284e+20,1,6.6e-10,6.6e-10,0,0
1.0498e+21,1,6.9e-10,6.9e-10,0,0
1.1667e+21,1,7.2e-10,7.2e-10,0,0
1.2836e+21,1,7.5e-10,7.5e-10,0,0
1.4005e+21,1,7.8e-10,7.8e-10,0,0
1.5174e+21,1,8.1e-10,8.1e-10,0,0
1.6344e+21,1,8.4e-10,8.4e-10,0,0
1.7513e+21,1,8.7e-10,8.7e-10,0,0
1.8682e+21,1,9e-10,9e-10,0,0
1.9851e+21,1,9.3e-10,9.3e-10,0,0
2.1021e+21,1,9.6e-10,9.6e-10,0,0
2.219e+21,1,9.9e-10,9.9e-10,0,0
2.3359e+21,1,1.02e-09,1.02e-09,0,0
2.4528e+21,1,1.05e-09,1.05e-09,0,0
2.5697e+21,1,1.08e-09,1.08e-09,0,0
2.6867e+21,1,1.11e-09,1.11e-09,0,0
2.8036e+21,1,1.14e-09,1.14e-09,0,0
2.9205e+21,1,1.17e-09,1.17e-09,0,0
3.0374e+21,1,1.2e-09,1.2e-09,0,0
3.181e+21,1,1.23e-09,1.23e-09,0,0
3.3247e+21,1,1.26e-09,1.26e-09,0,0
3.4683e+21,1,1.29e-09,1.29e-09,0,0
3.6119e+21,1,1.32e-09,1.32e-09,0,0
3.7555e+21,1,1.35e-09,1.35e-09,0,0
3.8991e+21,1,1.38e-09,1.38e-09,0,0
4.0428e+21,1,1.41e-09,1.41e-09,0,0
4.1864e+21,1,1.44e-09,1.44e-09,0,0
4.33e+21,1,1.47e-09,1.47e-09,0,0
4.4736e+21,1,1.5e-09,1.5e-09,0,0
4.6172e+21,1,1.53e-09,1.53e-09,0,0
4.7609e+21,1,1.56e-09,1.56e-09,0,0
4.9045e+21,1,1.59e-09,1.59e-09,0,0
5.0481e+21,1,1.62e-09,1.62e-09,0,0
5.1917e+21,1,1.65e-09,1.65e-09,0,0
5.3353e+21,1,1.68e-09,1.68e-09,0,0
5.479e+21,1,1.71e-09,1.71e-09,0,0
5.6226e+21,1,1.74e-09,1.74e-09,0,0
5.7662e+21,1,1.77e-09,1.77e-09,0,0
5.9098e+21,1,1.8e-09,1.8e-09,0,0
6.0449e+21,1,1.83e-09,1.83e-09,0,0
6.18e+21,1,1.86e-09,1.86e-09,0,0
6.3151e+21,1,1.89e-09,1.89e-09,0,0
6.4503e+21,1,1.92e-09,1.92e-09,0,0
6.5854e+21,1,1.95e-09,1.95e-09,0,0
6.7205e+21,1,1.98e-09,1.98e-09,0,0
6.8556e+21,1,2.01e-09,2.01e-09,0,0
6.9907e+21,1,2.04e-09,2.04e-09,0,0
7.1258e+21,1,2.07e-09,2.07e-09,0,0
7.2609e+21,1,2.1e-09,2.1e-09,0,0
7.396e+21,1,2.13e-09,2.13e-09,0,0
7.5311e+21,1,2.16e-09,2.16e-09,0,0
7.6662e+21,1,2.19e-09,2.19e-09,0,0
7.8013e+21,1,2.22e-09,2.22e-09,0,0
7.9364e+21,1,2.25e-09,2.25e-09,0,0
8.0715e+21,1,2.28e-09,2.28e-09,0,0
8.2066e+21,1,2.31e-09,2.31e-09,0,0
8.3417e+21,1,2.34e-09,2.34e-09,0,0
8.4768e+21,1,2.37e-09,2.37e-09,0,0
8.6119e+21,1,2.4e-09,2.4e-09,0,0
8.7169e+21,1,2.43e-09,2.43e-09,0,0
8.822e+21,1,2.46e-09,2.46e-09,0,0
8.927e+21,1,2.49e-09,2.49e-09,0,0
9.032e+21,1,2.52e-09,2.52e-09,0,0
9.137e+21,1,2.55e-09,2.55e-09,0,0
9.242e+21,1,2.58e-09,2.58e-09,0,0
9.347e+21,1,2.61e-09,2.61e-09,0,0
9.452e+21,1,2.64e-09,2.64e-09,0,0
9.5571e+21,1,2.67e-09,2.67e-09,0,0
9.6621e+21,1,2.7e-09,2.7e-09,0,0
9.7671e+21,1,2.73e-09,2.73e-09,0,0
9.8721e+21,1,2.76e-09,2.76e-09,0,0
9.9771e+21,1,2.79e-09,2.79e-09,0,0
1.0082e+22,1,2.82e-09,2.82e-09,0,0
