"arc_length","1","2","6","3","4","5","cb"
6.66e-09,1.96918e+21,2.85164e+18,7.92922e+10,1.70169e+16,7.25263e+13,4.41763e+11,8.66449e+15
6.69e-09,1.96664e+21,2.85474e+18,7.95427e+10,1.70625e+16,7.27481e+13,4.4315e+11,8.68012e+15
6.72e-09,1.96411e+21,2.85784e+18,7.97932e+10,1.71082e+16,7.29698e+13,4.44538e+11,8.69574e+15
6.75e-09,1.96157e+21,2.86093e+18,8.00437e+10,1.71538e+16,7.31916e+13,4.45925e+11,8.71137e+15
6.78e-09,1.95903e+21,2.86403e+18,8.02941e+10,1.71994e+16,7.34133e+13,4.47312e+11,8.727e+15
6.81e-09,1.95649e+21,2.86713e+18,8.05446e+10,1.72451e+16,7.3635e+13,4.487e+11,8.74263e+15
6.84e-09,1.95395e+21,2.87023e+18,8.07951e+10,1.72907e+16,7.38568e+13,4.50087e+11,8.75826e+15
6.87e-09,1.95142e+21,2.87333e+18,8.10456e+10,1.73364e+16,7.40785e+13,4.51475e+11,8.77388e+15
6.9e-09,1.94888e+21,2.87642e+18,8.12961e+10,1.7382e+16,7.43003e+13,4.52862e+11,8.78951e+15
6.93e-09,1.94634e+21,2.87952e+18,8.15466e+10,1.74277e+16,7.4522e+13,4.54249e+11,8.80514e+15
6.96e-09,1.9438e+21,2.88262e+18,8.17971e+10,1.74733e+16,7.47437e+13,4.55637e+11,8.82077e+15
6.99e-09,1.94127e+21,2.88572e+18,8.20476e+10,1.7519e+16,7.49655e+13,4.57024e+11,8.8364e+15
7.02e-09,1.93873e+21,2.88882e+18,8.22981e+10,1.75646e+16,7.51872e+13,4.58412e+11,8.85203e+15
7.05e-09,1.93619e+21,2.89191e+18,8.25486e+10,1.76103e+16,7.5409e+13,4.59799e+11,8.86765e+15
7.08e-09,1.93365e+21,2.89501e+18,8.2799e+10,1.76559e+16,7.56307e+13,4.61187e+11,8.88328e+15
7.11e-09,1.93112e+21,2.89811e+18,8.30495e+10,1.77015e+16,7.58524e+13,4.62574e+11,8.89891e+15
7.14e-09,1.92858e+21,2.90121e+18,8.33e+10,1.77472e+16,7.60742e+13,4.63961e+11,8.91454e+15
7.17e-09,1.92604e+21,2.90431e+18,8.35505e+10,1.77928e+16,7.62959e+13,4.65349e+11,8.93017e+15
7.2e-09,1.9235e+21,2.9074e+18,8.3801e+10,1.78385e+16,7.65177e+13,4.66736e+11,8.94579e+15
7.23e-09,1.92097e+21,2.90935e+18,8.40272e+10,1.7878e+16,7.67162e+13,4.67987e+11,8.95749e+15
7.26e-09,1.91843e+21,2.9113e+18,8.42534e+10,1.79176e+16,7.69147e+13,4.69238e+11,8.96919e+15
7.29e-09,1.91589e+21,2.91324e+18,8.44796e+10,1.79571e+16,7.71132e+13,4.70489e+11,8.98089e+15
7.32e-09,1.91336e+21,2.91519e+18,8.47059e+10,1.79966e+16,7.73118e+13,4.7174e+11,8.99259e+15
7.35e-09,1.91082e+21,2.91713e+18,8.49321e+10,1.80362e+16,7.75103e+13,4.72991e+11,9.00429e+15
7.38e-09,1.90828e+21,2.91908e+18,8.51583e+10,1.80757e+16,7.77088e+13,4.74242e+11,9.01599e+15
7.41e-09,1.90575e+21,2.92102e+18,8.53845e+10,1.81152e+16,7.79073e+13,4.75493e+11,9.02769e+15
7.44e-09,1.90321e+21,2.92297e+18,8.56107e+10,1.81548e+16,7.81059e+13,4.76744e+11,9.03939e+15
7.47e-09,1.90067e+21,2.92492e+18,8.58369e+10,1.81943e+16,7.83044e+13,4.77995e+11,9.05109e+15
7.5e-09,1.89814e+21,2.92686e+18,8.60631e+10,1.82338e+16,7.85029e+13,4.79246e+11,9.06279e+15
7.53e-09,1.8956e+21,2.92881e+18,8.62893e+10,1.82734e+16,7.87015e+13,4.80497e+11,9.07449e+15
7.56e-09,1.89306e+21,2.93075e+18,8.65156e+10,1.83129e+16,7.89e+13,4.81748e+11,9.08619e+15
7.59e-09,1.89053e+21,2.9327e+18,8.67418e+10,1.83525e+16,7.90985e+13,4.82999e+11,9.09789e+15
7.62e-09,1.88799e+21,2.93465e+18,8.6968e+10,1.8392e+16,7.9297e+13,4.8425e+11,9.10959e+15
7.65e-09,1.88545e+21,2.93659e+18,8.71942e+10,1.84315e+16,7.94956e+13,4.85501e+11,9.12129e+15
7.68e-09,1.88292e+21,2.93854e+18,8.74204e+10,1.84711e+16,7.96941e+13,4.86752e+11,9.13299e+15
7.71e-09,1.88038e+21,2.94048e+18,8.76466e+10,1.85106e+16,7.98926e+13,4.88003e+11,9.14469e+15
7.74e-09,1.87784e+21,2.94243e+18,8.78728e+10,1.85501e+16,8.00911e+13,4.89254e+11,9.15639e+15
7.77e-09,1.87531e+21,2.94438e+18,8.8099e+10,1.85897e+16,8.02897e+13,4.90505e+11,9.16809e+15
7.8e-09,1.87277e+21,2.94632e+18,8.83253e+10,1.86292e+16,8.04882e+13,4.91756e+11,9.17979e+15
7.83e-09,1.87023e+21,2.94724e+18,8.85266e+10,1.86627e+16,8.06631e+13,4.92867e+11,9.1877e+15
7.86e-09,1.8677e+21,2.94815e+18,8.87279e+10,1.86962e+16,8.08381e+13,4.93978e+11,9.19562e+15
7.89e-09,1.86516e+21,2.94906e+18,8.89292e+10,1.87298e+16,8.1013e+13,4.95089e+11,9.20353e+15
7.92e-09,1.86263e+21,2.94998e+18,8.91305e+10,1.87633e+16,8.11879e+13,4.96201e+11,9.21144e+15
7.95e-09,1.86009e+21,2.95089e+18,8.93318e+10,1.87968e+16,8.13628e+13,4.97312e+11,9.21936e+15
7.98e-09,1.85756e+21,2.9518e+18,8.95331e+10,1.88303e+16,8.15378e+13,4.98423e+11,9.22727e+15
8.01e-09,1.85502e+21,2.95272e+18,8.97344e+10,1.88638e+16,8.17127e+13,4.99534e+11,9.23518e+15
8.04e-09,1.85249e+21,2.95363e+18,8.99357e+10,1.88973e+16,8.18876e+13,5.00645e+11,9.2431e+15
8.07e-09,1.84995e+21,2.95454e+18,9.0137e+10,1.89308e+16,8.20625e+13,5.01757e+11,9.25101e+15
8.1e-09,1.84741e+21,2.95546e+18,9.03383e+10,1.89643e+16,8.22375e+13,5.02868e+11,9.25893e+15
8.13e-09,1.84488e+21,2.95637e+18,9.05397e+10,1.89979e+16,8.24124e+13,5.03979e+11,9.26684e+15
8.16e-09,1.84234e+21,2.95728e+18,9.0741e+10,1.90314e+16,8.25873e+13,5.0509e+11,9.27475e+15
8.19e-09,1.83981e+21,2.9582e+18,9.09423e+10,1.90649e+16,8.27623e+13,5.06202e+11,9.28267e+15
8.22e-09,1.83727e+21,2.95911e+18,9.11436e+10,1.90984e+16,8.29372e+13,5.07313e+11,9.29058e+15
8.25e-09,1.83474e+21,2.96003e+18,9.13449e+10,1.91319e+16,8.31121e+13,5.08424e+11,9.29849e+15
8.28e-09,1.8322e+21,2.96094e+18,9.15462e+10,1.91654e+16,8.3287e+13,5.09535e+11,9.30641e+15
8.31e-09,1.82967e+21,2.96185e+18,9.17475e+10,1.91989e+16,8.3462e+13,5.10646e+11,9.31432e+15
8.34e-09,1.82713e+21,2.96277e+18,9.19488e+10,1.92324e+16,8.36369e+13,5.11758e+11,9.32224e+15
8.37e-09,1.82459e+21,2.96368e+18,9.21501e+10,1.92659e+16,8.38118e+13,5.12869e+11,9.33015e+15
8.4e-09,1.82206e+21,2.96459e+18,9.23514e+10,1.92995e+16,8.39868e+13,5.1398e+11,9.33806e+15
8.43e-09,1.81952e+21,2.96459e+18,9.25274e+10,1.93271e+16,8.41379e+13,5.14949e+11,9.34236e+15
8.46e-09,1.81699e+21,2.96458e+18,9.27034e+10,1.93547e+16,8.4289e+13,5.15919e+11,9.34666e+15
8.49e-09,1.81445e+21,2.96457e+18,9.28794e+10,1.93823e+16,8.44402e+13,5.16888e+11,9.35095e+15
8.52e-09,1.81192e+21,2.96456e+18,9.30554e+10,1.94099e+16,8.45913e+13,5.17858e+11,9.35525e+15
8.55e-09,1.80939e+21,2.96455e+18,9.32314e+10,1.94375e+16,8.47425e+13,5.18827e+11,9.35954e+15
8.58e-09,1.80685e+21,2.96454e+18,9.34073e+10,1.94652e+16,8.48936e+13,5.19796e+11,9.36384e+15
8.61e-09,1.80432e+21,2.96454e+18,9.35833e+10,1.94928e+16,8.50448e+13,5.20766e+11,9.36814e+15
8.64e-09,1.80178e+21,2.96453e+18,9.37593e+10,1.95204e+16,8.51959e+13,5.21735e+11,9.37243e+15
8.67e-09,1.79925e+21,2.96452e+18,9.39353e+10,1.9548e+16,8.5347e+13,5.22704e+11,9.37673e+15
8.7e-09,1.79671e+21,2.96451e+18,9.41113e+10,1.95756e+16,8.54982e+13,5.23674e+11,9.38103e+15
8.73e-09,1.79418e+21,2.9645e+18,9.42873e+10,1.96032e+16,8.56493e+13,5.24643e+11,9.38532e+15
8.76e-09,1.79164e+21,2.96449e+18,9.44633e+10,1.96309e+16,8.58005e+13,5.25612e+11,9.38962e+15
8.79e-09,1.78911e+21,2.96449e+18,9.46392e+10,1.96585e+16,8.59516e+13,5.26582e+11,9.39392e+15
8.82e-09,1.78657e+21,2.96448e+18,9.48152e+10,1.96861e+16,8.61028e+13,5.27551e+11,9.39821e+15
8.85e-09,1.78404e+21,2.96447e+18,9.49912e+10,1.97137e+16,8.62539e+13,5.28521e+11,9.40251e+15
8.88e-09,1.7815e+21,2.96446e+18,9.51672e+10,1.97413e+16,8.6405e+13,5.2949e+11,9.40681e+15
8.91e-09,1.77897e+21,2.96445e+18,9.53432e+10,1.97689e+16,8.65562e+13,5.30459e+11,9.4111e+15
8.94e-09,1.77644e+21,2.96444e+18,9.55192e+10,1.97965e+16,8.67073e+13,5.31429e+11,9.4154e+15
8.97e-09,1.7739e+21,2.96443e+18,9.56951e+10,1.98242e+16,8.68585e+13,5.32398e+11,9.4197e+15
9e-09,1.77137e+21,2.96443e+18,9.58711e+10,1.98518e+16,8.70096e+13,5.33367e+11,9.42399e+15
9.03e-09,1.76883e+21,2.9636e+18,9.60216e+10,1.98737e+16,8.7137e+13,5.34194e+11,9.42486e+15
9.06e-09,1.7663e+21,2.96277e+18,9.6172e+10,1.98955e+16,8.72643e+13,5.3502e+11,9.42574e+15
9.09e-09,1.76376e+21,2.96194e+18,9.63224e+10,1.99174e+16,8.73917e+13,5.35847e+11,9.42661e+15
9.12e-09,1.76123e+21,2.96111e+18,9.64729e+10,1.99393e+16,8.75191e+13,5.36673e+11,9.42748e+15
9.15e-09,1.7587e+21,2.96028e+18,9.66233e+10,1.99612e+16,8.76464e+13,5.375e+11,9.42835e+15
9.18e-09,1.75616e+21,2.95945e+18,9.67738e+10,1.99831e+16,8.77738e+13,5.38326e+11,9.42922e+15
9.21e-09,1.75363e+21,2.95862e+18,9.69242e+10,2.0005e+16,8.79011e+13,5.39153e+11,9.4301e+15
9.24e-09,1.75109e+21,2.9578e+18,9.70746e+10,2.00269e+16,8.80285e+13,5.39979e+11,9.43097e+15
9.27e-09,1.74856e+21,2.95697e+18,9.72251e+10,2.00488e+16,8.81559e+13,5.40806e+11,9.43184e+15
9.3e-09,1.74603e+21,2.95614e+18,9.73755e+10,2.00706e+16,8.82832e+13,5.41632e+11,9.43271e+15
9.33e-09,1.74349e+21,2.95531e+18,9.75259e+10,2.00925e+16,8.84106e+13,5.42459e+11,9.43358e+15
9.36e-09,1.74096e+21,2.95448e+18,9.76764e+10,2.01144e+16,8.85379e+13,5.43285e+11,9.43446e+15
9.39e-09,1.73843e+21,2.95365e+18,9.78268e+10,2.01363e+16,8.86653e+13,5.44112e+11,9.43533e+15
9.42e-09,1.73589e+21,2.95282e+18,9.79773e+10,2.01582e+16,8.87927e+13,5.44938e+11,9.4362e+15
9.45e-09,1.73336e+21,2.95199e+18,9.81277e+10,2.01801e+16,8.892e+13,5.45764e+11,9.43707e+15
9.48e-09,1.73082e+21,2.95117e+18,9.82781e+10,2.0202e+16,8.90474e+13,5.46591e+11,9.43794e+15
9.51e-09,1.72829e+21,2.95034e+18,9.84286e+10,2.02238e+16,8.91747e+13,5.47417e+11,9.43882e+15
9.54e-09,1.72576e+21,2.94951e+18,9.8579e+10,2.02457e+16,8.93021e+13,5.48244e+11,9.43969e+15
9.57e-09,1.72322e+21,2.94868e+18,9.87294e+10,2.02676e+16,8.94295e+13,5.4907e+11,9.44056e+15
9.6e-09,1.72069e+21,2.94785e+18,9.88799e+10,2.02895e+16,8.95568e+13,5.49897e+11,9.44143e+15
9.63e-09,1.71816e+21,2.94629e+18,9.90047e+10,2.03059e+16,8.96606e+13,5.5058e+11,9.43909e+15
9.66e-09,1.71562e+21,2.94474e+18,9.91296e+10,2.03222e+16,8.97643e+13,5.51264e+11,9.43675e+15
9.69e-09,1.71309e+21,2.94318e+18,9.92544e+10,2.03386e+16,8.98681e+13,5.51948e+11,9.43441e+15
9.72e-09,1.71056e+21,2.94163e+18,9.93793e+10,2.03549e+16,8.99718e+13,5.52631e+11,9.43207e+15
9.75e-09,1.70802e+21,2.94007e+18,9.95041e+10,2.03713e+16,9.00756e+13,5.53315e+11,9.42973e+15
9.78e-09,1.70549e+21,2.93852e+18,9.9629e+10,2.03876e+16,9.01793e+13,5.53999e+11,9.42739e+15
9.81e-09,1.70296e+21,2.93696e+18,9.97539e+10,2.0404e+16,9.02831e+13,5.54682e+11,9.42505e+15
9.84e-09,1.70042e+21,2.9354e+18,9.98787e+10,2.04203e+16,9.03868e+13,5.55366e+11,9.42271e+15
9.87e-09,1.69789e+21,2.93385e+18,1.00004e+11,2.04367e+16,9.04906e+13,5.56049e+11,9.42037e+15
9.9e-09,1.69536e+21,2.93229e+18,1.00128e+11,2.0453e+16,9.05943e+13,5.56733e+11,9.41802e+15
9.93e-09,1.69282e+21,2.93074e+18,1.00253e+11,2.04694e+16,9.06981e+13,5.57417e+11,9.41568e+15
9.96e-09,1.69029e+21,2.92918e+18,1.00378e+11,2.04857e+16,9.08018e+13,5.581e+11,9.41334e+15
9.99e-09,1.68776e+21,2.92763e+18,1.00503e+11,2.05021e+16,9.09056e+13,5.58784e+11,9.411e+15
1.002e-08,1.68522e+21,2.92607e+18,1.00628e+11,2.05184e+16,9.10094e+13,5.59468e+11,9.40866e+15
1.005e-08,1.68269e+21,2.92452e+18,1.00753e+11,2.05348e+16,9.11131e+13,5.60151e+11,9.40632e+15
1.008e-08,1.68016e+21,2.92296e+18,1.00878e+11,2.05512e+16,9.12169e+13,5.60835e+11,9.40398e+15
1.011e-08,1.67762e+21,2.9214e+18,1.01002e+11,2.05675e+16,9.13206e+13,5.61518e+11,9.40164e+15
1.014e-08,1.67509e+21,2.91985e+18,1.01127e+11,2.05839e+16,9.14244e+13,5.62202e+11,9.3993e+15
1.017e-08,1.67256e+21,2.91829e+18,1.01252e+11,2.06002e+16,9.15281e+13,5.62886e+11,9.39696e+15
1.02e-08,1.67003e+21,2.91674e+18,1.01377e+11,2.06166e+16,9.16319e+13,5.63569e+11,9.39462e+15
1.023e-08,1.66749e+21,2.91454e+18,1.01476e+11,2.06276e+16,9.17123e+13,5.64111e+11,9.38929e+15
1.026e-08,1.66496e+21,2.91234e+18,1.01576e+11,2.06387e+16,9.17928e+13,5.64653e+11,9.38397e+15
1.029e-08,1.66243e+21,2.91015e+18,1.01675e+11,2.06497e+16,9.18733e+13,5.65195e+11,9.37864e+15
1.032e-08,1.6599e+21,2.90795e+18,1.01775e+11,2.06607e+16,9.19538e+13,5.65736e+11,9.37332e+15
1.035e-08,1.65736e+21,2.90575e+18,1.01874e+11,2.06718e+16,9.20342e+13,5.66278e+11,9.36799e+15
1.038e-08,1.65483e+21,2.90356e+18,1.01973e+11,2.06828e+16,9.21147e+13,5.6682e+11,9.36267e+15
1.041e-08,1.6523e+21,2.90136e+18,1.02073e+11,2.06939e+16,9.21952e+13,5.67362e+11,9.35734e+15
1.044e-08,1.64976e+21,2.89916e+18,1.02172e+11,2.07049e+16,9.22756e+13,5.67903e+11,9.35202e+15
1.047e-08,1.64723e+21,2.89697e+18,1.02272e+11,2.0716e+16,9.23561e+13,5.68445e+11,9.34669e+15
1.05e-08,1.6447e+21,2.89477e+18,1.02371e+11,2.0727e+16,9.24366e+13,5.68987e+11,9.34136e+15
1.053e-08,1.64217e+21,2.89258e+18,1.0247e+11,2.0738e+16,9.25171e+13,5.69529e+11,9.33604e+15
1.056e-08,1.63963e+21,2.89038e+18,1.0257e+11,2.07491e+16,9.25975e+13,5.7007e+11,9.33071e+15
1.059e-08,1.6371e+21,2.88818e+18,1.02669e+11,2.07601e+16,9.2678e+13,5.70612e+11,9.32539e+15
1.062e-08,1.63457e+21,2.88599e+18,1.02769e+11,2.07712e+16,9.27585e+13,5.71154e+11,9.32006e+15
1.065e-08,1.63204e+21,2.88379e+18,1.02868e+11,2.07822e+16,9.28389e+13,5.71696e+11,9.31474e+15
1.068e-08,1.6295e+21,2.88159e+18,1.02967e+11,2.07933e+16,9.29194e+13,5.72237e+11,9.30941e+15
1.071e-08,1.62697e+21,2.8794e+18,1.03067e+11,2.08043e+16,9.29999e+13,5.72779e+11,9.30409e+15
1.074e-08,1.62444e+21,2.8772e+18,1.03166e+11,2.08153e+16,9.30803e+13,5.73321e+11,9.29876e+15
1.077e-08,1.62191e+21,2.875e+18,1.03266e+11,2.08264e+16,9.31608e+13,5.73863e+11,9.29344e+15
1.08e-08,1.61937e+21,2.87281e+18,1.03365e+11,2.08374e+16,9.32413e+13,5.74404e+11,9.28811e+15
1.083e-08,1.61684e+21,2.87005e+18,1.03439e+11,2.08434e+16,9.32989e+13,5.74806e+11,9.28004e+15
1.086e-08,1.61431e+21,2.86729e+18,1.03514e+11,2.08494e+16,9.33566e+13,5.75208e+11,9.27197e+15
1.089e-08,1.61178e+21,2.86453e+18,1.03588e+11,2.08553e+16,9.34143e+13,5.7561e+11,9.2639e+15
1.092e-08,1.60925e+21,2.86177e+18,1.03662e+11,2.08613e+16,9.34719e+13,5.76011e+11,9.25583e+15
1.095e-08,1.60671e+21,2.85902e+18,1.03736e+11,2.08673e+16,9.35296e+13,5.76413e+11,9.24776e+15
1.098e-08,1.60418e+21,2.85626e+18,1.03811e+11,2.08733e+16,9.35872e+13,5.76815e+11,9.23969e+15
1.101e-08,1.60165e+21,2.8535e+18,1.03885e+11,2.08792e+16,9.36449e+13,5.77217e+11,9.23163e+15
1.104e-08,1.59912e+21,2.85074e+18,1.03959e+11,2.08852e+16,9.37026e+13,5.77619e+11,9.22356e+15
1.107e-08,1.59659e+21,2.84798e+18,1.04033e+11,2.08912e+16,9.37602e+13,5.7802e+11,9.21549e+15
1.11e-08,1.59405e+21,2.84523e+18,1.04108e+11,2.08972e+16,9.38179e+13,5.78422e+11,9.20742e+15
1.113e-08,1.59152e+21,2.84247e+18,1.04182e+11,2.09031e+16,9.38755e+13,5.78824e+11,9.19935e+15
1.116e-08,1.58899e+21,2.83971e+18,1.04256e+11,2.09091e+16,9.39332e+13,5.79226e+11,9.19128e+15
1.119e-08,1.58646e+21,2.83695e+18,1.0433e+11,2.09151e+16,9.39908e+13,5.79627e+11,9.18321e+15
1.122e-08,1.58393e+21,2.83419e+18,1.04405e+11,2.0921e+16,9.40485e+13,5.80029e+11,9.17514e+15
1.125e-08,1.58139e+21,2.83143e+18,1.04479e+11,2.0927e+16,9.41062e+13,5.80431e+11,9.16707e+15
1.128e-08,1.57886e+21,2.82868e+18,1.04553e+11,2.0933e+16,9.41638e+13,5.80833e+11,9.159e+15
1.131e-08,1.57633e+21,2.82592e+18,1.04627e+11,2.0939e+16,9.42215e+13,5.81235e+11,9.15093e+15
1.134e-08,1.5738e+21,2.82316e+18,1.04702e+11,2.09449e+16,9.42791e+13,5.81636e+11,9.14286e+15
1.137e-08,1.57127e+21,2.8204e+18,1.04776e+11,2.09509e+16,9.43368e+13,5.82038e+11,9.13479e+15
1.14e-08,1.56874e+21,2.81764e+18,1.0485e+11,2.09569e+16,9.43944e+13,5.8244e+11,9.12672e+15
1.143e-08,1.5662e+21,2.8144e+18,1.049e+11,2.0958e+16,9.44299e+13,5.82704e+11,9.11616e+15
1.146e-08,1.56367e+21,2.81115e+18,1.04949e+11,2.09592e+16,9.44653e+13,5.82969e+11,9.10559e+15
1.149e-08,1.56114e+21,2.8079e+18,1.04999e+11,2.09604e+16,9.45007e+13,5.83233e+11,9.09503e+15
1.152e-08,1.55861e+21,2.80466e+18,1.05048e+11,2.09615e+16,9.45362e+13,5.83498e+11,9.08446e+15
1.155e-08,1.55608e+21,2.80141e+18,1.05098e+11,2.09627e+16,9.45716e+13,5.83762e+11,9.0739e+15
1.158e-08,1.55355e+21,2.79816e+18,1.05148e+11,2.09638e+16,9.46071e+13,5.84027e+11,9.06333e+15
1.161e-08,1.55101e+21,2.79491e+18,1.05197e+11,2.0965e+16,9.46425e+13,5.84292e+11,9.05277e+15
1.164e-08,1.54848e+21,2.79167e+18,1.05247e+11,2.09662e+16,9.46779e+13,5.84556e+11,9.0422e+15
1.167e-08,1.54595e+21,2.78842e+18,1.05296e+11,2.09673e+16,9.47134e+13,5.84821e+11,9.03164e+15
1.17e-08,1.54342e+21,2.78517e+18,1.05346e+11,2.09685e+16,9.47488e+13,5.85085e+11,9.02107e+15
1.173e-08,1.54089e+21,2.78193e+18,1.05395e+11,2.09696e+16,9.47842e+13,5.8535e+11,9.01051e+15
1.176e-08,1.53836e+21,2.77868e+18,1.05445e+11,2.09708e+16,9.48197e+13,5.85614e+11,8.99995e+15
1.179e-08,1.53583e+21,2.77543e+18,1.05494e+11,2.0972e+16,9.48551e+13,5.85879e+11,8.98938e+15
1.182e-08,1.53329e+21,2.77219e+18,1.05544e+11,2.09731e+16,9.48905e+13,5.86143e+11,8.97882e+15
1.185e-08,1.53076e+21,2.76894e+18,1.05593e+11,2.09743e+16,9.4926e+13,5.86408e+11,8.96825e+15
1.188e-08,1.52823e+21,2.76569e+18,1.05643e+11,2.09754e+16,9.49614e+13,5.86672e+11,8.95769e+15
1.191e-08,1.5257e+21,2.76244e+18,1.05693e+11,2.09766e+16,9.49968e+13,5.86937e+11,8.94712e+15
1.194e-08,1.52317e+21,2.7592e+18,1.05742e+11,2.09777e+16,9.50323e+13,5.87201e+11,8.93656e+15
1.197e-08,1.52064e+21,2.75595e+18,1.05792e+11,2.09789e+16,9.50677e+13,5.87466e+11,8.92599e+15
1.2e-08,1.51811e+21,2.7527e+18,1.05841e+11,2.09801e+16,9.51032e+13,5.8773e+11,8.91543e+15
1.203e-08,1.51557e+21,2.74903e+18,1.05867e+11,2.09767e+16,9.51171e+13,5.87861e+11,8.90262e+15
1.206e-08,1.51304e+21,2.74536e+18,1.05892e+11,2.09733e+16,9.5131e+13,5.87991e+11,8.88982e+15
1.209e-08,1.51051e+21,2.7417e+18,1.05918e+11,2.09699e+16,9.51449e+13,5.88122e+11,8.87702e+15
1.212e-08,1.50798e+21,2.73803e+18,1.05943e+11,2.09665e+16,9.51588e+13,5.88253e+11,8.86421e+15
1.215e-08,1.50545e+21,2.73436e+18,1.05968e+11,2.09631e+16,9.51727e+13,5.88384e+11,8.85141e+15
1.218e-08,1.50292e+21,2.73069e+18,1.05994e+11,2.09597e+16,9.51866e+13,5.88514e+11,8.8386e+15
1.221e-08,1.50039e+21,2.72702e+18,1.06019e+11,2.09563e+16,9.52005e+13,5.88645e+11,8.8258e+15
1.224e-08,1.49786e+21,2.72335e+18,1.06045e+11,2.09529e+16,9.52144e+13,5.88776e+11,8.813e+15
1.227e-08,1.49533e+21,2.71968e+18,1.0607e+11,2.09495e+16,9.52283e+13,5.88906e+11,8.80019e+15
1.23e-08,1.49279e+21,2.71601e+18,1.06096e+11,2.09462e+16,9.52422e+13,5.89037e+11,8.78739e+15
1.233e-08,1.49026e+21,2.71234e+18,1.06121e+11,2.09428e+16,9.52561e+13,5.89168e+11,8.77458e+15
1.236e-08,1.48773e+21,2.70867e+18,1.06146e+11,2.09394e+16,9.52701e+13,5.89298e+11,8.76178e+15
1.239e-08,1.4852e+21,2.705e+18,1.06172e+11,2.0936e+16,9.5284e+13,5.89429e+11,8.74897e+15
1.242e-08,1.48267e+21,2.70133e+18,1.06197e+11,2.09326e+16,9.52979e+13,5.8956e+11,8.73617e+15
1.245e-08,1.48014e+21,2.69767e+18,1.06223e+11,2.09292e+16,9.53118e+13,5.8969e+11,8.72337e+15
1.248e-08,1.47761e+21,2.694e+18,1.06248e+11,2.09258e+16,9.53257e+13,5.89821e+11,8.71056e+15
1.251e-08,1.47508e+21,2.69033e+18,1.06274e+11,2.09224e+16,9.53396e+13,5.89952e+11,8.69776e+15
1.254e-08,1.47255e+21,2.68666e+18,1.06299e+11,2.0919e+16,9.53535e+13,5.90082e+11,8.68495e+15
1.257e-08,1.47001e+21,2.68299e+18,1.06324e+11,2.09156e+16,9.53674e+13,5.90213e+11,8.67215e+15
1.26e-08,1.46748e+21,2.67932e+18,1.0635e+11,2.09123e+16,9.53813e+13,5.90344e+11,8.65934e+15
1.263e-08,1.46495e+21,2.67529e+18,1.06352e+11,2.09046e+16,9.53745e+13,5.90345e+11,8.64456e+15
1.266e-08,1.46242e+21,2.67126e+18,1.06354e+11,2.08969e+16,9.53677e+13,5.90345e+11,8.62977e+15
1.269e-08,1.45989e+21,2.66723e+18,1.06356e+11,2.08892e+16,9.53608e+13,5.90346e+11,8.61499e+15
1.272e-08,1.45736e+21,2.6632e+18,1.06358e+11,2.08816e+16,9.5354e+13,5.90347e+11,8.6002e+15
1.275e-08,1.45483e+21,2.65917e+18,1.0636e+11,2.08739e+16,9.53472e+13,5.90348e+11,8.58542e+15
1.278e-08,1.4523e+21,2.65514e+18,1.06362e+11,2.08662e+16,9.53403e+13,5.90349e+11,8.57063e+15
1.281e-08,1.44977e+21,2.65111e+18,1.06364e+11,2.08586e+16,9.53335e+13,5.9035e+11,8.55584e+15
1.284e-08,1.44724e+21,2.64708e+18,1.06366e+11,2.08509e+16,9.53267e+13,5.90351e+11,8.54106e+15
1.287e-08,1.44471e+21,2.64305e+18,1.06368e+11,2.08432e+16,9.53199e+13,5.90352e+11,8.52627e+15
1.29e-08,1.44218e+21,2.63902e+18,1.0637e+11,2.08356e+16,9.5313e+13,5.90353e+11,8.51149e+15
1.293e-08,1.43965e+21,2.63499e+18,1.06372e+11,2.08279e+16,9.53062e+13,5.90354e+11,8.4967e+15
1.296e-08,1.43711e+21,2.63096e+18,1.06374e+11,2.08202e+16,9.52994e+13,5.90355e+11,8.48191e+15
1.299e-08,1.43458e+21,2.62693e+18,1.06376e+11,2.08126e+16,9.52925e+13,5.90356e+11,8.46713e+15
1.302e-08,1.43205e+21,2.6229e+18,1.06378e+11,2.08049e+16,9.52857e+13,5.90357e+11,8.45234e+15
1.305e-08,1.42952e+21,2.61887e+18,1.0638e+11,2.07972e+16,9.52789e+13,5.90358e+11,8.43756e+15
1.308e-08,1.42699e+21,2.61484e+18,1.06382e+11,2.07896e+16,9.5272e+13,5.90359e+11,8.42277e+15
1.311e-08,1.42446e+21,2.61081e+18,1.06384e+11,2.07819e+16,9.52652e+13,5.90359e+11,8.40799e+15
1.314e-08,1.42193e+21,2.60678e+18,1.06386e+11,2.07742e+16,9.52584e+13,5.9036e+11,8.3932e+15
1.317e-08,1.4194e+21,2.60275e+18,1.06388e+11,2.07666e+16,9.52516e+13,5.90361e+11,8.37841e+15
1.32e-08,1.41687e+21,2.59872e+18,1.0639e+11,2.07589e+16,9.52447e+13,5.90362e+11,8.36363e+15
1.323e-08,1.41434e+21,2.59438e+18,1.0637e+11,2.07472e+16,9.5218e+13,5.90238e+11,8.34712e+15
1.326e-08,1.41181e+21,2.59005e+18,1.06349e+11,2.07355e+16,9.51913e+13,5.90114e+11,8.33061e+15
1.329e-08,1.40928e+21,2.58572e+18,1.06328e+11,2.07239e+16,9.51646e+13,5.8999e+11,8.3141e+15
