"cb","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.1561e+19,1,5.85e-09,5.85e-09,0,0
4.1682e+19,1,5.88e-09,5.88e-09,0,0
4.1802e+19,1,5.91e-09,5.91e-09,0,0
4.1923e+19,1,5.94e-09,5.94e-09,0,0
4.2043e+19,1,5.97e-09,5.97e-09,0,0
4.2164e+19,1,6e-09,6e-09,0,0
4.2263e+19,1,6.03e-09,6.03e-09,0,0
4.2363e+19,1,6.06e-09,6.06e-09,0,0
4.2462e+19,1,6.09e-09,6.09e-09,0,0
4.2561e+19,1,6.12e-09,6.12e-09,0,0
4.266e+19,1,6.15e-09,6.15e-09,0,0
4.276e+19,1,6.18e-09,6.18e-09,0,0
4.2859e+19,1,6.21e-09,6.21e-09,0,0
4.2958e+19,1,6.24e-09,6.24e-09,0,0
4.3058e+19,1,6.27e-09,6.27e-09,0,0
4.3157e+19,1,6.3e-09,6.3e-09,0,0
4.3256e+19,1,6.33e-09,6.33e-09,0,0
4.3356e+19,1,6.36e-09,6.36e-09,0,0
4.3455e+19,1,6.39e-09,6.39e-09,0,0
4.3554e+19,1,6.42e-09,6.42e-09,0,0
4.3654e+19,1,6.45e-09,6.45e-09,0,0
4.3753e+19,1,6.48e-09,6.48e-09,0,0
4.3852e+19,1,6.51e-09,6.51e-09,0,0
4.3952e+19,1,6.54e-09,6.54e-09,0,0
4.4051e+19,1,6.57e-09,6.57e-09,0,0
4.415e+19,1,6.6e-09,6.6e-09,0,0
4.4229e+19,1,6.63e-09,6.63e-09,0,0
4.4308e+19,1,6.66e-09,6.66e-09,0,0
4.4386e+19,1,6.69e-09,6.69e-09,0,0
4.4465e+19,1,6.72e-09,6.72e-09,0,0
4.4543e+19,1,6.75e-09,6.75e-09,0,0
4.4622e+19,1,6.78e-09,6.78e-09,0,0
4.4701e+19,1,6.81e-09,6.81e-09,0,0
4.4779e+19,1,6.84e-09,6.84e-09,0,0
4.4858e+19,1,6.87e-09,6.87e-09,0,0
4.4936e+19,1,6.9e-09,6.9e-09,0,0
4.5015e+19,1,6.93e-09,6.93e-09,0,0
4.5094e+19,1,6.96e-09,6.96e-09,0,0
4.5172e+19,1,6.99e-09,6.99e-09,0,0
4.5251e+19,1,7.02e-09,7.02e-09,0,0
4.5329e+19,1,7.05e-09,7.05e-09,0,0
4.5408e+19,1,7.08e-09,7.08e-09,0,0
4.5487e+19,1,7.11e-09,7.11e-09,0,0
4.5565e+19,1,7.14e-09,7.14e-09,0,0
4.5644e+19,1,7.17e-09,7.17e-09,0,0
4.5722e+19,1,7.2e-09,7.2e-09,0,0
4.5781e+19,1,7.23e-09,7.23e-09,0,0
4.5839e+19,1,7.26e-09,7.26e-09,0,0
4.5898e+19,1,7.29e-09,7.29e-09,0,0
4.5956e+19,1,7.32e-09,7.32e-09,0,0
4.6015e+19,1,7.35e-09,7.35e-09,0,0
