"arc_length","4","5","cb","2","3","6","1"
6.66e-09,3.50528e+12,1.299e+10,7.59022e+13,7.74497e+17,1.78561e+15,7.42625e+08,1.10704e+21
6.69e-09,3.51598e+12,1.30307e+10,7.60385e+13,7.75483e+17,1.79045e+15,7.44965e+08,1.10561e+21
6.72e-09,3.52668e+12,1.30714e+10,7.61749e+13,7.76469e+17,1.7953e+15,7.47304e+08,1.10419e+21
6.75e-09,3.53739e+12,1.3112e+10,7.63112e+13,7.77455e+17,1.80014e+15,7.49644e+08,1.10276e+21
6.78e-09,3.54809e+12,1.31527e+10,7.64475e+13,7.78441e+17,1.80498e+15,7.51983e+08,1.10134e+21
6.81e-09,3.55879e+12,1.31934e+10,7.65839e+13,7.79427e+17,1.80983e+15,7.54323e+08,1.09991e+21
6.84e-09,3.56949e+12,1.3234e+10,7.67202e+13,7.80413e+17,1.81467e+15,7.56662e+08,1.09849e+21
6.87e-09,3.58019e+12,1.32747e+10,7.68565e+13,7.81399e+17,1.81952e+15,7.59001e+08,1.09706e+21
6.9e-09,3.59089e+12,1.33153e+10,7.69929e+13,7.82385e+17,1.82436e+15,7.61341e+08,1.09564e+21
6.93e-09,3.60159e+12,1.3356e+10,7.71292e+13,7.83371e+17,1.8292e+15,7.6368e+08,1.09421e+21
6.96e-09,3.6123e+12,1.33967e+10,7.72655e+13,7.84357e+17,1.83405e+15,7.6602e+08,1.09279e+21
6.99e-09,3.623e+12,1.34373e+10,7.74019e+13,7.85343e+17,1.83889e+15,7.68359e+08,1.09136e+21
7.02e-09,3.6337e+12,1.3478e+10,7.75382e+13,7.86329e+17,1.84374e+15,7.70699e+08,1.08993e+21
7.05e-09,3.6444e+12,1.35187e+10,7.76745e+13,7.87315e+17,1.84858e+15,7.73038e+08,1.08851e+21
7.08e-09,3.6551e+12,1.35593e+10,7.78108e+13,7.88301e+17,1.85343e+15,7.75378e+08,1.08708e+21
7.11e-09,3.6658e+12,1.36e+10,7.79472e+13,7.89287e+17,1.85827e+15,7.77717e+08,1.08566e+21
7.14e-09,3.6765e+12,1.36406e+10,7.80835e+13,7.90273e+17,1.86311e+15,7.80057e+08,1.08423e+21
7.17e-09,3.6872e+12,1.36813e+10,7.82199e+13,7.91259e+17,1.86796e+15,7.82396e+08,1.08281e+21
7.2e-09,3.69791e+12,1.3722e+10,7.83562e+13,7.92245e+17,1.8728e+15,7.84735e+08,1.08138e+21
7.23e-09,3.70748e+12,1.37586e+10,7.8458e+13,7.92923e+17,1.87701e+15,7.86846e+08,1.07996e+21
7.26e-09,3.71706e+12,1.37952e+10,7.85598e+13,7.93601e+17,1.88122e+15,7.88957e+08,1.07853e+21
7.29e-09,3.72663e+12,1.38318e+10,7.86617e+13,7.94279e+17,1.88543e+15,7.91068e+08,1.07711e+21
7.32e-09,3.73621e+12,1.38685e+10,7.87635e+13,7.94957e+17,1.88963e+15,7.93179e+08,1.07568e+21
7.35e-09,3.74578e+12,1.39051e+10,7.88653e+13,7.95635e+17,1.89384e+15,7.9529e+08,1.07426e+21
7.38e-09,3.75536e+12,1.39417e+10,7.89672e+13,7.96313e+17,1.89805e+15,7.97401e+08,1.07283e+21
7.41e-09,3.76493e+12,1.39783e+10,7.9069e+13,7.96991e+17,1.90226e+15,7.99512e+08,1.07141e+21
7.44e-09,3.77451e+12,1.4015e+10,7.91708e+13,7.97669e+17,1.90646e+15,8.01622e+08,1.06998e+21
7.47e-09,3.78408e+12,1.40516e+10,7.92726e+13,7.98347e+17,1.91067e+15,8.03733e+08,1.06856e+21
7.5e-09,3.79366e+12,1.40882e+10,7.93745e+13,7.99025e+17,1.91488e+15,8.05844e+08,1.06713e+21
7.53e-09,3.80323e+12,1.41248e+10,7.94763e+13,7.99703e+17,1.91909e+15,8.07955e+08,1.06571e+21
7.56e-09,3.81281e+12,1.41615e+10,7.95781e+13,8.0038e+17,1.92329e+15,8.10066e+08,1.06428e+21
7.59e-09,3.82239e+12,1.41981e+10,7.968e+13,8.01058e+17,1.9275e+15,8.12177e+08,1.06286e+21
7.62e-09,3.83196e+12,1.42347e+10,7.97818e+13,8.01736e+17,1.93171e+15,8.14288e+08,1.06143e+21
7.65e-09,3.84154e+12,1.42713e+10,7.98836e+13,8.02414e+17,1.93592e+15,8.16399e+08,1.06001e+21
7.68e-09,3.85111e+12,1.4308e+10,7.99854e+13,8.03092e+17,1.94013e+15,8.18509e+08,1.05858e+21
7.71e-09,3.86069e+12,1.43446e+10,8.00873e+13,8.0377e+17,1.94433e+15,8.2062e+08,1.05716e+21
7.74e-09,3.87026e+12,1.43812e+10,8.01891e+13,8.04448e+17,1.94854e+15,8.22731e+08,1.05573e+21
7.77e-09,3.87984e+12,1.44178e+10,8.02909e+13,8.05126e+17,1.95275e+15,8.24842e+08,1.05431e+21
7.8e-09,3.88941e+12,1.44545e+10,8.03928e+13,8.05804e+17,1.95696e+15,8.26953e+08,1.05288e+21
7.83e-09,3.89784e+12,1.44869e+10,8.04613e+13,8.06203e+17,1.96053e+15,8.28829e+08,1.05146e+21
7.86e-09,3.90627e+12,1.45194e+10,8.05299e+13,8.06602e+17,1.96411e+15,8.30706e+08,1.05003e+21
7.89e-09,3.91471e+12,1.45519e+10,8.05985e+13,8.07001e+17,1.96769e+15,8.32583e+08,1.04861e+21
7.92e-09,3.92314e+12,1.45844e+10,8.06671e+13,8.074e+17,1.97127e+15,8.34459e+08,1.04718e+21
7.95e-09,3.93157e+12,1.46169e+10,8.07357e+13,8.07799e+17,1.97485e+15,8.36335e+08,1.04576e+21
7.98e-09,3.94e+12,1.46494e+10,8.08043e+13,8.08198e+17,1.97843e+15,8.38212e+08,1.04433e+21
8.01e-09,3.94843e+12,1.46819e+10,8.08729e+13,8.08597e+17,1.982e+15,8.40089e+08,1.04291e+21
8.04e-09,3.95686e+12,1.47144e+10,8.09415e+13,8.08996e+17,1.98558e+15,8.41965e+08,1.04148e+21
8.07e-09,3.96529e+12,1.47469e+10,8.101e+13,8.09395e+17,1.98916e+15,8.43842e+08,1.04006e+21
8.1e-09,3.97372e+12,1.47794e+10,8.10786e+13,8.09794e+17,1.99274e+15,8.45718e+08,1.03863e+21
8.13e-09,3.98215e+12,1.48119e+10,8.11472e+13,8.10193e+17,1.99632e+15,8.47595e+08,1.03721e+21
8.16e-09,3.99058e+12,1.48444e+10,8.12158e+13,8.10592e+17,1.99989e+15,8.49471e+08,1.03578e+21
8.19e-09,3.99901e+12,1.48769e+10,8.12844e+13,8.10991e+17,2.00347e+15,8.51348e+08,1.03436e+21
8.22e-09,4.00744e+12,1.49093e+10,8.1353e+13,8.1139e+17,2.00705e+15,8.53224e+08,1.03293e+21
8.25e-09,4.01587e+12,1.49418e+10,8.14216e+13,8.11789e+17,2.01063e+15,8.55101e+08,1.03151e+21
8.28e-09,4.0243e+12,1.49743e+10,8.14901e+13,8.12188e+17,2.01421e+15,8.56977e+08,1.03008e+21
8.31e-09,4.03273e+12,1.50068e+10,8.15587e+13,8.12587e+17,2.01778e+15,8.58854e+08,1.02866e+21
8.34e-09,4.04116e+12,1.50393e+10,8.16273e+13,8.12986e+17,2.02136e+15,8.6073e+08,1.02724e+21
8.37e-09,4.0496e+12,1.50718e+10,8.16959e+13,8.13385e+17,2.02494e+15,8.62607e+08,1.02581e+21
8.4e-09,4.05803e+12,1.51043e+10,8.17645e+13,8.13784e+17,2.02852e+15,8.64483e+08,1.02439e+21
8.43e-09,4.0653e+12,1.51326e+10,8.18013e+13,8.13931e+17,2.03148e+15,8.66122e+08,1.02296e+21
8.46e-09,4.07258e+12,1.51609e+10,8.18382e+13,8.14078e+17,2.03444e+15,8.6776e+08,1.02154e+21
8.49e-09,4.07986e+12,1.51892e+10,8.1875e+13,8.14225e+17,2.0374e+15,8.69398e+08,1.02011e+21
8.52e-09,4.08713e+12,1.52175e+10,8.19119e+13,8.14373e+17,2.04036e+15,8.71037e+08,1.01869e+21
8.55e-09,4.09441e+12,1.52458e+10,8.19487e+13,8.1452e+17,2.04332e+15,8.72675e+08,1.01726e+21
8.58e-09,4.10169e+12,1.52741e+10,8.19855e+13,8.14667e+17,2.04628e+15,8.74313e+08,1.01584e+21
8.61e-09,4.10897e+12,1.53024e+10,8.20224e+13,8.14814e+17,2.04924e+15,8.75952e+08,1.01442e+21
8.64e-09,4.11624e+12,1.53307e+10,8.20592e+13,8.14961e+17,2.0522e+15,8.7759e+08,1.01299e+21
8.67e-09,4.12352e+12,1.5359e+10,8.20961e+13,8.15108e+17,2.05516e+15,8.79228e+08,1.01157e+21
8.7e-09,4.1308e+12,1.53873e+10,8.21329e+13,8.15256e+17,2.05812e+15,8.80867e+08,1.01014e+21
8.73e-09,4.13807e+12,1.54156e+10,8.21698e+13,8.15403e+17,2.06108e+15,8.82505e+08,1.00872e+21
8.76e-09,4.14535e+12,1.54439e+10,8.22066e+13,8.1555e+17,2.06404e+15,8.84143e+08,1.00729e+21
8.79e-09,4.15263e+12,1.54722e+10,8.22434e+13,8.15697e+17,2.067e+15,8.85782e+08,1.00587e+21
8.82e-09,4.1599e+12,1.55005e+10,8.22803e+13,8.15844e+17,2.06996e+15,8.8742e+08,1.00444e+21
8.85e-09,4.16718e+12,1.55288e+10,8.23171e+13,8.15991e+17,2.07292e+15,8.89058e+08,1.00302e+21
8.88e-09,4.17446e+12,1.55571e+10,8.2354e+13,8.16138e+17,2.07589e+15,8.90697e+08,1.0016e+21
8.91e-09,4.18173e+12,1.55854e+10,8.23908e+13,8.16286e+17,2.07885e+15,8.92335e+08,1.00017e+21
8.94e-09,4.18901e+12,1.56137e+10,8.24277e+13,8.16433e+17,2.08181e+15,8.93973e+08,9.98747e+20
8.97e-09,4.19629e+12,1.5642e+10,8.24645e+13,8.1658e+17,2.08477e+15,8.95612e+08,9.97323e+20
9e-09,4.20357e+12,1.56703e+10,8.25013e+13,8.16727e+17,2.08773e+15,8.9725e+08,9.95898e+20
9.03e-09,4.20969e+12,1.56944e+10,8.25082e+13,8.16648e+17,2.09009e+15,8.98648e+08,9.94474e+20
9.06e-09,4.21581e+12,1.57184e+10,8.2515e+13,8.16568e+17,2.09244e+15,9.00046e+08,9.9305e+20
9.09e-09,4.22194e+12,1.57425e+10,8.25218e+13,8.16489e+17,2.0948e+15,9.01444e+08,9.91626e+20
9.12e-09,4.22806e+12,1.57666e+10,8.25286e+13,8.16409e+17,2.09716e+15,9.02843e+08,9.90202e+20
9.15e-09,4.23418e+12,1.57907e+10,8.25354e+13,8.1633e+17,2.09952e+15,9.04241e+08,9.88778e+20
9.18e-09,4.24031e+12,1.58148e+10,8.25422e+13,8.1625e+17,2.10188e+15,9.05639e+08,9.87354e+20
9.21e-09,4.24643e+12,1.58388e+10,8.2549e+13,8.16171e+17,2.10424e+15,9.07037e+08,9.8593e+20
9.24e-09,4.25255e+12,1.58629e+10,8.25558e+13,8.16091e+17,2.1066e+15,9.08435e+08,9.84505e+20
9.27e-09,4.25868e+12,1.5887e+10,8.25626e+13,8.16012e+17,2.10895e+15,9.09834e+08,9.83081e+20
9.3e-09,4.2648e+12,1.59111e+10,8.25694e+13,8.15932e+17,2.11131e+15,9.11232e+08,9.81657e+20
9.33e-09,4.27092e+12,1.59352e+10,8.25762e+13,8.15853e+17,2.11367e+15,9.1263e+08,9.80233e+20
9.36e-09,4.27705e+12,1.59592e+10,8.2583e+13,8.15773e+17,2.11603e+15,9.14028e+08,9.78809e+20
9.39e-09,4.28317e+12,1.59833e+10,8.25898e+13,8.15694e+17,2.11839e+15,9.15426e+08,9.77385e+20
9.42e-09,4.28929e+12,1.60074e+10,8.25966e+13,8.15614e+17,2.12075e+15,9.16825e+08,9.75961e+20
9.45e-09,4.29542e+12,1.60315e+10,8.26034e+13,8.15535e+17,2.12311e+15,9.18223e+08,9.74537e+20
9.48e-09,4.30154e+12,1.60556e+10,8.26102e+13,8.15455e+17,2.12546e+15,9.19621e+08,9.73113e+20
9.51e-09,4.30766e+12,1.60796e+10,8.2617e+13,8.15376e+17,2.12782e+15,9.21019e+08,9.71688e+20
9.54e-09,4.31379e+12,1.61037e+10,8.26238e+13,8.15296e+17,2.13018e+15,9.22417e+08,9.70264e+20
9.57e-09,4.31991e+12,1.61278e+10,8.26306e+13,8.15217e+17,2.13254e+15,9.23815e+08,9.6884e+20
9.6e-09,4.32604e+12,1.61519e+10,8.26374e+13,8.15137e+17,2.1349e+15,9.25214e+08,9.67416e+20
9.63e-09,4.33101e+12,1.61717e+10,8.26161e+13,8.14854e+17,2.13668e+15,9.26371e+08,9.65992e+20
9.66e-09,4.33599e+12,1.61916e+10,8.25947e+13,8.14572e+17,2.13845e+15,9.27529e+08,9.64568e+20
9.69e-09,4.34097e+12,1.62115e+10,8.25734e+13,8.14289e+17,2.14023e+15,9.28687e+08,9.63145e+20
9.72e-09,4.34595e+12,1.62313e+10,8.2552e+13,8.14006e+17,2.142e+15,9.29845e+08,9.61721e+20
9.75e-09,4.35093e+12,1.62512e+10,8.25306e+13,8.13723e+17,2.14378e+15,9.31003e+08,9.60297e+20
9.78e-09,4.35591e+12,1.6271e+10,8.25093e+13,8.13441e+17,2.14556e+15,9.32161e+08,9.58873e+20
9.81e-09,4.36089e+12,1.62909e+10,8.24879e+13,8.13158e+17,2.14733e+15,9.33319e+08,9.57449e+20
9.84e-09,4.36586e+12,1.63108e+10,8.24666e+13,8.12875e+17,2.14911e+15,9.34476e+08,9.56025e+20
9.87e-09,4.37084e+12,1.63306e+10,8.24452e+13,8.12592e+17,2.15088e+15,9.35634e+08,9.54602e+20
9.9e-09,4.37582e+12,1.63505e+10,8.24239e+13,8.1231e+17,2.15266e+15,9.36792e+08,9.53178e+20
9.93e-09,4.3808e+12,1.63704e+10,8.24025e+13,8.12027e+17,2.15444e+15,9.3795e+08,9.51754e+20
9.96e-09,4.38578e+12,1.63902e+10,8.23812e+13,8.11744e+17,2.15621e+15,9.39108e+08,9.5033e+20
9.99e-09,4.39076e+12,1.64101e+10,8.23598e+13,8.11461e+17,2.15799e+15,9.40266e+08,9.48906e+20
1.002e-08,4.39574e+12,1.64299e+10,8.23384e+13,8.11179e+17,2.15977e+15,9.41423e+08,9.47482e+20
1.005e-08,4.40071e+12,1.64498e+10,8.23171e+13,8.10896e+17,2.16154e+15,9.42581e+08,9.46058e+20
1.008e-08,4.40569e+12,1.64697e+10,8.22957e+13,8.10613e+17,2.16332e+15,9.43739e+08,9.44635e+20
1.011e-08,4.41067e+12,1.64895e+10,8.22744e+13,8.1033e+17,2.16509e+15,9.44897e+08,9.43211e+20
1.014e-08,4.41565e+12,1.65094e+10,8.2253e+13,8.10047e+17,2.16687e+15,9.46055e+08,9.41787e+20
1.017e-08,4.42063e+12,1.65293e+10,8.22317e+13,8.09765e+17,2.16865e+15,9.47213e+08,9.40363e+20
1.02e-08,4.42561e+12,1.65491e+10,8.22103e+13,8.09482e+17,2.17042e+15,9.48371e+08,9.38939e+20
1.023e-08,4.42946e+12,1.65648e+10,8.21628e+13,8.09018e+17,2.17164e+15,9.49289e+08,9.37516e+20
1.026e-08,4.43331e+12,1.65805e+10,8.21153e+13,8.08553e+17,2.17285e+15,9.50208e+08,9.36092e+20
1.029e-08,4.43716e+12,1.65962e+10,8.20678e+13,8.08089e+17,2.17407e+15,9.51127e+08,9.34668e+20
1.032e-08,4.44101e+12,1.66118e+10,8.20203e+13,8.07625e+17,2.17528e+15,9.52046e+08,9.33245e+20
1.035e-08,4.44486e+12,1.66275e+10,8.19728e+13,8.07161e+17,2.1765e+15,9.52965e+08,9.31821e+20
1.038e-08,4.44871e+12,1.66432e+10,8.19253e+13,8.06696e+17,2.17772e+15,9.53884e+08,9.30398e+20
1.041e-08,4.45256e+12,1.66589e+10,8.18778e+13,8.06232e+17,2.17893e+15,9.54803e+08,9.28974e+20
1.044e-08,4.45641e+12,1.66746e+10,8.18303e+13,8.05768e+17,2.18015e+15,9.55722e+08,9.2755e+20
1.047e-08,4.46026e+12,1.66902e+10,8.17828e+13,8.05304e+17,2.18136e+15,9.56641e+08,9.26127e+20
1.05e-08,4.46411e+12,1.67059e+10,8.17353e+13,8.04839e+17,2.18258e+15,9.5756e+08,9.24703e+20
1.053e-08,4.46796e+12,1.67216e+10,8.16878e+13,8.04375e+17,2.18379e+15,9.58479e+08,9.2328e+20
1.056e-08,4.47181e+12,1.67373e+10,8.16403e+13,8.03911e+17,2.18501e+15,9.59398e+08,9.21856e+20
1.059e-08,4.47566e+12,1.6753e+10,8.15928e+13,8.03446e+17,2.18623e+15,9.60317e+08,9.20432e+20
1.062e-08,4.47951e+12,1.67686e+10,8.15453e+13,8.02982e+17,2.18744e+15,9.61236e+08,9.19009e+20
1.065e-08,4.48336e+12,1.67843e+10,8.14978e+13,8.02518e+17,2.18866e+15,9.62155e+08,9.17585e+20
1.068e-08,4.48721e+12,1.68e+10,8.14503e+13,8.02054e+17,2.18987e+15,9.63074e+08,9.16161e+20
1.071e-08,4.49106e+12,1.68157e+10,8.14028e+13,8.01589e+17,2.19109e+15,9.63993e+08,9.14738e+20
1.074e-08,4.49491e+12,1.68313e+10,8.13553e+13,8.01125e+17,2.1923e+15,9.64911e+08,9.13314e+20
1.077e-08,4.49876e+12,1.6847e+10,8.13078e+13,8.00661e+17,2.19352e+15,9.6583e+08,9.11891e+20
1.08e-08,4.50261e+12,1.68627e+10,8.12603e+13,8.00197e+17,2.19474e+15,9.66749e+08,9.10467e+20
1.083e-08,4.50535e+12,1.68743e+10,8.11887e+13,7.99571e+17,2.19541e+15,9.67432e+08,9.09044e+20
1.086e-08,4.50809e+12,1.68858e+10,8.11172e+13,7.98945e+17,2.19609e+15,9.68115e+08,9.0762e+20
1.089e-08,4.51084e+12,1.68974e+10,8.10457e+13,7.9832e+17,2.19677e+15,9.68798e+08,9.06197e+20
1.092e-08,4.51358e+12,1.69089e+10,8.09742e+13,7.97694e+17,2.19745e+15,9.69481e+08,9.04773e+20
1.095e-08,4.51633e+12,1.69205e+10,8.09026e+13,7.97069e+17,2.19813e+15,9.70164e+08,9.0335e+20
1.098e-08,4.51907e+12,1.6932e+10,8.08311e+13,7.96443e+17,2.19881e+15,9.70847e+08,9.01927e+20
1.101e-08,4.52182e+12,1.69436e+10,8.07596e+13,7.95817e+17,2.19949e+15,9.7153e+08,9.00503e+20
1.104e-08,4.52456e+12,1.69551e+10,8.06881e+13,7.95192e+17,2.20017e+15,9.72213e+08,8.9908e+20
1.107e-08,4.5273e+12,1.69667e+10,8.06166e+13,7.94566e+17,2.20085e+15,9.72896e+08,8.97656e+20
1.11e-08,4.53005e+12,1.69782e+10,8.0545e+13,7.93941e+17,2.20153e+15,9.73579e+08,8.96233e+20
1.113e-08,4.53279e+12,1.69898e+10,8.04735e+13,7.93315e+17,2.20221e+15,9.74262e+08,8.9481e+20
1.116e-08,4.53554e+12,1.70014e+10,8.0402e+13,7.92689e+17,2.20289e+15,9.74945e+08,8.93386e+20
1.119e-08,4.53828e+12,1.70129e+10,8.03305e+13,7.92064e+17,2.20357e+15,9.75628e+08,8.91963e+20
1.122e-08,4.54103e+12,1.70245e+10,8.02589e+13,7.91438e+17,2.20425e+15,9.76311e+08,8.90539e+20
1.125e-08,4.54377e+12,1.7036e+10,8.01874e+13,7.90813e+17,2.20493e+15,9.76994e+08,8.89116e+20
1.128e-08,4.54651e+12,1.70476e+10,8.01159e+13,7.90187e+17,2.20561e+15,9.77678e+08,8.87693e+20
1.131e-08,4.54926e+12,1.70591e+10,8.00444e+13,7.89561e+17,2.20629e+15,9.78361e+08,8.86269e+20
1.134e-08,4.552e+12,1.70707e+10,7.99729e+13,7.88936e+17,2.20697e+15,9.79044e+08,8.84846e+20
1.137e-08,4.55475e+12,1.70822e+10,7.99013e+13,7.8831e+17,2.20764e+15,9.79727e+08,8.83422e+20
1.14e-08,4.55749e+12,1.70938e+10,7.98298e+13,7.87684e+17,2.20832e+15,9.8041e+08,8.81999e+20
1.143e-08,4.55916e+12,1.71013e+10,7.97365e+13,7.86916e+17,2.20849e+15,9.80861e+08,8.80576e+20
1.146e-08,4.56083e+12,1.71088e+10,7.96431e+13,7.86148e+17,2.20866e+15,9.81312e+08,8.79152e+20
1.149e-08,4.56249e+12,1.71163e+10,7.95498e+13,7.8538e+17,2.20883e+15,9.81764e+08,8.77729e+20
1.152e-08,4.56416e+12,1.71238e+10,7.94565e+13,7.84612e+17,2.209e+15,9.82215e+08,8.76306e+20
1.155e-08,4.56583e+12,1.71313e+10,7.93631e+13,7.83843e+17,2.20917e+15,9.82667e+08,8.74883e+20
1.158e-08,4.5675e+12,1.71389e+10,7.92698e+13,7.83075e+17,2.20934e+15,9.83118e+08,8.7346e+20
1.161e-08,4.56916e+12,1.71464e+10,7.91764e+13,7.82307e+17,2.20951e+15,9.8357e+08,8.72036e+20
1.164e-08,4.57083e+12,1.71539e+10,7.90831e+13,7.81539e+17,2.20968e+15,9.84021e+08,8.70613e+20
1.167e-08,4.5725e+12,1.71614e+10,7.89898e+13,7.8077e+17,2.20985e+15,9.84472e+08,8.6919e+20
1.17e-08,4.57416e+12,1.71689e+10,7.88964e+13,7.80002e+17,2.21002e+15,9.84924e+08,8.67767e+20
1.173e-08,4.57583e+12,1.71764e+10,7.88031e+13,7.79234e+17,2.21018e+15,9.85375e+08,8.66343e+20
1.176e-08,4.5775e+12,1.71839e+10,7.87098e+13,7.78466e+17,2.21035e+15,9.85827e+08,8.6492e+20
1.179e-08,4.57917e+12,1.71914e+10,7.86164e+13,7.77698e+17,2.21052e+15,9.86278e+08,8.63497e+20
1.182e-08,4.58083e+12,1.7199e+10,7.85231e+13,7.76929e+17,2.21069e+15,9.8673e+08,8.62074e+20
1.185e-08,4.5825e+12,1.72065e+10,7.84297e+13,7.76161e+17,2.21086e+15,9.87181e+08,8.60651e+20
1.188e-08,4.58417e+12,1.7214e+10,7.83364e+13,7.75393e+17,2.21103e+15,9.87632e+08,8.59227e+20
1.191e-08,4.58584e+12,1.72215e+10,7.82431e+13,7.74625e+17,2.2112e+15,9.88084e+08,8.57804e+20
1.194e-08,4.5875e+12,1.7229e+10,7.81497e+13,7.73856e+17,2.21137e+15,9.88535e+08,8.56381e+20
1.197e-08,4.58917e+12,1.72365e+10,7.80564e+13,7.73088e+17,2.21154e+15,9.88987e+08,8.54958e+20
1.2e-08,4.59084e+12,1.7244e+10,7.7963e+13,7.7232e+17,2.21171e+15,9.89438e+08,8.53534e+20
1.203e-08,4.59146e+12,1.72476e+10,7.78501e+13,7.71426e+17,2.21139e+15,9.89664e+08,8.52111e+20
1.206e-08,4.59209e+12,1.72512e+10,7.77372e+13,7.70533e+17,2.21108e+15,9.89889e+08,8.50688e+20
1.209e-08,4.59271e+12,1.72548e+10,7.76243e+13,7.6964e+17,2.21076e+15,9.90115e+08,8.49265e+20
1.212e-08,4.59334e+12,1.72583e+10,7.75114e+13,7.68746e+17,2.21045e+15,9.9034e+08,8.47842e+20
1.215e-08,4.59397e+12,1.72619e+10,7.73985e+13,7.67852e+17,2.21014e+15,9.90566e+08,8.46419e+20
1.218e-08,4.59459e+12,1.72655e+10,7.72856e+13,7.66959e+17,2.20982e+15,9.90791e+08,8.44996e+20
1.221e-08,4.59521e+12,1.72691e+10,7.71727e+13,7.66065e+17,2.20951e+15,9.91017e+08,8.43573e+20
1.224e-08,4.59584e+12,1.72726e+10,7.70598e+13,7.65172e+17,2.20919e+15,9.91242e+08,8.4215e+20
1.227e-08,4.59646e+12,1.72762e+10,7.69469e+13,7.64278e+17,2.20888e+15,9.91467e+08,8.40727e+20
1.23e-08,4.59709e+12,1.72798e+10,7.6834e+13,7.63385e+17,2.20857e+15,9.91693e+08,8.39304e+20
1.233e-08,4.59772e+12,1.72834e+10,7.67211e+13,7.62491e+17,2.20825e+15,9.91918e+08,8.37881e+20
1.236e-08,4.59834e+12,1.72869e+10,7.66082e+13,7.61598e+17,2.20794e+15,9.92144e+08,8.36458e+20
1.239e-08,4.59897e+12,1.72905e+10,7.64953e+13,7.60704e+17,2.20762e+15,9.92369e+08,8.35035e+20
1.242e-08,4.59959e+12,1.72941e+10,7.63824e+13,7.59811e+17,2.20731e+15,9.92595e+08,8.33612e+20
1.245e-08,4.60022e+12,1.72977e+10,7.62695e+13,7.58917e+17,2.20699e+15,9.9282e+08,8.32188e+20
1.248e-08,4.60084e+12,1.73012e+10,7.61566e+13,7.58024e+17,2.20668e+15,9.93046e+08,8.30765e+20
1.251e-08,4.60147e+12,1.73048e+10,7.60437e+13,7.5713e+17,2.20637e+15,9.93271e+08,8.29342e+20
1.254e-08,4.60209e+12,1.73084e+10,7.59308e+13,7.56237e+17,2.20605e+15,9.93497e+08,8.27919e+20
1.257e-08,4.60272e+12,1.7312e+10,7.58179e+13,7.55343e+17,2.20574e+15,9.93722e+08,8.26496e+20
1.26e-08,4.60334e+12,1.73155e+10,7.5705e+13,7.5445e+17,2.20542e+15,9.93948e+08,8.25073e+20
1.263e-08,4.60296e+12,1.73153e+10,7.55748e+13,7.53447e+17,2.20465e+15,9.93954e+08,8.2365e+20
1.266e-08,4.60258e+12,1.73151e+10,7.54446e+13,7.52444e+17,2.20388e+15,9.9396e+08,8.22227e+20
1.269e-08,4.6022e+12,1.73148e+10,7.53144e+13,7.51442e+17,2.20312e+15,9.93967e+08,8.20804e+20
1.272e-08,4.60183e+12,1.73146e+10,7.51842e+13,7.50439e+17,2.20235e+15,9.93973e+08,8.19381e+20
1.275e-08,4.60145e+12,1.73144e+10,7.5054e+13,7.49436e+17,2.20158e+15,9.93979e+08,8.17959e+20
1.278e-08,4.60107e+12,1.73141e+10,7.49238e+13,7.48433e+17,2.20081e+15,9.93985e+08,8.16536e+20
1.281e-08,4.60069e+12,1.73139e+10,7.47936e+13,7.47431e+17,2.20004e+15,9.93992e+08,8.15113e+20
1.284e-08,4.60031e+12,1.73137e+10,7.46634e+13,7.46428e+17,2.19927e+15,9.93998e+08,8.1369e+20
1.287e-08,4.59993e+12,1.73134e+10,7.45332e+13,7.45425e+17,2.1985e+15,9.94004e+08,8.12267e+20
1.29e-08,4.59955e+12,1.73132e+10,7.44031e+13,7.44422e+17,2.19773e+15,9.94011e+08,8.10844e+20
1.293e-08,4.59917e+12,1.73129e+10,7.42729e+13,7.4342e+17,2.19696e+15,9.94017e+08,8.09421e+20
1.296e-08,4.5988e+12,1.73127e+10,7.41427e+13,7.42417e+17,2.19619e+15,9.94023e+08,8.07998e+20
1.299e-08,4.59842e+12,1.73125e+10,7.40125e+13,7.41414e+17,2.19542e+15,9.9403e+08,8.06575e+20
1.302e-08,4.59804e+12,1.73122e+10,7.38823e+13,7.40411e+17,2.19465e+15,9.94036e+08,8.05152e+20
1.305e-08,4.59766e+12,1.7312e+10,7.37521e+13,7.39409e+17,2.19388e+15,9.94042e+08,8.03729e+20
1.308e-08,4.59728e+12,1.73118e+10,7.36219e+13,7.38406e+17,2.19311e+15,9.94048e+08,8.02306e+20
1.311e-08,4.5969e+12,1.73115e+10,7.34917e+13,7.37403e+17,2.19234e+15,9.94055e+08,8.00883e+20
1.314e-08,4.59652e+12,1.73113e+10,7.33615e+13,7.364e+17,2.19157e+15,9.94061e+08,7.9946e+20
1.317e-08,4.59614e+12,1.7311e+10,7.32313e+13,7.35398e+17,2.1908e+15,9.94067e+08,7.98038e+20
1.32e-08,4.59577e+12,1.73108e+10,7.31011e+13,7.34395e+17,2.19004e+15,9.94073e+08,7.96615e+20
1.323e-08,4.59443e+12,1.73069e+10,7.29559e+13,7.33298e+17,2.18884e+15,9.93868e+08,7.95192e+20
1.326e-08,4.59309e+12,1.7303e+10,7.28107e+13,7.32201e+17,2.18764e+15,9.93663e+08,7.93769e+20
1.329e-08,4.59175e+12,1.72991e+10,7.26655e+13,7.31103e+17,2.18645e+15,9.93458e+08,7.92346e+20
