"arc_length","4","5","cb","2","3","6","1"
1.332e-08,4.59041e+12,1.72952e+10,7.25203e+13,7.30006e+17,2.18525e+15,9.93253e+08,7.90924e+20
1.335e-08,4.58907e+12,1.72913e+10,7.23751e+13,7.28909e+17,2.18405e+15,9.93048e+08,7.89501e+20
1.338e-08,4.58773e+12,1.72874e+10,7.22299e+13,7.27812e+17,2.18286e+15,9.92842e+08,7.88078e+20
1.341e-08,4.58639e+12,1.72834e+10,7.20847e+13,7.26715e+17,2.18166e+15,9.92637e+08,7.86655e+20
1.344e-08,4.58505e+12,1.72795e+10,7.19395e+13,7.25618e+17,2.18047e+15,9.92432e+08,7.85232e+20
1.347e-08,4.58371e+12,1.72756e+10,7.17943e+13,7.24521e+17,2.17927e+15,9.92227e+08,7.8381e+20
1.35e-08,4.58237e+12,1.72717e+10,7.16491e+13,7.23423e+17,2.17807e+15,9.92022e+08,7.82387e+20
1.353e-08,4.58103e+12,1.72678e+10,7.15039e+13,7.22326e+17,2.17688e+15,9.91817e+08,7.80964e+20
1.356e-08,4.57969e+12,1.72639e+10,7.13587e+13,7.21229e+17,2.17568e+15,9.91612e+08,7.79541e+20
1.359e-08,4.57835e+12,1.726e+10,7.12135e+13,7.20132e+17,2.17448e+15,9.91406e+08,7.78118e+20
1.362e-08,4.57701e+12,1.72561e+10,7.10683e+13,7.19035e+17,2.17329e+15,9.91201e+08,7.76696e+20
1.365e-08,4.57567e+12,1.72522e+10,7.09231e+13,7.17938e+17,2.17209e+15,9.90996e+08,7.75273e+20
1.368e-08,4.57433e+12,1.72483e+10,7.07779e+13,7.16841e+17,2.17089e+15,9.90791e+08,7.7385e+20
1.371e-08,4.57299e+12,1.72443e+10,7.06327e+13,7.15743e+17,2.1697e+15,9.90586e+08,7.72427e+20
1.374e-08,4.57165e+12,1.72404e+10,7.04875e+13,7.14646e+17,2.1685e+15,9.90381e+08,7.71004e+20
1.377e-08,4.57031e+12,1.72365e+10,7.03423e+13,7.13549e+17,2.16731e+15,9.90175e+08,7.69582e+20
1.38e-08,4.56897e+12,1.72326e+10,7.01971e+13,7.12452e+17,2.16611e+15,9.8997e+08,7.68159e+20
1.383e-08,4.56671e+12,1.72252e+10,7.00391e+13,7.11274e+17,2.16452e+15,9.89562e+08,7.66736e+20
1.386e-08,4.56446e+12,1.72178e+10,6.98812e+13,7.10096e+17,2.16292e+15,9.89154e+08,7.65313e+20
1.389e-08,4.5622e+12,1.72103e+10,6.97232e+13,7.08918e+17,2.16133e+15,9.88746e+08,7.63891e+20
1.392e-08,4.55995e+12,1.72029e+10,6.95652e+13,7.07741e+17,2.15973e+15,9.88338e+08,7.62468e+20
1.395e-08,4.55769e+12,1.71955e+10,6.94073e+13,7.06563e+17,2.15814e+15,9.8793e+08,7.61045e+20
1.398e-08,4.55544e+12,1.71881e+10,6.92493e+13,7.05385e+17,2.15654e+15,9.87522e+08,7.59623e+20
1.401e-08,4.55318e+12,1.71806e+10,6.90913e+13,7.04207e+17,2.15495e+15,9.87114e+08,7.582e+20
1.404e-08,4.55093e+12,1.71732e+10,6.89334e+13,7.03029e+17,2.15335e+15,9.86706e+08,7.56777e+20
1.407e-08,4.54867e+12,1.71658e+10,6.87754e+13,7.01851e+17,2.15176e+15,9.86298e+08,7.55354e+20
1.41e-08,4.54641e+12,1.71584e+10,6.86175e+13,7.00673e+17,2.15016e+15,9.8589e+08,7.53932e+20
1.413e-08,4.54416e+12,1.71509e+10,6.84595e+13,6.99495e+17,2.14857e+15,9.85482e+08,7.52509e+20
1.416e-08,4.5419e+12,1.71435e+10,6.83015e+13,6.98318e+17,2.14698e+15,9.85074e+08,7.51086e+20
1.419e-08,4.53965e+12,1.71361e+10,6.81436e+13,6.9714e+17,2.14538e+15,9.84666e+08,7.49664e+20
1.422e-08,4.53739e+12,1.71287e+10,6.79856e+13,6.95962e+17,2.14379e+15,9.84258e+08,7.48241e+20
1.425e-08,4.53514e+12,1.71212e+10,6.78276e+13,6.94784e+17,2.14219e+15,9.8385e+08,7.46818e+20
1.428e-08,4.53288e+12,1.71138e+10,6.76697e+13,6.93606e+17,2.1406e+15,9.83442e+08,7.45395e+20
1.431e-08,4.53063e+12,1.71064e+10,6.75117e+13,6.92428e+17,2.139e+15,9.83034e+08,7.43973e+20
1.434e-08,4.52837e+12,1.7099e+10,6.73537e+13,6.9125e+17,2.13741e+15,9.82626e+08,7.4255e+20
1.437e-08,4.52612e+12,1.70915e+10,6.71958e+13,6.90073e+17,2.13581e+15,9.82218e+08,7.41127e+20
1.44e-08,4.52386e+12,1.70841e+10,6.70378e+13,6.88895e+17,2.13422e+15,9.8181e+08,7.39705e+20
1.443e-08,4.52074e+12,1.70733e+10,6.68693e+13,6.87649e+17,2.13225e+15,9.81209e+08,7.38282e+20
1.446e-08,4.51761e+12,1.70625e+10,6.67008e+13,6.86403e+17,2.13029e+15,9.80607e+08,7.36859e+20
1.449e-08,4.51449e+12,1.70518e+10,6.65323e+13,6.85157e+17,2.12833e+15,9.80006e+08,7.35437e+20
1.452e-08,4.51137e+12,1.7041e+10,6.63638e+13,6.83911e+17,2.12636e+15,9.79404e+08,7.34014e+20
1.455e-08,4.50825e+12,1.70302e+10,6.61953e+13,6.82665e+17,2.1244e+15,9.78803e+08,7.32592e+20
1.458e-08,4.50512e+12,1.70194e+10,6.60267e+13,6.81419e+17,2.12243e+15,9.78201e+08,7.31169e+20
1.461e-08,4.502e+12,1.70087e+10,6.58582e+13,6.80173e+17,2.12047e+15,9.776e+08,7.29746e+20
1.464e-08,4.49888e+12,1.69979e+10,6.56897e+13,6.78927e+17,2.1185e+15,9.76998e+08,7.28324e+20
1.467e-08,4.49575e+12,1.69871e+10,6.55212e+13,6.77681e+17,2.11654e+15,9.76397e+08,7.26901e+20
1.47e-08,4.49263e+12,1.69763e+10,6.53527e+13,6.76435e+17,2.11457e+15,9.75795e+08,7.25479e+20
1.473e-08,4.48951e+12,1.69656e+10,6.51842e+13,6.75189e+17,2.11261e+15,9.75194e+08,7.24056e+20
1.476e-08,4.48639e+12,1.69548e+10,6.50157e+13,6.73943e+17,2.11065e+15,9.74592e+08,7.22633e+20
1.479e-08,4.48326e+12,1.6944e+10,6.48472e+13,6.72697e+17,2.10868e+15,9.73991e+08,7.21211e+20
1.482e-08,4.48014e+12,1.69332e+10,6.46787e+13,6.71451e+17,2.10672e+15,9.73389e+08,7.19788e+20
1.485e-08,4.47702e+12,1.69225e+10,6.45101e+13,6.70205e+17,2.10475e+15,9.72788e+08,7.18366e+20
1.488e-08,4.47389e+12,1.69117e+10,6.43416e+13,6.68959e+17,2.10279e+15,9.72186e+08,7.16943e+20
1.491e-08,4.47077e+12,1.69009e+10,6.41731e+13,6.67713e+17,2.10082e+15,9.71585e+08,7.1552e+20
1.494e-08,4.46765e+12,1.68901e+10,6.40046e+13,6.66467e+17,2.09886e+15,9.70983e+08,7.14098e+20
1.497e-08,4.46452e+12,1.68794e+10,6.38361e+13,6.65221e+17,2.0969e+15,9.70382e+08,7.12675e+20
1.5e-08,4.4614e+12,1.68686e+10,6.36676e+13,6.63975e+17,2.09493e+15,9.6978e+08,7.11252e+20
1.503e-08,4.45746e+12,1.68546e+10,6.34907e+13,6.62673e+17,2.09262e+15,9.68995e+08,7.0983e+20
1.506e-08,4.45352e+12,1.68407e+10,6.33138e+13,6.61371e+17,2.09032e+15,9.6821e+08,7.08407e+20
1.509e-08,4.44958e+12,1.68267e+10,6.31368e+13,6.60068e+17,2.08801e+15,9.67425e+08,7.06985e+20
1.512e-08,4.44564e+12,1.68128e+10,6.29599e+13,6.58766e+17,2.08571e+15,9.6664e+08,7.05562e+20
1.515e-08,4.4417e+12,1.67988e+10,6.2783e+13,6.57463e+17,2.0834e+15,9.65855e+08,7.0414e+20
1.518e-08,4.43776e+12,1.67849e+10,6.26061e+13,6.56161e+17,2.08109e+15,9.6507e+08,7.02717e+20
1.521e-08,4.43382e+12,1.67709e+10,6.24292e+13,6.54858e+17,2.07879e+15,9.64285e+08,7.01295e+20
1.524e-08,4.42988e+12,1.6757e+10,6.22523e+13,6.53556e+17,2.07648e+15,9.635e+08,6.99872e+20
1.527e-08,4.42594e+12,1.67431e+10,6.20754e+13,6.52253e+17,2.07418e+15,9.62715e+08,6.9845e+20
1.53e-08,4.422e+12,1.67291e+10,6.18985e+13,6.50951e+17,2.07187e+15,9.6193e+08,6.97027e+20
1.533e-08,4.41806e+12,1.67152e+10,6.17215e+13,6.49649e+17,2.06956e+15,9.61145e+08,6.95605e+20
1.536e-08,4.41412e+12,1.67012e+10,6.15446e+13,6.48346e+17,2.06726e+15,9.6036e+08,6.94182e+20
1.539e-08,4.41018e+12,1.66873e+10,6.13677e+13,6.47044e+17,2.06495e+15,9.59575e+08,6.92759e+20
1.542e-08,4.40624e+12,1.66733e+10,6.11908e+13,6.45741e+17,2.06265e+15,9.5879e+08,6.91337e+20
1.545e-08,4.4023e+12,1.66594e+10,6.10139e+13,6.44439e+17,2.06034e+15,9.58005e+08,6.89914e+20
1.548e-08,4.39836e+12,1.66454e+10,6.0837e+13,6.43136e+17,2.05803e+15,9.57219e+08,6.88492e+20
1.551e-08,4.39442e+12,1.66315e+10,6.06601e+13,6.41834e+17,2.05573e+15,9.56434e+08,6.87069e+20
1.554e-08,4.39048e+12,1.66175e+10,6.04832e+13,6.40531e+17,2.05342e+15,9.55649e+08,6.85647e+20
1.557e-08,4.38654e+12,1.66036e+10,6.03062e+13,6.39229e+17,2.05112e+15,9.54864e+08,6.84224e+20
1.56e-08,4.38259e+12,1.65896e+10,6.01293e+13,6.37926e+17,2.04881e+15,9.54079e+08,6.82802e+20
1.563e-08,4.37789e+12,1.65727e+10,5.99461e+13,6.36578e+17,2.04619e+15,9.53121e+08,6.81379e+20
1.566e-08,4.37318e+12,1.65557e+10,5.97629e+13,6.3523e+17,2.04357e+15,9.52163e+08,6.79957e+20
1.569e-08,4.36847e+12,1.65388e+10,5.95796e+13,6.33881e+17,2.04095e+15,9.51205e+08,6.78534e+20
1.572e-08,4.36377e+12,1.65219e+10,5.93964e+13,6.32533e+17,2.03833e+15,9.50246e+08,6.77112e+20
1.575e-08,4.35906e+12,1.65049e+10,5.92131e+13,6.31185e+17,2.03571e+15,9.49288e+08,6.75689e+20
1.578e-08,4.35435e+12,1.6488e+10,5.90299e+13,6.29836e+17,2.03309e+15,9.4833e+08,6.74267e+20
1.581e-08,4.34965e+12,1.64711e+10,5.88467e+13,6.28488e+17,2.03047e+15,9.47372e+08,6.72844e+20
1.584e-08,4.34494e+12,1.64541e+10,5.86634e+13,6.2714e+17,2.02785e+15,9.46413e+08,6.71422e+20
1.587e-08,4.34023e+12,1.64372e+10,5.84802e+13,6.25792e+17,2.02523e+15,9.45455e+08,6.69999e+20
1.59e-08,4.33553e+12,1.64202e+10,5.82969e+13,6.24443e+17,2.02261e+15,9.44497e+08,6.68577e+20
1.593e-08,4.33082e+12,1.64033e+10,5.81137e+13,6.23095e+17,2.01999e+15,9.43539e+08,6.67154e+20
1.596e-08,4.32611e+12,1.63864e+10,5.79305e+13,6.21747e+17,2.01737e+15,9.4258e+08,6.65732e+20
1.599e-08,4.32141e+12,1.63694e+10,5.77472e+13,6.20398e+17,2.01475e+15,9.41622e+08,6.64309e+20
1.602e-08,4.3167e+12,1.63525e+10,5.7564e+13,6.1905e+17,2.01213e+15,9.40664e+08,6.62887e+20
1.605e-08,4.31199e+12,1.63356e+10,5.73808e+13,6.17702e+17,2.00951e+15,9.39706e+08,6.61465e+20
1.608e-08,4.30729e+12,1.63186e+10,5.71975e+13,6.16353e+17,2.00689e+15,9.38748e+08,6.60042e+20
1.611e-08,4.30258e+12,1.63017e+10,5.70143e+13,6.15005e+17,2.00427e+15,9.37789e+08,6.5862e+20
1.614e-08,4.29787e+12,1.62847e+10,5.6831e+13,6.13657e+17,2.00165e+15,9.36831e+08,6.57197e+20
1.617e-08,4.29317e+12,1.62678e+10,5.66478e+13,6.12308e+17,1.99903e+15,9.35873e+08,6.55775e+20
1.62e-08,4.28846e+12,1.62509e+10,5.64646e+13,6.1096e+17,1.9964e+15,9.34915e+08,6.54352e+20
1.623e-08,4.28304e+12,1.62311e+10,5.6277e+13,6.09576e+17,1.9935e+15,9.33794e+08,6.5293e+20
1.626e-08,4.27762e+12,1.62114e+10,5.60894e+13,6.08191e+17,1.99059e+15,9.32673e+08,6.51507e+20
1.629e-08,4.2722e+12,1.61917e+10,5.59018e+13,6.06807e+17,1.98768e+15,9.31553e+08,6.50085e+20
1.632e-08,4.26678e+12,1.61719e+10,5.57142e+13,6.05422e+17,1.98477e+15,9.30432e+08,6.48662e+20
1.635e-08,4.26136e+12,1.61522e+10,5.55267e+13,6.04038e+17,1.98187e+15,9.29311e+08,6.4724e+20
1.638e-08,4.25594e+12,1.61325e+10,5.53391e+13,6.02653e+17,1.97896e+15,9.28191e+08,6.45817e+20
1.641e-08,4.25051e+12,1.61127e+10,5.51515e+13,6.01269e+17,1.97605e+15,9.2707e+08,6.44395e+20
1.644e-08,4.24509e+12,1.6093e+10,5.49639e+13,5.99885e+17,1.97314e+15,9.2595e+08,6.42973e+20
1.647e-08,4.23967e+12,1.60732e+10,5.47763e+13,5.985e+17,1.97024e+15,9.24829e+08,6.4155e+20
1.65e-08,4.23425e+12,1.60535e+10,5.45887e+13,5.97116e+17,1.96733e+15,9.23708e+08,6.40128e+20
1.653e-08,4.22883e+12,1.60338e+10,5.44012e+13,5.95731e+17,1.96442e+15,9.22588e+08,6.38705e+20
1.656e-08,4.22341e+12,1.6014e+10,5.42136e+13,5.94347e+17,1.96151e+15,9.21467e+08,6.37283e+20
1.659e-08,4.21799e+12,1.59943e+10,5.4026e+13,5.92962e+17,1.95861e+15,9.20346e+08,6.3586e+20
1.662e-08,4.21257e+12,1.59746e+10,5.38384e+13,5.91578e+17,1.9557e+15,9.19226e+08,6.34438e+20
1.665e-08,4.20715e+12,1.59548e+10,5.36508e+13,5.90193e+17,1.95279e+15,9.18105e+08,6.33016e+20
1.668e-08,4.20173e+12,1.59351e+10,5.34633e+13,5.88809e+17,1.94988e+15,9.16984e+08,6.31593e+20
1.671e-08,4.19631e+12,1.59154e+10,5.32757e+13,5.87425e+17,1.94698e+15,9.15864e+08,6.30171e+20
1.674e-08,4.19088e+12,1.58956e+10,5.30881e+13,5.8604e+17,1.94407e+15,9.14743e+08,6.28748e+20
1.677e-08,4.18546e+12,1.58759e+10,5.29005e+13,5.84656e+17,1.94116e+15,9.13622e+08,6.27326e+20
1.68e-08,4.18004e+12,1.58562e+10,5.27129e+13,5.83271e+17,1.93825e+15,9.12502e+08,6.25903e+20
1.683e-08,4.17396e+12,1.58338e+10,5.25229e+13,5.8186e+17,1.93509e+15,9.1123e+08,6.24481e+20
1.686e-08,4.16788e+12,1.58115e+10,5.23329e+13,5.80448e+17,1.93192e+15,9.09958e+08,6.23059e+20
1.689e-08,4.16179e+12,1.57891e+10,5.21428e+13,5.79036e+17,1.92875e+15,9.08686e+08,6.21636e+20
1.692e-08,4.15571e+12,1.57668e+10,5.19528e+13,5.77624e+17,1.92558e+15,9.07414e+08,6.20214e+20
1.695e-08,4.14963e+12,1.57444e+10,5.17627e+13,5.76213e+17,1.92241e+15,9.06141e+08,6.18791e+20
1.698e-08,4.14354e+12,1.57221e+10,5.15727e+13,5.74801e+17,1.91924e+15,9.04869e+08,6.17369e+20
1.701e-08,4.13746e+12,1.56998e+10,5.13827e+13,5.73389e+17,1.91607e+15,9.03597e+08,6.15947e+20
1.704e-08,4.13138e+12,1.56774e+10,5.11926e+13,5.71978e+17,1.9129e+15,9.02325e+08,6.14524e+20
1.707e-08,4.12529e+12,1.56551e+10,5.10026e+13,5.70566e+17,1.90973e+15,9.01053e+08,6.13102e+20
1.71e-08,4.11921e+12,1.56327e+10,5.08125e+13,5.69154e+17,1.90657e+15,8.99781e+08,6.11679e+20
1.713e-08,4.11313e+12,1.56104e+10,5.06225e+13,5.67743e+17,1.9034e+15,8.98509e+08,6.10257e+20
1.716e-08,4.10705e+12,1.55881e+10,5.04325e+13,5.66331e+17,1.90023e+15,8.97237e+08,6.08835e+20
1.719e-08,4.10096e+12,1.55657e+10,5.02424e+13,5.64919e+17,1.89706e+15,8.95965e+08,6.07412e+20
1.722e-08,4.09488e+12,1.55434e+10,5.00524e+13,5.63507e+17,1.89389e+15,8.94693e+08,6.0599e+20
1.725e-08,4.0888e+12,1.5521e+10,4.98624e+13,5.62096e+17,1.89072e+15,8.93421e+08,6.04567e+20
1.728e-08,4.08271e+12,1.54987e+10,4.96723e+13,5.60684e+17,1.88755e+15,8.92149e+08,6.03145e+20
1.731e-08,4.07663e+12,1.54763e+10,4.94823e+13,5.59272e+17,1.88438e+15,8.90877e+08,6.01723e+20
1.734e-08,4.07055e+12,1.5454e+10,4.92922e+13,5.57861e+17,1.88121e+15,8.89605e+08,6.003e+20
1.737e-08,4.06446e+12,1.54317e+10,4.91022e+13,5.56449e+17,1.87805e+15,8.88333e+08,5.98878e+20
1.74e-08,4.05838e+12,1.54093e+10,4.89122e+13,5.55037e+17,1.87488e+15,8.8706e+08,5.97455e+20
1.743e-08,4.05169e+12,1.53846e+10,4.87214e+13,5.53606e+17,1.87147e+15,8.85648e+08,5.96033e+20
1.746e-08,4.04499e+12,1.53598e+10,4.85307e+13,5.52175e+17,1.86807e+15,8.84236e+08,5.94611e+20
1.749e-08,4.0383e+12,1.53351e+10,4.834e+13,5.50745e+17,1.86466e+15,8.82823e+08,5.93188e+20
1.752e-08,4.03161e+12,1.53103e+10,4.81493e+13,5.49314e+17,1.86126e+15,8.81411e+08,5.91766e+20
1.755e-08,4.02492e+12,1.52856e+10,4.79586e+13,5.47883e+17,1.85785e+15,8.79999e+08,5.90344e+20
1.758e-08,4.01822e+12,1.52608e+10,4.77678e+13,5.46452e+17,1.85445e+15,8.78586e+08,5.88921e+20
1.761e-08,4.01153e+12,1.5236e+10,4.75771e+13,5.45021e+17,1.85104e+15,8.77174e+08,5.87499e+20
1.764e-08,4.00484e+12,1.52113e+10,4.73864e+13,5.4359e+17,1.84764e+15,8.75761e+08,5.86076e+20
1.767e-08,3.99814e+12,1.51865e+10,4.71957e+13,5.42159e+17,1.84423e+15,8.74349e+08,5.84654e+20
1.77e-08,3.99145e+12,1.51618e+10,4.70049e+13,5.40728e+17,1.84082e+15,8.72937e+08,5.83232e+20
1.773e-08,3.98476e+12,1.5137e+10,4.68142e+13,5.39297e+17,1.83742e+15,8.71524e+08,5.81809e+20
1.776e-08,3.97806e+12,1.51123e+10,4.66235e+13,5.37866e+17,1.83401e+15,8.70112e+08,5.80387e+20
1.779e-08,3.97137e+12,1.50875e+10,4.64328e+13,5.36436e+17,1.83061e+15,8.68699e+08,5.78965e+20
1.782e-08,3.96468e+12,1.50628e+10,4.62421e+13,5.35005e+17,1.8272e+15,8.67287e+08,5.77542e+20
1.785e-08,3.95798e+12,1.5038e+10,4.60513e+13,5.33574e+17,1.8238e+15,8.65875e+08,5.7612e+20
1.788e-08,3.95129e+12,1.50133e+10,4.58606e+13,5.32143e+17,1.82039e+15,8.64462e+08,5.74697e+20
1.791e-08,3.9446e+12,1.49885e+10,4.56699e+13,5.30712e+17,1.81699e+15,8.6305e+08,5.73275e+20
1.794e-08,3.93791e+12,1.49638e+10,4.54792e+13,5.29281e+17,1.81358e+15,8.61637e+08,5.71853e+20
1.797e-08,3.93121e+12,1.4939e+10,4.52885e+13,5.2785e+17,1.81018e+15,8.60225e+08,5.7043e+20
1.8e-08,3.92452e+12,1.49143e+10,4.50977e+13,5.26419e+17,1.80677e+15,8.58813e+08,5.69008e+20
1.803e-08,3.91727e+12,1.48873e+10,4.4908e+13,5.24976e+17,1.80315e+15,8.57271e+08,5.67586e+20
1.806e-08,3.91002e+12,1.48603e+10,4.47182e+13,5.23534e+17,1.79954e+15,8.5573e+08,5.66163e+20
1.809e-08,3.90276e+12,1.48334e+10,4.45285e+13,5.22091e+17,1.79592e+15,8.54188e+08,5.64741e+20
1.812e-08,3.89551e+12,1.48064e+10,4.43388e+13,5.20648e+17,1.7923e+15,8.52646e+08,5.63318e+20
1.815e-08,3.88826e+12,1.47794e+10,4.4149e+13,5.19205e+17,1.78868e+15,8.51105e+08,5.61896e+20
1.818e-08,3.88101e+12,1.47524e+10,4.39593e+13,5.17762e+17,1.78507e+15,8.49563e+08,5.60474e+20
1.821e-08,3.87376e+12,1.47255e+10,4.37695e+13,5.16319e+17,1.78145e+15,8.48022e+08,5.59051e+20
1.824e-08,3.86651e+12,1.46985e+10,4.35798e+13,5.14876e+17,1.77783e+15,8.4648e+08,5.57629e+20
1.827e-08,3.85925e+12,1.46715e+10,4.339e+13,5.13434e+17,1.77421e+15,8.44939e+08,5.56207e+20
1.83e-08,3.852e+12,1.46446e+10,4.32003e+13,5.11991e+17,1.77059e+15,8.43397e+08,5.54784e+20
1.833e-08,3.84475e+12,1.46176e+10,4.30106e+13,5.10548e+17,1.76698e+15,8.41855e+08,5.53362e+20
1.836e-08,3.8375e+12,1.45906e+10,4.28208e+13,5.09105e+17,1.76336e+15,8.40314e+08,5.5194e+20
1.839e-08,3.83025e+12,1.45637e+10,4.26311e+13,5.07662e+17,1.75974e+15,8.38772e+08,5.50517e+20
1.842e-08,3.823e+12,1.45367e+10,4.24413e+13,5.06219e+17,1.75612e+15,8.37231e+08,5.49095e+20
1.845e-08,3.81574e+12,1.45097e+10,4.22516e+13,5.04777e+17,1.75251e+15,8.35689e+08,5.47673e+20
1.848e-08,3.80849e+12,1.44827e+10,4.20618e+13,5.03334e+17,1.74889e+15,8.34147e+08,5.4625e+20
1.851e-08,3.80124e+12,1.44558e+10,4.18721e+13,5.01891e+17,1.74527e+15,8.32606e+08,5.44828e+20
1.854e-08,3.79399e+12,1.44288e+10,4.16823e+13,5.00448e+17,1.74165e+15,8.31064e+08,5.43405e+20
1.857e-08,3.78674e+12,1.44018e+10,4.14926e+13,4.99005e+17,1.73803e+15,8.29523e+08,5.41983e+20
1.86e-08,3.77948e+12,1.43749e+10,4.13029e+13,4.97562e+17,1.73442e+15,8.27981e+08,5.40561e+20
1.863e-08,3.77172e+12,1.43459e+10,4.11156e+13,4.96114e+17,1.73061e+15,8.26322e+08,5.39138e+20
1.866e-08,3.76397e+12,1.43169e+10,4.09284e+13,4.94666e+17,1.7268e+15,8.24662e+08,5.37716e+20
1.869e-08,3.75621e+12,1.42879e+10,4.07412e+13,4.93218e+17,1.72299e+15,8.23002e+08,5.36294e+20
1.872e-08,3.74845e+12,1.42589e+10,4.05539e+13,4.91769e+17,1.71919e+15,8.21342e+08,5.34871e+20
1.875e-08,3.74069e+12,1.42299e+10,4.03667e+13,4.90321e+17,1.71538e+15,8.19683e+08,5.33449e+20
1.878e-08,3.73293e+12,1.42009e+10,4.01795e+13,4.88873e+17,1.71157e+15,8.18023e+08,5.32027e+20
1.881e-08,3.72517e+12,1.41719e+10,3.99923e+13,4.87425e+17,1.70776e+15,8.16363e+08,5.30604e+20
1.884e-08,3.71741e+12,1.41429e+10,3.9805e+13,4.85976e+17,1.70396e+15,8.14704e+08,5.29182e+20
1.887e-08,3.70965e+12,1.41139e+10,3.96178e+13,4.84528e+17,1.70015e+15,8.13044e+08,5.2776e+20
1.89e-08,3.70189e+12,1.40849e+10,3.94306e+13,4.8308e+17,1.69634e+15,8.11384e+08,5.26337e+20
1.893e-08,3.69413e+12,1.40559e+10,3.92434e+13,4.81632e+17,1.69253e+15,8.09724e+08,5.24915e+20
1.896e-08,3.68637e+12,1.40269e+10,3.90561e+13,4.80183e+17,1.68873e+15,8.08065e+08,5.23493e+20
1.899e-08,3.67861e+12,1.3998e+10,3.88689e+13,4.78735e+17,1.68492e+15,8.06405e+08,5.2207e+20
1.902e-08,3.67085e+12,1.3969e+10,3.86817e+13,4.77287e+17,1.68111e+15,8.04745e+08,5.20648e+20
1.905e-08,3.66309e+12,1.394e+10,3.84945e+13,4.75839e+17,1.6773e+15,8.03086e+08,5.19225e+20
1.908e-08,3.65533e+12,1.3911e+10,3.83072e+13,4.7439e+17,1.67349e+15,8.01426e+08,5.17803e+20
1.911e-08,3.64757e+12,1.3882e+10,3.812e+13,4.72942e+17,1.66969e+15,7.99766e+08,5.16381e+20
1.914e-08,3.63981e+12,1.3853e+10,3.79328e+13,4.71494e+17,1.66588e+15,7.98106e+08,5.14958e+20
1.917e-08,3.63205e+12,1.3824e+10,3.77456e+13,4.70046e+17,1.66207e+15,7.96447e+08,5.13536e+20
1.92e-08,3.62429e+12,1.3795e+10,3.75583e+13,4.68597e+17,1.65826e+15,7.94787e+08,5.12114e+20
1.923e-08,3.61607e+12,1.37642e+10,3.7375e+13,4.6715e+17,1.65429e+15,7.9302e+08,5.10691e+20
1.926e-08,3.60785e+12,1.37333e+10,3.71917e+13,4.65702e+17,1.65031e+15,7.91253e+08,5.09269e+20
1.929e-08,3.59963e+12,1.37025e+10,3.70084e+13,4.64254e+17,1.64634e+15,7.89486e+08,5.07847e+20
1.932e-08,3.59141e+12,1.36717e+10,3.68252e+13,4.62806e+17,1.64236e+15,7.87719e+08,5.06424e+20
1.935e-08,3.58319e+12,1.36409e+10,3.66419e+13,4.61358e+17,1.63838e+15,7.85952e+08,5.05002e+20
1.938e-08,3.57497e+12,1.361e+10,3.64586e+13,4.5991e+17,1.63441e+15,7.84185e+08,5.0358e+20
1.941e-08,3.56676e+12,1.35792e+10,3.62753e+13,4.58463e+17,1.63043e+15,7.82418e+08,5.02157e+20
1.944e-08,3.55854e+12,1.35484e+10,3.6092e+13,4.57015e+17,1.62646e+15,7.80651e+08,5.00735e+20
1.947e-08,3.55032e+12,1.35175e+10,3.59087e+13,4.55567e+17,1.62248e+15,7.78885e+08,4.99313e+20
1.95e-08,3.5421e+12,1.34867e+10,3.57254e+13,4.54119e+17,1.6185e+15,7.77118e+08,4.9789e+20
1.953e-08,3.53388e+12,1.34559e+10,3.55421e+13,4.52671e+17,1.61453e+15,7.75351e+08,4.96468e+20
1.956e-08,3.52566e+12,1.3425e+10,3.53588e+13,4.51223e+17,1.61055e+15,7.73584e+08,4.95045e+20
1.959e-08,3.51744e+12,1.33942e+10,3.51755e+13,4.49776e+17,1.60658e+15,7.71817e+08,4.93623e+20
1.962e-08,3.50922e+12,1.33634e+10,3.49922e+13,4.48328e+17,1.6026e+15,7.7005e+08,4.92201e+20
1.965e-08,3.50101e+12,1.33326e+10,3.48089e+13,4.4688e+17,1.59862e+15,7.68283e+08,4.90778e+20
1.968e-08,3.49279e+12,1.33017e+10,3.46256e+13,4.45432e+17,1.59465e+15,7.66516e+08,4.89356e+20
1.971e-08,3.48457e+12,1.32709e+10,3.44423e+13,4.43984e+17,1.59067e+15,7.64749e+08,4.87934e+20
1.974e-08,3.47635e+12,1.32401e+10,3.4259e+13,4.42536e+17,1.5867e+15,7.62982e+08,4.86511e+20
1.977e-08,3.46813e+12,1.32092e+10,3.40758e+13,4.41088e+17,1.58272e+15,7.61215e+08,4.85089e+20
1.98e-08,3.45991e+12,1.31784e+10,3.38925e+13,4.39641e+17,1.57874e+15,7.59448e+08,4.83667e+20
1.983e-08,3.45128e+12,1.31459e+10,3.37144e+13,4.38198e+17,1.57462e+15,7.57585e+08,4.82244e+20
1.986e-08,3.44265e+12,1.31135e+10,3.35363e+13,4.36756e+17,1.5705e+15,7.55721e+08,4.80822e+20
1.989e-08,3.43402e+12,1.3081e+10,3.33583e+13,4.35314e+17,1.56637e+15,7.53857e+08,4.794e+20
1.992e-08,3.42539e+12,1.30485e+10,3.31802e+13,4.33871e+17,1.56225e+15,7.51994e+08,4.77977e+20
1.995e-08,3.41676e+12,1.3016e+10,3.30021e+13,4.32429e+17,1.55812e+15,7.5013e+08,4.76555e+20
