"arc_length","5","3","2","1","6","4"
0,0,0,0,0,0,0
3e-11,1.28218,4.1452e+08,7.90388e+12,2.29535e+19,0.00229322,15801.3
6e-11,2.56437,8.29039e+08,1.58078e+13,4.5907e+19,0.00458643,31602.7
9e-11,3.84655,1.24356e+09,2.37116e+13,6.88604e+19,0.00687965,47404
1.2e-10,5.12873,1.65808e+09,3.16155e+13,9.18139e+19,0.00917287,63205.4
1.5e-10,6.41092,2.0726e+09,3.95194e+13,1.14767e+20,0.0114661,79006.7
1.8e-10,7.6931,2.48712e+09,4.74233e+13,1.37721e+20,0.0137593,94808.1
2.1e-10,8.97528,2.90164e+09,5.53272e+13,1.60674e+20,0.0160525,110609
2.4e-10,10.2575,3.31616e+09,6.3231e+13,1.83628e+20,0.0183457,126411
2.7e-10,11.5396,3.73068e+09,7.11349e+13,2.06581e+20,0.020639,142212
3e-10,12.8218,4.1452e+09,7.90388e+13,2.29535e+20,0.0229322,158013
3.3e-10,14.104,4.55972e+09,8.69427e+13,2.52488e+20,0.0252254,173815
3.6e-10,15.3862,4.97424e+09,9.48465e+13,2.75442e+20,0.0275186,189616
3.9e-10,16.6684,5.38876e+09,1.0275e+14,2.98395e+20,0.0298118,205418
4.2e-10,17.9506,5.80328e+09,1.10654e+14,3.21349e+20,0.032105,221219
4.5e-10,19.2327,6.2178e+09,1.18558e+14,3.44302e+20,0.0343983,237020
4.8e-10,20.5149,6.63232e+09,1.26462e+14,3.67256e+20,0.0366915,252822
5.1e-10,21.7971,7.04684e+09,1.34366e+14,3.90209e+20,0.0389847,268623
5.4e-10,23.0793,7.46136e+09,1.4227e+14,4.13163e+20,0.0412779,284424
5.7e-10,24.3615,7.87587e+09,1.50174e+14,4.36116e+20,0.0435711,300226
6e-10,25.6437,8.29039e+09,1.58078e+14,4.5907e+20,0.0458643,316027
6.3e-10,27.0903,8.80518e+09,1.75905e+14,4.77634e+20,0.0483654,334283
6.6e-10,28.5369,9.31996e+09,1.93732e+14,4.96197e+20,0.0508665,352540
6.9e-10,29.9836,9.83474e+09,2.11559e+14,5.14761e+20,0.0533676,370796
7.2e-10,31.4302,1.03495e+10,2.29386e+14,5.33325e+20,0.0558687,389052
7.5e-10,32.8768,1.08643e+10,2.47213e+14,5.51889e+20,0.0583698,407308
7.8e-10,34.3235,1.13791e+10,2.6504e+14,5.70453e+20,0.0608708,425565
8.1e-10,35.7701,1.18939e+10,2.82867e+14,5.89017e+20,0.0633719,443821
8.4e-10,37.2167,1.24087e+10,3.00695e+14,6.07581e+20,0.065873,462077
8.7e-10,38.6634,1.29234e+10,3.18522e+14,6.26145e+20,0.0683741,480333
9e-10,40.11,1.34382e+10,3.36349e+14,6.44709e+20,0.0708752,498590
9.3e-10,41.5566,1.3953e+10,3.54176e+14,6.63273e+20,0.0733762,516846
9.6e-10,43.0033,1.44678e+10,3.72003e+14,6.81837e+20,0.0758773,535102
9.9e-10,44.4499,1.49826e+10,3.8983e+14,7.00401e+20,0.0783784,553358
1.02e-09,45.8966,1.54973e+10,4.07657e+14,7.18965e+20,0.0808795,571615
1.05e-09,47.3432,1.60121e+10,4.25484e+14,7.37529e+20,0.0833806,589871
1.08e-09,48.7898,1.65269e+10,4.43311e+14,7.56093e+20,0.0858817,608127
1.11e-09,50.2365,1.70417e+10,4.61139e+14,7.74657e+20,0.0883827,626384
1.14e-09,51.6831,1.75565e+10,4.78966e+14,7.9322e+20,0.0908838,644640
1.17e-09,53.1297,1.80713e+10,4.96793e+14,8.11784e+20,0.0933849,662896
1.2e-09,54.5764,1.8586e+10,5.1462e+14,8.30348e+20,0.095886,681152
1.23e-09,56.1363,1.91561e+10,5.32664e+14,8.42857e+20,0.0985201,701020
1.26e-09,57.6963,1.97262e+10,5.50709e+14,8.55366e+20,0.101154,720887
1.29e-09,59.2563,2.02963e+10,5.68753e+14,8.67874e+20,0.103788,740755
1.32e-09,60.8163,2.08664e+10,5.86798e+14,8.80383e+20,0.106422,760622
1.35e-09,62.3762,2.14365e+10,6.04842e+14,8.92891e+20,0.109057,780490
1.38e-09,63.9362,2.20066e+10,6.22887e+14,9.054e+20,0.111691,800357
1.41e-09,65.4962,2.25767e+10,6.40931e+14,9.17909e+20,0.114325,820224
