"arc_length","2","3","4","1","6","cb","5"
0,0,0,0,0,0,0,0
5e-10,3.02335e+17,2.30915e+15,3.24077e+13,6.44922e+20,6.22267e+11,2.08136e+19,1.00876e+12
1e-09,6.02344e+17,4.61493e+15,6.47998e+13,1.19675e+21,1.24438e+12,7.77813e+19,2.01721e+12
1.5e-09,8.93752e+17,6.90953e+15,9.71398e+13,1.61558e+21,1.86597e+12,1.5817e+20,3.02468e+12
2e-09,1.16899e+18,9.18223e+15,1.29377e+14,1.88474e+21,2.48653e+12,2.47373e+20,4.03018e+12
2.5e-09,1.42209e+18,1.14217e+16,1.61454e+14,2.02122e+21,3.10549e+12,3.33965e+20,5.03264e+12
3e-09,1.65e+18,1.36178e+16,1.93319e+14,2.06501e+21,3.72233e+12,4.12975e+20,6.03104e+12
3.5e-09,1.85222e+18,1.57625e+16,2.24925e+14,2.05789e+21,4.33656e+12,4.84817e+20,7.02447e+12
4e-09,2.02977e+18,1.78497e+16,2.56232e+14,2.02886e+21,4.94776e+12,5.51938e+20,8.01212e+12
4.5e-09,2.1843e+18,1.98748e+16,2.87206e+14,1.99259e+21,5.55555e+12,6.16371e+20,8.99329e+12
5e-09,2.31761e+18,2.18341e+16,3.17815e+14,1.95466e+21,6.15959e+12,6.7914e+20,9.96732e+12
5.5e-09,2.43136e+18,2.37249e+16,3.48029e+14,1.91671e+21,6.75954e+12,7.40605e+20,1.09336e+13
6e-09,2.52721e+18,2.55453e+16,3.77824e+14,1.87911e+21,7.35508e+12,8.00865e+20,1.18915e+13
6.5e-09,2.60674e+18,2.72941e+16,4.07177e+14,1.84196e+21,7.94595e+12,8.59946e+20,1.28406e+13
7e-09,2.67136e+18,2.89706e+16,4.36067e+14,1.80527e+21,8.53188e+12,9.17856e+20,1.37803e+13
7.5e-09,2.72239e+18,3.05745e+16,4.64477e+14,1.76906e+21,9.1126e+12,9.74609e+20,1.47102e+13
8e-09,2.75792e+18,3.20854e+16,4.9224e+14,1.7335e+21,9.68623e+12,1.03015e+21,1.56267e+13
8.5e-09,2.78435e+18,3.3538e+16,5.19588e+14,1.69835e+21,1.02553e+13,1.0845e+21,1.65346e+13
9e-09,2.80283e+18,3.49326e+16,5.46499e+14,1.66363e+21,1.08194e+13,1.1379e+21,1.74333e+13
9.5e-09,2.81041e+18,3.62477e+16,5.72814e+14,1.62951e+21,1.13767e+13,1.19001e+21,1.83194e+13
1e-08,2.81078e+18,3.75007e+16,5.98629e+14,1.59588e+21,1.19283e+13,1.24111e+21,1.91947e+13
1.05e-08,2.80298e+18,3.86834e+16,6.23879e+14,1.56281e+21,1.24734e+13,1.29106e+21,2.00578e+13
1.1e-08,2.78876e+18,3.9801e+16,6.4857e+14,1.5303e+21,1.30118e+13,1.33992e+21,2.09085e+13
1.15e-08,2.76853e+18,4.08574e+16,6.72735e+14,1.4983e+21,1.35441e+13,1.38775e+21,2.17477e+13
1.2e-08,2.74274e+18,4.18468e+16,6.96284e+14,1.46691e+21,1.40688e+13,1.43441e+21,2.25731e+13
1.25e-08,2.71261e+18,4.27841e+16,7.19355e+14,1.436e+21,1.45877e+13,1.48018e+21,2.33876e+13
1.3e-08,2.67778e+18,4.36534e+16,7.41759e+14,1.40575e+21,1.50983e+13,1.52472e+21,2.41869e+13
1.35e-08,2.63993e+18,4.44791e+16,7.63736e+14,1.37592e+21,1.56036e+13,1.56847e+21,2.49763e+13
1.4e-08,2.5982e+18,4.52366e+16,7.84998e+14,1.34681e+21,1.60997e+13,1.61094e+21,2.5749e+13
1.45e-08,2.55445e+18,4.59585e+16,8.05888e+14,1.31806e+21,1.65911e+13,1.65274e+21,2.65129e+13
1.5e-08,2.50764e+18,4.66129e+16,8.26022e+14,1.29007e+21,1.70725e+13,1.69321e+21,2.72587e+13
1.55e-08,2.45955e+18,4.72388e+16,8.45837e+14,1.2624e+21,1.75497e+13,1.73312e+21,2.79969e+13
1.6e-08,2.40916e+18,4.77985e+16,8.64862e+14,1.23553e+21,1.80163e+13,1.77165e+21,2.87156e+13
1.65e-08,2.35802e+18,4.8336e+16,8.83622e+14,1.20892e+21,1.84794e+13,1.80972e+21,2.94279e+13
1.7e-08,2.30531e+18,4.88091e+16,9.01561e+14,1.18313e+21,1.8931e+13,1.84638e+21,3.01197e+13
1.75e-08,2.25221e+18,4.92658e+16,9.19291e+14,1.15756e+21,1.93798e+13,1.88268e+21,3.08062e+13
1.8e-08,2.19821e+18,4.96602e+16,9.36172e+14,1.13285e+21,1.98165e+13,1.91753e+21,3.1471e+13
1.85e-08,2.14404e+18,5.0043e+16,9.52897e+14,1.1083e+21,2.0251e+13,1.95212e+21,3.21318e+13
1.9e-08,2.0896e+18,5.03661e+16,9.68752e+14,1.08464e+21,2.06728e+13,1.98524e+21,3.27699e+13
1.95e-08,2.03511e+18,5.06819e+16,9.84501e+14,1.06108e+21,2.10931e+13,2.01818e+21,3.34052e+13
2e-08,1.9809e+18,5.09407e+16,9.99365e+14,1.03844e+21,2.15001e+13,2.04963e+21,3.4017e+13
2.05e-08,1.9267e+18,5.11958e+16,1.01417e+15,1.01585e+21,2.19063e+13,2.08097e+21,3.46271e+13
2.1e-08,1.87326e+18,5.13968e+16,1.02808e+15,9.94197e+20,2.22987e+13,2.11082e+21,3.52129e+13
2.15e-08,1.81987e+18,5.15954e+16,1.04194e+15,9.72583e+20,2.26905e+13,2.14059e+21,3.57975e+13
2.2e-08,1.76759e+18,5.17461e+16,1.05496e+15,9.51854e+20,2.30688e+13,2.16894e+21,3.63584e+13
2.25e-08,1.71544e+18,5.18934e+16,1.06791e+15,9.31194e+20,2.34462e+13,2.19717e+21,3.69175e+13
2.3e-08,1.66462e+18,5.19998e+16,1.08008e+15,9.11348e+20,2.3811e+13,2.22411e+21,3.74546e+13
2.35e-08,1.61401e+18,5.21012e+16,1.09215e+15,8.91608e+20,2.41741e+13,2.25087e+21,3.79887e+13
2.4e-08,1.56488e+18,5.21678e+16,1.10351e+15,8.72616e+20,2.45255e+13,2.27645e+21,3.85024e+13
2.45e-08,1.51606e+18,5.22283e+16,1.11473e+15,8.53764e+20,2.48747e+13,2.3018e+21,3.90121e+13
2.5e-08,1.46878e+18,5.22594e+16,1.12532e+15,8.35594e+20,2.5213e+13,2.32608e+21,3.95029e+13
2.55e-08,1.42193e+18,5.22836e+16,1.13574e+15,8.17598e+20,2.55485e+13,2.35008e+21,3.99889e+13
2.6e-08,1.37661e+18,5.2283e+16,1.14558e+15,8.0022e+20,2.5874e+13,2.3731e+21,4.04574e+13
2.65e-08,1.33183e+18,5.2275e+16,1.15524e+15,7.83045e+20,2.61961e+13,2.39581e+21,4.09201e+13
2.7e-08,1.28855e+18,5.22463e+16,1.16437e+15,7.66429e+20,2.6509e+13,2.41764e+21,4.13669e+13
2.75e-08,1.24593e+18,5.22097e+16,1.17329e+15,7.50042e+20,2.68181e+13,2.43911e+21,4.18072e+13
2.8e-08,1.20473e+18,5.2156e+16,1.18174e+15,7.34157e+20,2.71187e+13,2.45979e+21,4.22329e+13
2.85e-08,1.16428e+18,5.20944e+16,1.18997e+15,7.18525e+20,2.74151e+13,2.48007e+21,4.26512e+13
2.9e-08,1.12517e+18,5.20185e+16,1.19778e+15,7.03343e+20,2.77037e+13,2.49965e+21,4.30565e+13
2.95e-08,1.0869e+18,5.19348e+16,1.20534e+15,6.88435e+20,2.79876e+13,2.51881e+21,4.34536e+13
3e-08,1.04987e+18,5.18395e+16,1.21253e+15,6.73926e+20,2.82647e+13,2.53733e+21,4.3839e+13
3.05e-08,1.01376e+18,5.17363e+16,1.21946e+15,6.5971e+20,2.85365e+13,2.5554e+21,4.42156e+13
3.1e-08,9.78772e+17,5.16238e+16,1.22607e+15,6.45846e+20,2.88022e+13,2.57292e+21,4.45817e+13
3.15e-08,9.4478e+17,5.15037e+16,1.2324e+15,6.32291e+20,2.90623e+13,2.58996e+21,4.49385e+13
3.2e-08,9.11787e+17,5.13761e+16,1.23845e+15,6.19044e+20,2.9317e+13,2.60651e+21,4.5286e+13
3.25e-08,8.79854e+17,5.12413e+16,1.24421e+15,6.06121e+20,2.95658e+13,2.62256e+21,4.56236e+13
3.3e-08,8.48801e+17,5.11005e+16,1.24973e+15,5.93465e+20,2.98097e+13,2.63819e+21,4.59531e+13
3.35e-08,8.1886e+17,5.09528e+16,1.25495e+15,5.81144e+20,3.00474e+13,2.65329e+21,4.62722e+13
3.4e-08,7.89679e+17,5.08005e+16,1.25997e+15,5.69053e+20,3.0281e+13,2.66804e+21,4.65842e+13
3.45e-08,7.61652e+17,5.06418e+16,1.26468e+15,5.57307e+20,3.05081e+13,2.68224e+21,4.68855e+13
3.5e-08,7.34272e+17,5.04794e+16,1.26922e+15,5.45755e+20,3.07315e+13,2.69614e+21,4.71808e+13
3.55e-08,7.08077e+17,5.03111e+16,1.27344e+15,5.34557e+20,3.09483e+13,2.70948e+21,4.74648e+13
3.6e-08,6.8242e+17,5.01401e+16,1.27753e+15,5.23521e+20,3.1162e+13,2.72257e+21,4.77438e+13
3.65e-08,6.5797e+17,4.99637e+16,1.2813e+15,5.12846e+20,3.13687e+13,2.73509e+21,4.80114e+13
3.7e-08,6.33958e+17,4.97852e+16,1.28495e+15,5.02301e+20,3.1573e+13,2.7474e+21,4.82747e+13
3.75e-08,6.11166e+17,4.96018e+16,1.28829e+15,4.92123e+20,3.17701e+13,2.75914e+21,4.85263e+13
3.8e-08,5.88716e+17,4.94169e+16,1.29153e+15,4.82048e+20,3.19652e+13,2.77071e+21,4.87746e+13
3.85e-08,5.67494e+17,4.92276e+16,1.29446e+15,4.72345e+20,3.2153e+13,2.78169e+21,4.90109e+13
3.9e-08,5.46526e+17,4.90374e+16,1.29731e+15,4.62718e+20,3.23392e+13,2.79256e+21,4.92446e+13
3.95e-08,5.26785e+17,4.88431e+16,1.29985e+15,4.53465e+20,3.2518e+13,2.80282e+21,4.94662e+13
4e-08,5.0722e+17,4.86483e+16,1.30234e+15,4.44265e+20,3.26957e+13,2.81301e+21,4.96859e+13
4.05e-08,4.88873e+17,4.845e+16,1.30451e+15,4.35441e+20,3.28658e+13,2.82259e+21,4.98933e+13
4.1e-08,4.7063e+17,4.82513e+16,1.30665e+15,4.26649e+20,3.30352e+13,2.83213e+21,5.00996e+13
4.15e-08,4.53594e+17,4.80496e+16,1.30847e+15,4.18234e+20,3.31969e+13,2.84106e+21,5.02934e+13
4.2e-08,4.36615e+17,4.78478e+16,1.31028e+15,4.09836e+20,3.33583e+13,2.84996e+21,5.04866e+13
4.25e-08,4.20789e+17,4.76435e+16,1.31178e+15,4.01803e+20,3.3512e+13,2.85828e+21,5.06675e+13
4.3e-08,4.05032e+17,4.74391e+16,1.31326e+15,3.93792e+20,3.36653e+13,2.86656e+21,5.08476e+13
4.35e-08,3.90305e+17,4.72327e+16,1.31446e+15,3.86113e+20,3.38116e+13,2.87431e+21,5.10166e+13
4.4e-08,3.75691e+17,4.70262e+16,1.31563e+15,3.7847e+20,3.39572e+13,2.882e+21,5.11843e+13
4.45e-08,3.61994e+17,4.68183e+16,1.31656e+15,3.71127e+20,3.40963e+13,2.8892e+21,5.13417e+13
4.5e-08,3.48448e+17,4.66103e+16,1.31744e+15,3.63834e+20,3.42344e+13,2.89632e+21,5.14974e+13
4.55e-08,3.35716e+17,4.64013e+16,1.31809e+15,3.56811e+20,3.43666e+13,2.903e+21,5.16438e+13
4.6e-08,3.23167e+17,4.61921e+16,1.3187e+15,3.49851e+20,3.44974e+13,2.90958e+21,5.1788e+13
4.65e-08,3.11336e+17,4.59823e+16,1.3191e+15,3.43135e+20,3.4623e+13,2.91577e+21,5.19238e+13
4.7e-08,2.99715e+17,4.57724e+16,1.31945e+15,3.36491e+20,3.47469e+13,2.92183e+21,5.2057e+13
4.75e-08,2.88725e+17,4.55622e+16,1.31962e+15,3.30066e+20,3.4866e+13,2.92753e+21,5.21826e+13
4.8e-08,2.77969e+17,4.5352e+16,1.31972e+15,3.23723e+20,3.49833e+13,2.9331e+21,5.23052e+13
4.85e-08,2.67765e+17,4.51416e+16,1.31966e+15,3.17575e+20,3.50962e+13,2.93835e+21,5.2421e+13
4.9e-08,2.57812e+17,4.49313e+16,1.31953e+15,3.11518e+20,3.5207e+13,2.94344e+21,5.25335e+13
4.95e-08,2.48339e+17,4.4721e+16,1.31926e+15,3.05636e+20,3.53139e+13,2.94825e+21,5.26399e+13
5e-08,2.39133e+17,4.45108e+16,1.31891e+15,2.99851e+20,3.54186e+13,2.9529e+21,5.27427e+13
5.05e-08,2.30341e+17,4.43009e+16,1.31844e+15,2.9422e+20,3.55197e+13,2.95729e+21,5.28401e+13
5.1e-08,2.21828e+17,4.40911e+16,1.31788e+15,2.88695e+20,3.56185e+13,2.9615e+21,5.29336e+13
5.15e-08,2.1367e+17,4.38817e+16,1.31722e+15,2.83304e+20,3.57141e+13,2.96549e+21,5.30223e+13
5.2e-08,2.05799e+17,4.36726e+16,1.31647e+15,2.78025e+20,3.58071e+13,2.96929e+21,5.3107e+13
5.25e-08,1.98231e+17,4.34638e+16,1.31563e+15,2.72863e+20,3.58973e+13,2.97289e+21,5.31874e+13
5.3e-08,1.90955e+17,4.32555e+16,1.3147e+15,2.67818e+20,3.59849e+13,2.97629e+21,5.32635e+13
5.35e-08,1.83935e+17,4.30476e+16,1.31368e+15,2.62875e+20,3.607e+13,2.97953e+21,5.33359e+13
5.4e-08,1.7721e+17,4.28402e+16,1.31258e+15,2.58053e+20,3.61522e+13,2.98255e+21,5.34039e+13
5.45e-08,1.70699e+17,4.26333e+16,1.31141e+15,2.53318e+20,3.62324e+13,2.98543e+21,5.34687e+13
5.5e-08,1.64484e+17,4.2427e+16,1.31014e+15,2.48707e+20,3.63095e+13,2.9881e+21,5.35289e+13
5.55e-08,1.58446e+17,4.22211e+16,1.30881e+15,2.44171e+20,3.63849e+13,2.99064e+21,5.35863e+13
5.6e-08,1.52703e+17,4.2016e+16,1.30739e+15,2.39761e+20,3.64572e+13,2.99297e+21,5.36391e+13
5.65e-08,1.47103e+17,4.18113e+16,1.30593e+15,2.35414e+20,3.6528e+13,2.99518e+21,5.36895e+13
5.7e-08,1.41796e+17,4.16075e+16,1.30436e+15,2.31197e+20,3.65955e+13,2.99717e+21,5.37351e+13
5.75e-08,1.36603e+17,4.14041e+16,1.30276e+15,2.2703e+20,3.66619e+13,2.99908e+21,5.37787e+13
5.8e-08,1.31699e+17,4.12016e+16,1.30106e+15,2.22995e+20,3.6725e+13,3.00076e+21,5.38175e+13
5.85e-08,1.26884e+17,4.09995e+16,1.29933e+15,2.19001e+20,3.67871e+13,3.00236e+21,5.38547e+13
5.9e-08,1.22352e+17,4.07986e+16,1.2975e+15,2.1514e+20,3.68458e+13,3.00374e+21,5.38869e+13
5.95e-08,1.17887e+17,4.05979e+16,1.29565e+15,2.11309e+20,3.69038e+13,3.00506e+21,5.39179e+13
6e-08,1.13699e+17,4.03984e+16,1.2937e+15,2.07614e+20,3.69584e+13,3.00615e+21,5.39438e+13
6.05e-08,1.09558e+17,4.01992e+16,1.29174e+15,2.0394e+20,3.70124e+13,3.0072e+21,5.39689e+13
6.1e-08,1.05688e+17,4.00013e+16,1.28968e+15,2.00402e+20,3.7063e+13,3.00801e+21,5.39888e+13
6.15e-08,1.01847e+17,3.98035e+16,1.28761e+15,1.96877e+20,3.71132e+13,3.00879e+21,5.40082e+13
6.2e-08,9.82703e+16,3.96072e+16,1.28544e+15,1.93489e+20,3.71599e+13,3.00934e+21,5.40224e+13
